Gene = mRpL12
index = 1763
Annotated 5SS: [89]
Annotated 3SS: [144]
SMsplice 5SS: [89]
SMsplice 3SS: [144]
top_k =  500
Partition function (log Z): -3.526185209352388

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.9958586275792626
Position 93: 0.004126223186373983
Position 716: 0.0004518567670476802
Position 701: 0.00034693972912897686
Position 483: 0.00024513053388024
Position 250: 0.00017500852200617758
Position 321: 3.9805242751251835e-05
Position 552: 3.639211140194885e-05
Position 264: 1.7574968000535544e-05
Position 534: 1.3032651336371695e-05
Position 114: 9.31351198584331e-06
Position 596: 6.107854953685622e-06
Position 501: 4.939584533571331e-06
Position 515: 3.409084746754114e-06
Position 354: 3.144504887964772e-06
Position 215: 1.4808243918004198e-06
Position 724: 1.1902336512767289e-06
Position 582: 9.977907624492376e-07
Position 439: 7.09524650085211e-07
Position 198: 3.1759881333897615e-07
Position 220: 1.6171667819798835e-07
Position 243: 1.4440420110866193e-07
Position 510: 1.3932954147590583e-07
Position 671: 4.715661545109679e-08
Position 20: 7.356653209992391e-11
Position 75: 3.9380975534921415e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 144: 0.9284729300052591
Position 185: 0.04408514713461448
Position 136: 0.021032341289496017
Position 155: 0.005384061788178187
Position 774: 0.0005518847697588857
Position 383: 0.0003961129070191183
Position 770: 0.00023670363994106048
Position 220: 0.00020745829135208725
Position 225: 0.00019403101216907654
Position 203: 0.00019244966120114584
Position 198: 0.00019130461248693869
Position 744: 9.584735790370566e-05
Position 587: 6.569471093608764e-05
Position 530: 6.509972430997554e-05
Position 629: 4.424498854357805e-05
Position 626: 3.687098515547602e-05
Position 353: 2.6732970056810457e-05
Position 500: 1.6506502648957803e-05
Position 641: 1.6464925099404067e-05
Position 596: 6.554210866776329e-06
Position 243: 6.2261961577930195e-06
Position 527: 4.70543250253539e-06
Position 533: 3.0373288602866e-06
Position 461: 1.7094894625757903e-06
Position 557: 1.3487134755030143e-06
Position 401: 1.283979325782135e-06
Position 551: 1.073450422533559e-06
Position 548: 9.280756690897303e-07
Position 282: 8.534385286525456e-07
Position 644: 7.439051833973061e-07
Position 569: 5.896586259708985e-07
Position 464: 4.291200662908879e-07
Position 751: 3.934584840989055e-07
Position 488: 3.3378620518712384e-07
Position 506: 2.928568471141004e-07
Position 665: 1.3921444623807001e-07
Position 285: 1.0358460555025836e-07
Position 677: 6.132746660276952e-08
Position 362: 1.1557846171953804e-11
Position 455: 9.544215057081208e-12
Position 114: 8.606702997450115e-14
Position 293: 1.6131985242844234e-14
Position 367: 9.03793696566508e-15
Position 479: 3.1605849952685583e-15
Position 93: 2.072204496637174e-15
Position 64: 1.190748004771284e-16
