Gene = Drgx
index = 1139
Annotated 5SS: [  562 10557 15558 15720 21224 21889 27735]
Annotated 3SS: [10432 15465 15617 21121 21316 27576 28092]
SMsplice 5SS: [  562 10557 11074 15558 15720 21224 21889 27735]
SMsplice 3SS: [10432 10679 15465 15617 21121 21316 27576 28092]
top_k =  500
Partition function (log Z): 16.475482866645592

Sorted 5' Splice Sites (High to Low Probability):
Position 21889: 0.9993030346261473
Position 21224: 0.9968455904020241
Position 10557: 0.9959164405585261
Position 15558: 0.9830563961435371
Position 27735: 0.9734556295743547
Position 15720: 0.972460184967223
Position 11074: 0.8237423695533985
Position 562: 0.6269687608381859
Position 26819: 0.35250085590257624
Position 554: 0.29957322428556143
Position 11692: 0.1577881511893535
Position 16598: 0.1475121619586569
Position 9899: 0.12025732262520462
Position 208: 0.07773909737011123
Position 1379: 0.06736776688175518
Position 27031: 0.05273498959082313
Position 22547: 0.04918358966877611
Position 7784: 0.045479939926532445
Position 13941: 0.0392494123545542
Position 23282: 0.03620523951291058
Position 1653: 0.03392788035925667
Position 23118: 0.03265912097952084
Position 5176: 0.025380107335352987
Position 27805: 0.02318666777498097
Position 26943: 0.019508733843419373
Position 9613: 0.017294007783658184
Position 1057: 0.016306836913984643
Position 17897: 0.016271891245440793
Position 22428: 0.015775606248750112
Position 20550: 0.015426870745745698
Position 20304: 0.014578247800652875
Position 210: 0.013497049398236448
Position 9351: 0.011264016283090102
Position 214: 0.010118147435626942
Position 1217: 0.010013528208465992
Position 23207: 0.008438799438616335
Position 24326: 0.008058016910149013
Position 9155: 0.006994766042532476
Position 896: 0.0069355470913166194
Position 16397: 0.006632823561173159
Position 25653: 0.006416723386396907
Position 8218: 0.006273299267674138
Position 22256: 0.0058525538440227075
Position 16025: 0.005165994152789044
Position 13464: 0.004823291249915461
Position 2193: 0.0043296532035091186
Position 9179: 0.003994871155507288
Position 844: 0.0036794922951820337
Position 2658: 0.0032692619319155884
Position 21228: 0.003112430897374378
Position 9521: 0.003008642663078321
Position 5825: 0.0030055842631919356
Position 16709: 0.0027989933346734535
Position 1139: 0.00259941447424764
Position 3347: 0.0023673574068364587
Position 19681: 0.002230552470714305
Position 26616: 0.0022297714668697006
Position 195: 0.002185734689463967
Position 274: 0.0021353339160284507
Position 2373: 0.0018334759315676286
Position 12854: 0.00162566137747705
Position 21701: 0.0015226136016955136
Position 834: 0.0015191987304545055
Position 28765: 0.001446419949282695
Position 3: 0.0013691934682809423
Position 24552: 0.0012241397878874846
Position 22347: 0.001180540576567008
Position 727: 0.0011494502053366127
Position 11081: 0.0011404285199750432
Position 21397: 0.0011341499001606855
Position 23714: 0.0011142173816425464
Position 21405: 0.0009462182340338308
Position 15730: 0.0009296906773632767
Position 12481: 0.0009152363055036742
Position 29056: 0.0009126084667874482
Position 23317: 0.000841247527831119
Position 18429: 0.0007358073398997108
Position 28516: 0.0006689901887285825
Position 1834: 0.0006121368245804937
Position 28740: 0.0005550260005521262
Position 28710: 0.0005501586408709163
Position 22666: 0.0005342630809145916
Position 10561: 0.0004724007648617156
Position 15567: 0.0004523181439248106
Position 69: 0.0004407042569537569
Position 27764: 0.0004400867516693093
Position 27879: 0.00040633111792219296
Position 11096: 0.0002932378277705947
Position 328: 0.00023452758377295665
Position 28693: 0.00021871930112331585
Position 23799: 0.00021379103258771878
Position 28785: 0.00019674675515183796
Position 27848: 0.00018074196220022997
Position 10905: 0.0001629549081504601
Position 1275: 0.00015734196929084623
Position 218: 0.00012779590570541552
Position 22573: 0.00012014185084763623
Position 28985: 0.00010999956558061835
Position 527: 0.00010791441388899108
Position 28713: 0.00010667584752954597
Position 1065: 0.00010499176157433166
Position 22564: 0.00010396563152541737
Position 22782: 9.454822362571993e-05
Position 13863: 8.676938530721701e-05
Position 212: 7.870739215479311e-05
Position 21648: 6.927868341278334e-05
Position 15871: 6.751282403869882e-05
Position 16232: 6.602229978499831e-05
Position 11029: 6.567960959378896e-05
Position 33: 6.517874858979531e-05
Position 3433: 6.505999997052441e-05
Position 315: 6.09671658755565e-05
Position 7633: 4.8180737534792885e-05
Position 3340: 4.550862940631817e-05
Position 13177: 4.1345138583663484e-05
Position 21390: 3.933405833790555e-05
Position 22494: 3.8205618016216996e-05
Position 11975: 3.12101115917947e-05
Position 660: 3.072117556635648e-05
Position 11129: 2.8829380919645244e-05
Position 16218: 2.8327945286690898e-05
Position 11135: 2.6363807812471305e-05
Position 137: 2.583653218515493e-05
Position 21867: 2.0526379193320586e-05
Position 367: 1.989548406185419e-05
Position 12156: 1.7506586368325075e-05
Position 599: 1.6171091800607553e-05
Position 8102: 1.611813708762733e-05
Position 1639: 1.578068371742921e-05
Position 369: 1.5610645101732075e-05
Position 417: 1.531964521321758e-05
Position 21645: 1.464258307596445e-05
Position 875: 1.4607093795512626e-05
Position 1785: 1.423543830334764e-05
Position 22464: 1.4048127585974043e-05
Position 939: 9.997256877323096e-06
Position 1395: 9.85099564898283e-06
Position 1450: 9.211708479622339e-06
Position 21635: 9.189700453762918e-06
Position 990: 8.849130485425114e-06
Position 379: 8.619934844973771e-06
Position 832: 7.969186443452287e-06
Position 21354: 7.191799643189494e-06
Position 11704: 6.8168992514044775e-06
Position 12046: 5.065856168406546e-06
Position 2185: 4.906026992613182e-06
Position 281: 4.802243259725122e-06
Position 1794: 4.679362092232354e-06
