Gene = byn
index = 1638
Annotated 5SS: [ 331 4654 5702 5979 6846 7657]
Annotated 3SS: [4307 5580 5834 6046 7271 7734]
SMsplice 5SS: [ 331 4654 5702 5979 6846 7657]
SMsplice 3SS: [4307 5580 5834 6046 7271 7734]
top_k =  500
Partition function (log Z): 19.810150071054412

Sorted 5' Splice Sites (High to Low Probability):
Position 5979: 0.9997692039349889
Position 5702: 0.986634997594929
Position 331: 0.9814939131200965
Position 4654: 0.9553570881913858
Position 7657: 0.8806979371166267
Position 6846: 0.8587025209786284
Position 5478: 0.5711335141858622
Position 202: 0.10469337721679915
Position 6182: 0.09900976650847262
Position 2948: 0.0951836435897047
Position 2960: 0.0636955181169171
Position 3298: 0.06260358401648332
Position 5279: 0.05553667288209561
Position 2208: 0.04553799073828914
Position 1689: 0.042308989873781094
Position 6202: 0.036262499242345474
Position 4658: 0.03616592049840534
Position 5070: 0.03232383659001852
Position 6407: 0.029774655255928515
Position 2229: 0.02357055775632989
Position 2204: 0.016942321291172333
Position 3585: 0.016474200146604865
Position 4155: 0.011481287903624366
Position 335: 0.01063414795356024
Position 1876: 0.009692305971475329
Position 5274: 0.009453641686937098
Position 7670: 0.009146857986581748
Position 5683: 0.008426224260139894
Position 7126: 0.008409014015328406
Position 5209: 0.008009037385418536
Position 5417: 0.0053380417252831755
Position 5694: 0.0038829928012703674
Position 2444: 0.0038095577082604168
Position 6632: 0.0032097240532693964
Position 8123: 0.0031352884743774323
Position 7099: 0.002942447059592164
Position 2917: 0.002810564701393699
Position 5453: 0.002638560460255446
Position 8103: 0.0024876948732269278
Position 3477: 0.0024248714733056276
Position 4920: 0.002264963784935336
Position 6158: 0.0021381270582002724
Position 1119: 0.0020377612718032946
Position 2680: 0.0017328037180455085
Position 2975: 0.0016096634853576771
Position 4932: 0.0015545784085566334
Position 1716: 0.0015210224796405943
Position 7661: 0.0014578790414145459
Position 6620: 0.0014438307147297835
Position 5424: 0.0012132583382775523
Position 770: 0.0011958064042322104
Position 7967: 0.0011645118005330062
Position 7135: 0.0010329338766935667
Position 6098: 0.0010236133396017621
Position 3386: 0.0010211231039035057
Position 206: 0.0009754475550316038
Position 3644: 0.0009543501782829943
Position 811: 0.0009242774391205235
Position 4484: 0.0009016965837289196
Position 2185: 0.0008236431592912491
Position 7680: 0.0007372357501282187
Position 6739: 0.0007019434923727078
Position 6678: 0.0006882842776610014
Position 3244: 0.0006760118470692544
Position 6715: 0.0006701912515796204
Position 662: 0.0006161631427290766
Position 6987: 0.0005877889879687013
Position 1815: 0.000568463625579393
Position 6070: 0.0005364397192475389
Position 5770: 0.000514035045481768
Position 6850: 0.0005004401041973115
Position 4968: 0.0004962251063067471
Position 171: 0.00047388127064964543
Position 7458: 0.0003388930571766973
Position 6672: 0.0003316856182945245
Position 613: 0.0002899169956049179
Position 122: 0.00028311964368033887
Position 5743: 0.00027718578862331183
Position 6429: 0.00024915057196940604
Position 974: 0.00023029372293085438
Position 2656: 0.0002281414873479354
Position 6166: 0.00020589012869159936
Position 5943: 0.00019806109769513386
Position 319: 0.00019760561802627667
Position 1812: 0.00018661632129683852
Position 1848: 0.00018609636204992565
Position 6824: 0.00017613883769847894
