Gene = RpL27A
index = 1440
Annotated 5SS: [ 76 625 990]
Annotated 3SS: [ 306  854 1074]
SMsplice 5SS: [244 625 990]
SMsplice 3SS: [ 306  854 1074]
top_k =  500
Partition function (log Z): 3.060131146812812

Sorted 5' Splice Sites (High to Low Probability):
Position 990: 0.9225880700095662
Position 625: 0.9083688550424418
Position 244: 0.8091223748145467
Position 76: 0.2684113330033127
Position 404: 0.05622618270243409
Position 472: 0.05418829062661272
Position 202: 0.03884988353473227
Position 224: 0.03368484965298464
Position 248: 0.027141415135466477
Position 961: 0.013999612263864529
Position 90: 0.013117840992274088
Position 616: 0.007717285517692265
Position 998: 0.002955086955835789
Position 788: 0.0026296151676356606
Position 458: 0.0017108889218192646
Position 398: 0.0015738657886014862
Position 349: 0.0013542106417875203
Position 741: 0.00120608422984316
Position 984: 0.0010156006247503617
Position 564: 0.0005373348379633613
Position 810: 0.0005084842960061492
Position 807: 0.0004612996111927555
Position 115: 0.00040582585629718345
Position 629: 0.00034443417626992825
Position 413: 0.0003088863140204516
Position 550: 0.0002469501228048532
Position 510: 0.00024658650372017557
Position 86: 0.0001443245970718552
Position 722: 0.00014145128083643233
Position 1010: 0.00010655016185233678
Position 739: 9.845182997656756e-05
Position 1002: 8.98629312490919e-05
Position 917: 8.003334511348984e-05
Position 604: 5.3452575351909124e-05
Position 773: 4.942721719093227e-05
Position 112: 4.905583399028401e-05
Position 796: 3.8532472148784164e-05
Position 96: 3.505870858820068e-05
Position 1000: 2.1672946628196025e-05
Position 963: 1.9826133919996105e-05
Position 368: 1.9510745335290456e-05
Position 965: 1.8366810991527243e-05
Position 99: 1.7948744336519234e-05
Position 906: 1.4492588572841526e-05
Position 17: 1.2600603773382956e-05
Position 497: 9.955761276645501e-06
Position 1023: 9.176631200113818e-06
Position 359: 7.030544820823686e-06
Position 164: 6.043733877777143e-06
Position 119: 3.7129100987867755e-06
Position 1103: 3.502730430315886e-06
Position 543: 9.576094159171344e-07
Position 136: 8.336959975206834e-07
Position 80: 6.357568522597061e-07
Position 341: 4.713313023467563e-07
Position 1040: 1.7224596516933411e-07
Position 820: 1.4291585968045386e-07
Position 344: 7.786263409629545e-08
Position 282: 4.2399510036130336e-11
Position 306: 2.5019253786059417e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 306: 0.9965511805844768
Position 854: 0.9856579327896492
Position 1074: 0.9400549586301022
Position 126: 0.1433235808289262
Position 144: 0.04452296982858716
Position 504: 0.02197374186337137
Position 471: 0.01993752666706858
Position 686: 0.007504941666984789
Position 164: 0.00286045551052357
Position 172: 0.001848269496650654
Position 744: 0.0014564585854218224
Position 537: 0.0009675085420569047
Position 1089: 0.0009650088963852303
Position 510: 0.0003862856357026562
Position 1155: 0.00035456232299867056
Position 151: 0.00027121375255347604
Position 1092: 0.00022260436350517992
Position 697: 0.00021150247217295427
Position 652: 0.00016503789127591658
Position 240: 0.00014172406153029754
Position 1045: 0.0001065348632380889
Position 522: 9.68286084554722e-05
Position 318: 8.131146609500564e-05
Position 866: 7.999791149801215e-05
Position 202: 3.709635446923884e-05
Position 1164: 2.409085190096043e-05
Position 482: 2.2412799669570306e-05
Position 515: 2.1967952989803345e-05
Position 759: 1.6733508816537386e-05
Position 712: 1.4817867532985288e-05
Position 327: 1.4342286793673932e-05
Position 932: 1.3502404731013891e-05
Position 72: 1.1846627726477306e-05
Position 1032: 1.159241316029736e-05
Position 911: 1.1346429639440245e-05
Position 1007: 7.158365146051134e-06
Position 211: 5.6131426024884e-06
Position 751: 5.4229032130710854e-06
Position 556: 3.6435253599151544e-06
Position 378: 1.7173178843503834e-06
Position 782: 1.6630962968295662e-06
Position 773: 1.37120484944065e-06
Position 1040: 1.1511208065698801e-06
Position 324: 9.203551922869258e-07
Position 387: 7.883439931657387e-07
Position 397: 6.50367447124672e-07
Position 917: 4.5721291358797203e-07
Position 582: 3.835258699530186e-07
Position 766: 3.098493590008715e-07
Position 564: 2.895556414826018e-07
Position 770: 2.4712023221476097e-07
Position 1099: 2.433915402404083e-07
Position 938: 1.917664287327125e-07
Position 629: 1.695681779714246e-07
Position 224: 1.340298177612632e-07
Position 153: 3.9922795540492766e-08
Position 80: 1.2248725786126169e-08
Position 220: 5.692221728364608e-09
Position 332: 4.60774722621229e-09
Position 262: 4.062202364442207e-09
Position 585: 1.3925036150293128e-09
Position 579: 1.9697897450035544e-10
Position 336: 2.117411897861652e-11
Position 206: 6.1538103910497045e-15
