Gene = Ilp2
index = 1225
Annotated 5SS: [229]
Annotated 3SS: [301]
SMsplice 5SS: [229]
SMsplice 3SS: [301]
top_k =  500
Partition function (log Z): -6.892438099674843

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.989036422602152
Position 183: 0.003735269685574643
Position 194: 0.0021300660689992177
Position 178: 0.0013221650770037488
Position 204: 0.0011518639622926188
Position 171: 0.0011036001403435032
Position 282: 0.0007274770271779397
Position 541: 0.0006756284888823084
Position 52: 0.0005428576557572007
Position 489: 0.0002626570200430494
Position 35: 0.00020648422311089572
Position 185: 0.0001717532413013596
Position 528: 0.0001642883835293051
Position 675: 0.00011863961873190573
Position 632: 0.00010799785718961623
Position 616: 9.671165058449549e-05
Position 506: 9.026118598170556e-05
Position 654: 7.63096599785916e-05
Position 395: 5.512726058575289e-05
Position 233: 4.007721877757148e-05
Position 126: 3.827720105700046e-05
Position 538: 3.757268895752598e-05
Position 501: 3.259341599454435e-05
Position 154: 2.8651297465416005e-05
Position 591: 2.7513803972694946e-05
Position 427: 1.7049308798762405e-05
Position 102: 1.6261857028022045e-05
Position 425: 1.233521759223226e-05
Position 96: 9.574569162436589e-06
Position 668: 9.409795925290957e-06
Position 481: 8.21062398909863e-06
Position 131: 8.062824547109291e-06
Position 342: 2.6521125801366153e-06
Position 354: 2.5208529572902708e-06
Position 448: 1.6200437106103075e-06
Position 305: 7.884199470271474e-08
Position 80: 1.497120238272893e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.5835975486549743
Position 342: 0.40836772317776915
Position 725: 0.004630572621613101
Position 664: 0.0024216758456862128
Position 314: 0.001236396111697281
Position 351: 0.0005387604058067798
Position 272: 0.00042709128269723145
Position 118: 0.00034420260257987114
Position 448: 0.000204872649697542
Position 126: 8.966756265663323e-05
Position 354: 6.398099058484108e-05
Position 243: 3.635193570559761e-05
Position 516: 3.321228747001783e-05
Position 395: 1.8185470400628412e-05
Position 475: 1.5208123424389977e-05
Position 545: 1.054924629417297e-05
Position 552: 9.10592256386922e-06
Position 250: 8.300988729164595e-06
Position 154: 4.996421238552074e-06
Position 218: 3.5037605222732392e-06
Position 259: 1.5929332319796863e-06
Position 360: 1.5203934526156327e-06
Position 161: 9.967568927916942e-07
Position 528: 8.334345944286128e-07
Position 194: 3.413979277908463e-07
Position 455: 2.9717354280123635e-07
Position 366: 1.9795885394945459e-07
Position 233: 1.731633320427772e-07
Position 141: 6.920523402795972e-08
Position 131: 6.788208274483819e-08
Position 501: 4.300335197924405e-08
Position 191: 3.623708458983981e-09
Position 170: 7.265477411594475e-10
Position 178: 2.659860072140315e-10
