Gene = Ilp8
index = 1229
Annotated 5SS: [ 195 1372]
Annotated 3SS: [1172 1795]
SMsplice 5SS: [ 195 1372]
SMsplice 3SS: [1172 1795]
top_k =  500
Partition function (log Z): -0.5466615478662298

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9924919369289634
Position 1372: 0.9887335372853435
Position 670: 0.3011130697235341
Position 1109: 0.06476223545914646
Position 1036: 0.05047169150781314
Position 894: 0.02443644746455923
Position 507: 0.010893867413034525
Position 964: 0.005923009397167637
Position 405: 0.003508819653244431
Position 511: 0.0021596830543976504
Position 1114: 0.0018041561327914843
Position 2122: 0.0016332481716632601
Position 17: 0.001522703534602332
Position 1047: 0.0013312461355301595
Position 376: 0.0011897926246787988
Position 2090: 0.001116639448528639
Position 961: 0.0011058741673676707
Position 55: 0.001079243981921698
Position 1610: 0.0010555237751551034
Position 1050: 0.0009161656042475411
Position 286: 0.0008442482126872942
Position 2136: 0.0008248435767354841
Position 2076: 0.000751433495162956
Position 1376: 0.0005709419427115642
Position 1618: 0.0004807522739470999
Position 1676: 0.0004294167897022661
Position 1077: 0.0004185900040137143
Position 1331: 0.00037243511827142635
Position 120: 0.00035949249940687305
Position 1864: 0.0003587804501072879
Position 1027: 0.0002778407656206472
Position 2149: 0.00024547657099823064
Position 2116: 0.00020998105802286937
Position 1977: 0.00019135565169781628
Position 758: 0.00016912924131112696
Position 778: 0.00015433162894187673
Position 39: 0.00015387002819481293
Position 398: 0.00014574753370124585
Position 211: 9.893032670031456e-05
Position 94: 8.743985075747174e-05
Position 100: 7.735219348721921e-05
Position 1751: 5.679387107938918e-05
Position 772: 5.5277154545905336e-05
Position 2169: 5.345045327148784e-05
Position 199: 3.402785751589507e-05
Position 1312: 3.2210586518906866e-05
Position 2080: 1.6636710393324584e-05
Position 282: 1.49762968304934e-05
Position 2013: 6.073774220131949e-06
Position 451: 5.979325510475206e-06
Position 205: 4.59621923580994e-06
Position 161: 3.3194356525871574e-06
Position 424: 2.5044697366861177e-06
Position 6: 2.3476100808344464e-06
Position 71: 2.165523515294508e-06
Position 22: 1.1767238455432362e-06
Position 187: 1.1135581885492674e-06
Position 263: 8.676000476488544e-07
Position 531: 5.87934808914946e-07
Position 129: 2.74658652464731e-07
Position 327: 2.5074335247973883e-07
Position 290: 2.1380145836521278e-07
Position 640: 1.6254309945701834e-07
Position 261: 1.0366900046240234e-07
Position 1340: 5.8742562315215984e-08
Position 105: 5.595616970958809e-08
Position 103: 3.363292855874371e-08
Position 1410: 1.2984052109012891e-08
Position 1283: 1.280132104773579e-08
Position 898: 5.612036866948768e-09
Position 228: 5.418654762276849e-09
Position 1268: 5.917426643491334e-10
Position 657: 1.2228883234646686e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1795: 0.9722443772397373
Position 1172: 0.8637278860422757
Position 527: 0.12144453501149574
Position 398: 0.10324021602016839
Position 266: 0.08737487388748989
Position 745: 0.07813896127160615
Position 327: 0.06491179609325326
Position 248: 0.06294107530972858
Position 274: 0.025620119602214383
Position 334: 0.013585110781189116
Position 488: 0.010944379562262135
Position 873: 0.006333342025546279
Position 1228: 0.005221022763744312
Position 1460: 0.0048423541734060205
Position 1676: 0.004084423501135018
Position 2193: 0.0034573870134500732
Position 1750: 0.00285825361407046
Position 282: 0.0025931580685828286
Position 839: 0.0023457292424219375
Position 2228: 0.002295843677947324
Position 751: 0.0022028004228597927
Position 1683: 0.0019021653755110365
Position 404: 0.0018819118417474445
Position 1579: 0.0017093220096981376
Position 111: 0.001584841216180435
Position 429: 0.0011930390660889027
Position 460: 0.0011635835450032883
Position 290: 0.0010515900345236795
Position 298: 0.0010282153481089055
Position 1573: 0.001015286148905627
Position 1744: 0.0010052295959213225
Position 1597: 0.0009377518699606151
Position 1715: 0.0009103633232383745
Position 590: 0.0008142146096086048
Position 1301: 0.0006931755108100414
Position 2167: 0.0006864152958682529
Position 1829: 0.0006214122687984892
Position 1920: 0.000574209016726485
Position 1892: 0.0005654481804529723
Position 1712: 0.000492527712632185
Position 1020: 0.00047445271482502745
Position 2116: 0.000471386325608368
Position 2213: 0.00040037093350018545
Position 507: 0.0003720199330107652
Position 103: 0.00036939762850621684
Position 1863: 0.000298686822526291
Position 2149: 0.0002981039983693638
Position 2013: 0.00021652655167482448
Position 535: 0.00018112929077286518
Position 788: 0.00016639909898371062
Position 1240: 0.00015977340165819405
Position 1815: 0.0001347866344934057
Position 973: 0.0001321470988276644
Position 86: 0.00010709130575499562
Position 650: 8.59185902678335e-05
Position 1729: 7.876808870245483e-05
Position 1095: 7.741134343522638e-05
Position 1017: 6.54726796083353e-05
Position 921: 5.985504538602892e-05
Position 170: 4.061120784668021e-05
Position 67: 3.969868978536054e-05
Position 2122: 3.92960041151997e-05
Position 1421: 3.9042177950968295e-05
Position 306: 3.853267765583381e-05
Position 1835: 2.952699955431476e-05
Position 1838: 2.8607012010005745e-05
Position 115: 2.0077355240372347e-05
Position 640: 1.8111609877431302e-05
Position 669: 1.6474275129529546e-05
Position 1081: 1.1853477701314559e-05
Position 983: 1.1605190103918167e-05
Position 2201: 1.1036204209212661e-05
Position 71: 1.0465837801578529e-05
Position 2076: 1.0404714395603952e-05
Position 2126: 6.849416307833656e-06
Position 59: 5.419586473300157e-06
Position 592: 4.260372268101789e-07
Position 51: 2.1928425081515372e-07
Position 55: 1.4512890001780303e-07
Position 119: 6.900547990763783e-08
Position 194: 5.669843900455494e-08
Position 156: 3.480201430377287e-09
Position 187: 8.495860930182137e-11
Position 199: 2.8168806069490434e-15
Position 205: 5.887070799528785e-16
