Gene = YL-1
index = 1603
Annotated 5SS: [245 438 815]
Annotated 3SS: [304 513 873]
SMsplice 5SS: [245 438 815]
SMsplice 3SS: [304 513 873]
top_k =  500
Partition function (log Z): 3.020295766862922

Sorted 5' Splice Sites (High to Low Probability):
Position 438: 0.9967260911125443
Position 245: 0.980347845999871
Position 815: 0.9670712888430695
Position 1416: 0.05891442479669395
Position 1080: 0.03629512099050517
Position 819: 0.01497591429020064
Position 1034: 0.009297002657140582
Position 730: 0.004812082929393785
Position 1516: 0.004136730564686844
Position 208: 0.003214354378987857
Position 1397: 0.002188019775143844
Position 1528: 0.0019075871669212892
Position 1381: 0.0012481618736686945
Position 4: 0.0011374194668959776
Position 51: 0.0006771030555130456
Position 1305: 0.00039949092935602206
Position 1519: 0.00039362757062968225
Position 586: 0.0003826121201192567
Position 17: 0.0002491843763482766
Position 1050: 0.0002147554514913729
Position 1159: 0.00016902021979545989
Position 619: 0.0001575795299670218
Position 1008: 0.0001443016743287383
Position 1318: 0.00013792799576187314
Position 581: 5.5769406344158694e-05
Position 1556: 5.351497233073417e-05
Position 1542: 4.7988400864021267e-05
Position 412: 4.406393959534423e-05
Position 34: 4.2939642943118054e-05
Position 200: 3.0372683311863957e-05
Position 417: 2.4226473356774667e-05
Position 471: 1.3242517452017513e-05
Position 414: 9.108844724672984e-06
Position 578: 8.918369641815473e-06
Position 1082: 6.303173177435175e-06
Position 1576: 5.3715958973531435e-06
Position 736: 4.473778942988869e-06
Position 696: 3.674742338111008e-06
Position 88: 2.4320902950210594e-06
Position 605: 7.788612359044613e-07
Position 495: 6.17942690420577e-07
Position 929: 2.1705848090218213e-07
Position 913: 2.131925571549128e-07
Position 369: 1.660248089213214e-07
Position 327: 1.372722556406691e-07
Position 1135: 1.313033688920879e-07
Position 346: 9.078061046648419e-08
Position 330: 6.013939057240293e-08
Position 484: 3.689108518547949e-08
Position 486: 9.298085366364154e-10
Position 529: 3.252025223453851e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 513: 0.9963338512902788
Position 304: 0.9828173585690524
Position 873: 0.9773831678619331
Position 1463: 0.06504106122616256
Position 1147: 0.03545597529472529
Position 884: 0.007039829662857141
Position 1576: 0.005190373442568364
Position 1106: 0.004903651110650636
Position 1181: 0.002000457595787824
Position 72: 0.0013147187919961953
Position 1599: 0.0011642438620543603
Position 1602: 0.0010423109667817162
Position 875: 0.0007864264309676565
Position 346: 0.0006324781574139105
Position 1184: 0.0005859726476512492
Position 1238: 0.0003902146114947502
Position 1224: 0.000389268617514529
Position 1467: 0.0003407989246468195
Position 694: 0.00033654768664900824
Position 312: 0.00028020868629502764
Position 156: 0.0002523648856141335
Position 1090: 0.00023017704408767617
Position 1381: 0.00019162943306355216
Position 1415: 0.00017559247086275023
Position 1556: 0.00017128843944469403
Position 1079: 0.00015106026732113128
Position 1623: 0.00013168707782953762
Position 522: 0.0001149890493155186
Position 88: 0.00010244267301759866
Position 972: 7.340400506796503e-05
Position 546: 6.422526200435651e-05
Position 1638: 6.187858466027909e-05
Position 529: 6.182315346541626e-05
Position 1119: 5.542562445300817e-05
Position 1247: 5.006121910678648e-05
Position 1019: 4.5817604605068076e-05
Position 1626: 4.465829207982199e-05
Position 672: 2.508438616262302e-05
Position 282: 2.1735470323476045e-05
Position 173: 1.0269701835496672e-05
Position 567: 9.137413086950106e-06
Position 1195: 8.404110154938271e-06
Position 1061: 8.024581659937798e-06
Position 666: 7.069083986829072e-06
Position 1155: 6.2596874107950025e-06
Position 923: 6.11517967712843e-06
Position 714: 6.1146494908538435e-06
Position 537: 5.334166985493528e-06
Position 324: 5.318243516216415e-06
Position 1123: 4.697010972824069e-06
Position 759: 3.535239839888055e-06
Position 726: 3.1775865886193606e-06
Position 893: 2.433498238723722e-06
Position 318: 2.389731600081423e-06
Position 1526: 2.3109991495744613e-06
Position 380: 2.0521876541731652e-06
Position 723: 1.927638371643466e-06
Position 762: 9.4522477643015e-07
Position 729: 6.502749482979469e-07
Position 218: 5.107329111142126e-07
Position 177: 4.806954942103605e-07
Position 696: 3.371918065680936e-07
Position 179: 2.846223452756308e-07
Position 356: 1.0872626394277482e-07
Position 905: 1.0748762644579975e-07
Position 796: 7.510226687326748e-08
Position 221: 4.616035097953925e-08
Position 765: 4.5983115397893465e-08
Position 899: 2.9742916451048148e-08
Position 902: 1.5326816662334028e-08
Position 428: 1.5145952731425335e-08
Position 384: 8.332733288527091e-09
Position 182: 4.8580773097084925e-09
Position 386: 1.2469422794360029e-09
Position 401: 6.853787638969789e-10
Position 320: 7.018613073823345e-11
Position 365: 5.6376266185990494e-11
Position 983: 1.4060769146608774e-11
Position 395: 1.2993842466840181e-11
Position 230: 5.146527788212684e-12
Position 236: 3.77176831943656e-12
Position 437: 2.1017064276917825e-12
Position 228: 9.95384500018596e-13
Position 245: 1.5421944360245695e-20
Position 249: 2.9141579521125e-23
