Gene = MESR3
index = 1265
Annotated 5SS: [  469 14519 32372]
Annotated 3SS: [14486 32341 42952]
SMsplice 5SS: [469]
SMsplice 3SS: [42952]
top_k =  500
Partition function (log Z): -27.766372170611433

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9999999997926068
Position 11865: 4.3298747978058165e-07
Position 607: 2.554882548764502e-07
Position 14129: 6.124726544646274e-10
Position 8195: 2.3228984830545895e-10
Position 7411: 1.775619988210367e-10
Position 463: 1.375930031970031e-10
Position 967: 1.1710157671241087e-10
Position 8533: 5.966291933506768e-11
Position 1219: 5.6637069609956585e-11
Position 7638: 3.6581393906575186e-11
Position 456: 2.0286658043779056e-11
Position 39: 7.45483105452044e-12
Position 473: 7.228743951466622e-12
Position 157: 6.9039575712787925e-12
Position 63: 4.038008381946255e-12
Position 7861: 2.999653165538653e-12
Position 376: 2.9699829330116848e-12
Position 34: 2.8170267155945843e-12
Position 7871: 2.583426131721632e-12
Position 374: 2.502139731080859e-12
Position 370: 2.382602107540328e-12
Position 372: 2.092850141318328e-12
Position 151: 1.6748146350623244e-12
Position 69: 1.541771589005286e-12
Position 380: 1.5096786567636926e-12
Position 174: 1.3870915031964021e-12
Position 789: 1.109876927468314e-12
Position 368: 1.105735071887074e-12
Position 497: 8.111126789704291e-13
Position 92: 6.995235851196772e-13
Position 77: 3.3979789392221697e-13
Position 236: 3.3479201903546984e-13
Position 280: 1.4513803130848597e-13
Position 343: 1.3023826664840934e-13
Position 26: 1.2837568398363238e-13
Position 253: 1.2511867998081284e-13
Position 345: 1.157232828595511e-13
Position 386: 1.1324763348351611e-13
Position 389: 1.0664126958019676e-13
Position 95: 1.0491194934758698e-13
Position 51: 8.656932411737996e-14
Position 82: 4.72356761197422e-14
Position 383: 4.280069722829017e-14
Position 161: 3.257152864015576e-14
Position 378: 3.053374903758852e-14
Position 586: 2.4129529781533192e-14
Position 4281: 1.8408026066130985e-14
Position 591: 1.470063492484928e-14
Position 599: 1.2850415889022052e-14
Position 435: 9.979676139020727e-15
Position 594: 8.074833777714064e-15
Position 333: 4.157839699753024e-15
Position 56: 3.9888584732530464e-15
Position 4635: 3.793746683510567e-15
Position 738: 2.280748188386189e-15
Position 159: 1.9685649562956556e-15
Position 748: 1.8464611039748802e-15
Position 4515: 1.8155159295765445e-15
Position 4321: 1.189900577757047e-15
Position 978: 1.1081429876919817e-15
Position 4103: 6.587010172479804e-16
Position 1636: 5.309817714894587e-16
Position 956: 3.738790134950402e-16
Position 3165: 3.5016550517151187e-16
Position 2429: 2.784850737856713e-16
Position 561: 2.1273477946279685e-16
Position 2136: 1.8868608735007593e-16
Position 1233: 1.6337201178738436e-16
Position 1265: 8.607211685840896e-17
Position 2138: 6.995906310743552e-17
Position 2209: 3.880883999000508e-17
Position 2422: 2.6805744177615468e-17
Position 1629: 2.0216727977664408e-17
Position 1094: 1.5858508615737628e-17
Position 1840: 1.576543741031758e-17
Position 1488: 1.334531100348448e-17
Position 1201: 8.171726884976718e-18
Position 769: 8.939744040642256e-19
Position 1359: 6.491575710676004e-19
Position 1963: 6.337871088887983e-19
Position 1333: 5.618554223330475e-19
Position 1787: 4.070170243875676e-19
Position 1209: 2.253843278190417e-19
Position 1223: 1.8972241395139117e-19
Position 1330: 1.7798673211831175e-19
Position 1275: 1.6985858129427657e-19
Position 1245: 1.6743192115381742e-19
Position 1853: 1.6358908805235193e-19
Position 897: 1.6059085380362712e-19
Position 1285: 1.484890289544008e-19
Position 650: 1.3387083827946759e-19
Position 783: 1.2701658833571968e-19
Position 1239: 6.227275688178759e-20
Position 1308: 5.77415522490071e-20
Position 1353: 5.762801946333212e-20
Position 1109: 4.978454908433157e-20
Position 1075: 3.149286363860922e-20
Position 757: 1.7247190793189996e-20
Position 919: 3.894090552099157e-21
Position 702: 7.182233530308165e-22
Position 349: 1.1616432881211358e-22
Position 347: 1.2614831553039187e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 32341: 0.9999936488466331
Position 21293: 3.0824866960906115e-06
Position 22788: 2.1018459980847064e-06
Position 22002: 7.085184726481468e-07
Position 21065: 3.308014720472198e-07
Position 11659: 2.64241259518453e-07
Position 518: 2.4031418864814507e-07
Position 11788: 8.020345271372459e-08
Position 11635: 6.976456416791615e-08
Position 19960: 5.642810749670706e-08
Position 19657: 4.2262288394361286e-08
