Gene = CNMa
index = 1044
Annotated 5SS: [ 879 3540 3930 4107]
Annotated 3SS: [3344 3619 4094 4172]
SMsplice 5SS: [ 879 3540 3930]
SMsplice 3SS: [3344 3619 4172]
top_k =  500
Partition function (log Z): -4.897532075387799

Sorted 5' Splice Sites (High to Low Probability):
Position 879: 0.9885321154249659
Position 3930: 0.8888177930924046
Position 3540: 0.7234015907396125
Position 4107: 0.15283675356914242
Position 1261: 0.0936455849684126
Position 1474: 0.05538721916799526
Position 3563: 0.04320749390564656
Position 3210: 0.027431512097453502
Position 49: 0.015197362862897608
Position 2412: 0.009919567486153247
Position 1760: 0.009079335104173126
Position 3878: 0.008839972104708625
Position 249: 0.007513165477805989
Position 617: 0.007099737382810006
Position 263: 0.005298711935981537
Position 294: 0.00486191112407919
Position 3934: 0.004549613350422435
Position 2290: 0.004256506057123627
Position 3957: 0.004214260820024017
Position 18: 0.0029841732221513434
Position 4258: 0.0029591690323653233
Position 3566: 0.002883183367376595
Position 1363: 0.0019954219774937763
Position 3835: 0.001889418396084522
Position 1722: 0.0016486372556299958
Position 2377: 0.001362074595297871
Position 46: 0.0012902118551127658
Position 2212: 0.0011304356082355864
Position 3009: 0.0010447532475802285
Position 32: 0.0008593365379961549
Position 3536: 0.0007171931987898024
Position 1119: 0.0006331812820679136
Position 2541: 0.0006099192381308258
Position 3928: 0.0005328256063380375
Position 62: 0.00047414102105182584
Position 3937: 0.0004563780736357967
Position 4536: 0.00029811409526602785
Position 749: 0.00027992819242022535
Position 504: 0.00011252321190883895
Position 500: 8.272379578702631e-05
Position 239: 7.998878097159168e-05
Position 1268: 7.959397605890495e-05
Position 426: 7.273900287672784e-05
Position 887: 6.284222160379115e-05
Position 883: 4.7583391488065e-05
Position 306: 3.766194724506879e-05
Position 4375: 3.534151677571248e-05
Position 741: 3.490711298525535e-05
Position 919: 3.0317385712081664e-05
Position 120: 2.669295493235703e-05
Position 1864: 2.5844632069397996e-05
Position 4295: 2.4342218255126505e-05
Position 1095: 2.376636786174033e-05
Position 543: 2.0861392134132073e-05
Position 1006: 1.887651772974803e-05
Position 1271: 1.7614832937061976e-05
Position 767: 1.7583419295767026e-05
Position 324: 1.7530014900880334e-05
Position 2372: 1.2235783527068561e-05
Position 497: 1.2202165333217567e-05
Position 994: 1.1433162733490326e-05
Position 1246: 1.1203720390730344e-05
Position 243: 1.1099551587353607e-05
Position 267: 1.0451306902894239e-05
Position 1860: 1.0436760468232194e-05
Position 760: 8.858757952798002e-06
Position 4422: 8.529767444341284e-06
Position 1672: 7.967484850140917e-06
Position 1748: 7.519431818353358e-06
Position 937: 6.504697963847111e-06
Position 863: 5.86257367330157e-06
Position 684: 4.3545208984375744e-06
Position 489: 4.171030371881315e-06
Position 547: 3.6459330464283064e-06
Position 289: 3.5641569843422216e-06
Position 1618: 3.346703192211105e-06
Position 371: 3.209026276660917e-06
Position 689: 2.1909748922472445e-06
Position 846: 1.2405264429005091e-06
Position 1854: 8.877911689093973e-07
Position 1581: 6.897236005342687e-07
Position 1519: 5.23592836973613e-07
Position 1182: 4.83921963530128e-07
Position 785: 4.484698026253662e-07
Position 1367: 2.6502915801737127e-07
Position 1427: 2.4806792318137136e-07
Position 112: 2.375260815805452e-07
Position 1057: 7.338527900851857e-08
Position 3764: 4.4458468991053626e-08
Position 778: 5.253165986671368e-10
Position 820: 3.434814106860239e-10
Position 818: 2.264036775549651e-11
Position 171: 2.0354802333271957e-11
Position 840: 1.0447559667102148e-11
Position 856: 1.0235436168810244e-11
Position 188: 8.202081911379544e-12
Position 590: 7.283081427181785e-12
Position 772: 6.128969083318154e-12
Position 107: 4.53261046494748e-12
Position 377: 2.9148656536057716e-12
Position 179: 2.2908545144370593e-12
Position 507: 3.809188428416066e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4172: 0.9528230601682606
Position 3619: 0.7620389466010836
Position 3344: 0.7614685874316851
Position 4094: 0.115898304089187
Position 3622: 0.1002765934741632
Position 959: 0.09761290182146891
Position 2583: 0.04166077393327922
Position 1172: 0.03843294755123413
Position 1023: 0.034452459406103475
Position 1043: 0.02557403726794763
Position 3230: 0.02192473388244654
Position 2593: 0.021079643799361468
Position 107: 0.017156346998101177
Position 1333: 0.012359062050428376
Position 4019: 0.011733546622179186
Position 3111: 0.009443849140095498
Position 937: 0.007316917159169403
Position 371: 0.004872719246968934
Position 684: 0.003951126297965276
Position 1777: 0.0039444237969306324
Position 4323: 0.003150733985854628
Position 3592: 0.00296184722413281
Position 2682: 0.0029112321594929494
Position 83: 0.002387055868699403
Position 1916: 0.002181119332073333
Position 4129: 0.0016366704297282816
Position 4195: 0.0016304532906524216
Position 3801: 0.0013261609821797777
Position 754: 0.0013204834332414166
Position 697: 0.0011769594519877333
Position 741: 0.0011184905816614195
Position 3748: 0.0010088987431571578
Position 2970: 0.0009920430212120364
Position 4630: 0.0008532579001672313
Position 1395: 0.0008423562392874829
Position 1519: 0.0008052463986475798
Position 1197: 0.0007336068542364541
Position 115: 0.0007162417019271222
Position 804: 0.000706964940717796
Position 1116: 0.000652931458702603
Position 778: 0.0006400728752310696
Position 1668: 0.0005745436031523405
Position 1807: 0.0005150855283296103
Position 1314: 0.0005138373613343824
Position 4398: 0.00036206791600422195
Position 4344: 0.00030353503367046156
Position 1585: 0.00027285598189255686
Position 4135: 0.0002555204363695045
Position 672: 0.00023234379761117026
