Gene = Ero1L
index = 1155
Annotated 5SS: [ 389 1074 2507 2873]
Annotated 3SS: [ 809 1820 2563 2933]
SMsplice 5SS: [ 389 1074 2507 2873]
SMsplice 3SS: [ 809 1820 2563 2933]
top_k =  500
Partition function (log Z): 10.524761265443264

Sorted 5' Splice Sites (High to Low Probability):
Position 2873: 0.9992350923358649
Position 2507: 0.9910675667325617
Position 389: 0.9528845367079016
Position 1074: 0.9451262336427486
Position 2003: 0.0982200587949073
Position 15: 0.07074500456342428
Position 424: 0.036876147832598676
Position 42: 0.03673655520112451
Position 1086: 0.031830457240721324
Position 2298: 0.031761836341214954
Position 2033: 0.015008370276143074
Position 1519: 0.008372762130676021
Position 570: 0.006234690220257677
Position 3048: 0.006229657703165657
Position 2163: 0.005289141675569441
Position 2469: 0.004945420165921415
Position 2341: 0.004511550070002804
Position 1321: 0.003600666369498022
Position 1404: 0.0034114842311541013
Position 3116: 0.002647990496502358
Position 393: 0.002533062232008128
Position 648: 0.002291232796800182
Position 1628: 0.002241171193300278
Position 115: 0.00207817175068078
Position 1182: 0.0020756370651425554
Position 2679: 0.0019289553208012749
Position 3145: 0.0016038104444036096
Position 1668: 0.001378455147951587
Position 930: 0.0009365651140842484
Position 2702: 0.0009150359357314639
Position 202: 0.000906934934909736
Position 2693: 0.000868800845122425
Position 2511: 0.0008616943056454757
Position 1301: 0.0008320850862066322
Position 2982: 0.0008277849386185382
Position 852: 0.0008018493768072326
Position 3277: 0.0007735675171876409
Position 2101: 0.0006499069008043284
Position 1539: 0.0006229024504418902
Position 418: 0.0005156378161002239
Position 2306: 0.0004619803743043963
Position 2970: 0.000402376692204032
Position 1258: 0.00039126008395644297
Position 1937: 0.00038547476770449694
Position 3200: 0.00037970887252845555
Position 1575: 0.0003633561775560402
Position 2847: 0.00033773960389163444
Position 720: 0.0003255920895970658
Position 1343: 0.00031605051992684015
Position 1298: 0.00029489966840805335
Position 2347: 0.0002913100940788345
Position 411: 0.0002862001430680167
Position 726: 0.000272772543715773
Position 996: 0.0002648208852688246
Position 786: 0.000258476341663757
Position 2126: 0.00022514300524992305
Position 903: 0.00020126831247390913
Position 131: 0.00018352075686201726
Position 3120: 0.00015996658665437581
Position 3215: 0.00014902692573319823
Position 1067: 0.00012509538996226244
Position 2165: 8.701438911289283e-05
Position 55: 8.572267098142234e-05
Position 553: 7.872559725708884e-05
Position 673: 7.811541097614097e-05
Position 1282: 7.378620318550483e-05
Position 1682: 7.223630964897701e-05
Position 2492: 6.93318959644226e-05
Position 1523: 6.731543300852238e-05
Position 214: 6.624146809421594e-05
Position 596: 6.566548899924094e-05
Position 1103: 5.1986637404246145e-05
Position 2648: 4.005604254155784e-05
Position 574: 3.880038383283926e-05
Position 2731: 3.835272730064489e-05
Position 2499: 3.72725912605075e-05
Position 2877: 3.1560778888515685e-05
Position 843: 2.2114558157353445e-05
Position 3170: 2.182729784876854e-05
Position 731: 2.10528876526686e-05
Position 760: 1.5097916631313866e-05
Position 3102: 1.345665620469601e-05
Position 159: 1.1514404477028763e-05
Position 3268: 6.542829425322511e-06
Position 263: 5.065431685123609e-06
Position 2602: 4.725215579568461e-06
Position 2864: 4.68054221729036e-06
Position 895: 4.392607027788664e-06
Position 639: 4.362325967303995e-06
Position 2786: 3.4981227358264988e-06
Position 293: 3.250806462056143e-06
Position 3281: 2.4720708010165196e-06
Position 3315: 1.880373705529605e-06
Position 21: 1.874193229590202e-06
Position 277: 1.7361291949928556e-06
Position 3290: 1.580018897032351e-06
Position 2945: 1.5359230672557761e-06
Position 622: 1.3990783214212247e-06
Position 1461: 1.3944351685765135e-06
Position 90: 9.60917317682031e-07
Position 2789: 8.892379438398777e-07
Position 976: 8.866832118549079e-07
Position 3078: 7.285976682765302e-07
Position 3299: 6.941325356232245e-07
Position 19: 3.535403735553646e-07
Position 3311: 1.702080334165163e-07
Position 296: 1.507313080831866e-07
Position 482: 3.311723404302487e-08
Position 461: 3.0198728244670057e-08
Position 302: 1.7657350636593802e-08
Position 577: 1.453494028967585e-08
Position 610: 1.0044121113182748e-09
Position 2624: 1.1075436334847223e-10
Position 2974: 3.44550974936931e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2933: 0.991172394398551
Position 2563: 0.9899837280987029
Position 1820: 0.8053931427473269
Position 809: 0.6181629091071121
Position 893: 0.299717541895833
Position 2388: 0.2561447909200391
Position 114: 0.09624292862462791
Position 1181: 0.05425382936131068
Position 527: 0.020597575480963103
Position 2215: 0.01689519238853731
Position 639: 0.01609427017318015
Position 929: 0.015932528440927123
Position 2279: 0.00940063708672139
Position 268: 0.00845960919815904
Position 2945: 0.008332876713702931
Position 3116: 0.00620825179987572
Position 446: 0.005847901914209147
Position 2550: 0.005561434527205211
Position 835: 0.005475800582778761
Position 1709: 0.004803617084212075
Position 720: 0.004569582470715051
Position 3192: 0.0034719169962204744
Position 1633: 0.003382710965603651
Position 2757: 0.003344156735832252
Position 1614: 0.0032408852232821547
Position 1470: 0.003218564078166875
Position 1533: 0.0022461904338335896
Position 2253: 0.0022251888417594004
Position 2744: 0.0019474772667576576
Position 1753: 0.0019204410457927328
Position 1582: 0.001704541610487205
Position 2271: 0.0014627027674423089
Position 2323: 0.0014611816274498922
Position 3260: 0.001374811991674744
Position 995: 0.0012956732589012457
Position 1387: 0.0012818362390868453
Position 1390: 0.0011553511874736553
Position 3208: 0.001147475378892237
Position 1219: 0.0011249545257005417
Position 970: 0.0008685929011441668
Position 3360: 0.0007804498926418312
Position 479: 0.0007583487621576067
Position 1536: 0.0007577582218845728
Position 2624: 0.0007355665473661669
Position 2177: 0.0006133251444530592
Position 202: 0.0005613758087279318
Position 731: 0.0005146490409400126
Position 208: 0.0004781361155192699
Position 2303: 0.00042736544755503196
Position 540: 0.00031541880291512326
Position 2433: 0.0002889522046315889
Position 1664: 0.00028044166101986784
Position 482: 0.0002759777145853782
Position 2408: 0.0002575976031215946
Position 149: 0.00025065638222356186
Position 3044: 0.0002459448970198238
Position 2602: 0.00024410574987334898
Position 302: 0.00023908527163091952
Position 2630: 0.0002200840284855738
Position 815: 0.00021730440496741955
Position 1689: 0.00021141081224846243
Position 738: 0.00020559792910156073
Position 570: 0.00020529604589361434
Position 214: 0.00018458527213326652
Position 226: 0.00014290296002193967
Position 2762: 0.00011340431083479443
Position 644: 9.963529757585736e-05
Position 622: 9.942679246900754e-05
Position 2994: 7.571362990863689e-05
Position 944: 7.279817797224733e-05
Position 1497: 5.2068682143224404e-05
Position 2075: 4.800084055321179e-05
Position 1879: 4.5805900988689824e-05
Position 748: 4.3524490114464765e-05
Position 347: 4.099777683713977e-05
Position 3285: 3.938608137779465e-05
Position 1508: 3.6720546262310994e-05
Position 2048: 3.193720349827009e-05
Position 2642: 2.9975658324642453e-05
Position 577: 2.931213336350544e-05
Position 1404: 2.6778803338841612e-05
Position 2682: 2.369333298555855e-05
Position 591: 2.095323477963214e-05
Position 1538: 1.714812535232644e-05
Position 3375: 1.6510233566722054e-05
Position 168: 1.5280854309239493e-05
Position 3290: 1.0389075779013652e-05
Position 2759: 1.001463500871402e-05
Position 3337: 9.56457800844129e-06
Position 2648: 8.409266750963044e-06
Position 947: 8.395414800487544e-06
Position 3308: 7.245350089897474e-06
Position 2782: 5.224791240919443e-06
Position 3281: 4.816069154005942e-06
Position 3133: 3.886130372932132e-06
Position 2798: 2.8546204912486855e-06
Position 3311: 2.519391869449738e-06
Position 3138: 2.125620441376565e-06
Position 2827: 2.104448769529398e-06
Position 270: 1.3381286185765332e-06
Position 3267: 7.736311873029692e-07
Position 895: 2.5196594019907587e-07
Position 596: 1.682304665162764e-07
Position 418: 1.5058625389411754e-07
Position 335: 1.1275520772586061e-07
Position 1037: 7.897437507818543e-08
Position 1028: 5.8163215561301644e-08
Position 3154: 2.994982034367456e-09
Position 183: 1.3922732835815152e-09
Position 358: 6.824047626475068e-10
Position 369: 4.678358985583842e-10
Position 388: 1.4204405182630075e-11
Position 364: 1.087941127817002e-12
