Gene = lilli
index = 1758
Annotated 5SS: [  650  4988 59864 61507 62102 62217 65183 65454 65628 65877 66099]
Annotated 3SS: [ 3744 59100 60779 61679 62159 62275 65261 65540 65710 65947 66159]
SMsplice 5SS: [  650  4988 60730 60926 62102 62217 65183 65454 65628 65877 66099]
SMsplice 3SS: [ 4447 60517 60779 61679 62159 62275 65261 65540 65710 65947 66159]
top_k =  500
Partition function (log Z): -49.00997345263548

Sorted 5' Splice Sites (High to Low Probability):
Position 4988: 0.9999999998246273
Position 39075: 0.8108038520303414
Position 650: 0.5979642160581583
Position 532: 0.10272794148734567
Position 326: 0.07523269545235962
Position 320: 0.07094270467901508
Position 314: 0.051099216088750454
Position 351: 0.04469010537787361
Position 205: 0.031319650701276014
Position 308: 0.00377191472398126
Position 304: 0.0035905923137866144
Position 1008: 0.003358989396889663
Position 1066: 0.003193208547859475
Position 536: 0.003182478307551211
Position 1004: 0.003150713580826454
Position 943: 0.002790103919156169
Position 542: 0.0020499421105918724
Position 696: 0.0009355287953370297
Position 21477: 7.163293699226467e-09
Position 4106: 2.0934657973691985e-09
Position 4795: 1.2956284990050683e-09
Position 4291: 5.864838980233506e-10
Position 3938: 2.3161652947991936e-10
Position 2389: 1.2108910090248196e-10
Position 5305: 1.1260557325428396e-10
Position 5841: 9.586157168179808e-11
Position 2670: 5.023935450984411e-11
Position 21473: 4.978175696134532e-11
Position 2311: 3.616441151963011e-11
Position 403: 3.1025152939833876e-11
Position 1419: 2.5087510936173398e-11
Position 13195: 1.6258325219251404e-11
Position 530: 2.010138123730227e-12
Position 300: 1.4179082278095258e-12
Position 285: 1.4103421402892365e-12
Position 260: 1.252685648405987e-12
Position 107: 1.195375336201353e-12
Position 264: 8.236921398259137e-13
Position 268: 7.368947842848161e-13
Position 172: 6.022833142480753e-13
Position 330: 5.737451106851434e-13
Position 345: 5.136559005758504e-13
Position 1012: 3.766358304459921e-13
Position 550: 3.1137511438634185e-13
Position 1016: 2.8301905448068637e-13
Position 58: 2.539951008797183e-13
Position 149: 2.4461784166449647e-13
Position 355: 2.3280655188086207e-13
Position 256: 2.118003418959689e-13
Position 548: 2.0358476954794515e-13
Position 276: 1.9875856530547537e-13
Position 1014: 1.8731564856641673e-13
Position 324: 1.7002378507704251e-13
Position 1018: 1.6889909653706027e-13
Position 1475: 1.459286202570355e-13
Position 254: 1.3339781902572738e-13
Position 302: 1.2404832186162781e-13
Position 8: 1.150775452271691e-13
Position 318: 1.1441701109812922e-13
Position 1020: 9.446593767145855e-14
Position 272: 9.236270810604111e-14
Position 446: 9.041402228638867e-14
Position 1416: 6.434020296971745e-14
Position 1032: 5.592260499912737e-14
Position 1022: 4.8264924603629364e-14
Position 560: 3.802184041468243e-14
Position 1436: 3.1823901360084056e-14
Position 292: 2.993674841781093e-14
Position 6: 1.067294899710137e-14
Position 1002: 9.728548529133212e-15
Position 673: 5.266301071513579e-15
Position 312: 2.0119941140323475e-15
Position 12547: 1.8339300369020933e-15
Position 654: 1.6043406968725302e-15
Position 7225: 1.3810277060282617e-15
Position 12114: 1.3197626520080333e-15
Position 248: 8.81235445082355e-16
Position 278: 5.899713742698046e-16
Position 258: 4.3766195405678686e-16
Position 219: 1.5603817009711719e-16
Position 10347: 7.075115697539081e-17
Position 6143: 3.649354104929108e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 38984: 0.9999976550574412
Position 39138: 0.8108038520303414
Position 4447: 0.6519706182106066
Position 4871: 0.2035676930511776
Position 4749: 0.06605492245240123
Position 4520: 0.0204071572837609
Position 3744: 0.018277632977951118
Position 4831: 0.009631169775547462
Position 4488: 0.008065095253202113
Position 4467: 0.006814439285020971
Position 4666: 0.005859074093825988
Position 4717: 0.00360186897417231
Position 4241: 0.0016788120031129622
Position 4592: 0.0013566636715170504
Position 3995: 0.0011630028337452063
Position 4207: 0.0007775126494083291
Position 3879: 0.0002869678231250303
Position 1934: 0.0002592135098898728
Position 3637: 0.00022816020738916984
Position 29762: 2.311319872980211e-06
Position 25530: 2.9618970677110156e-08
Position 21146: 8.910557645433404e-09
