Gene = eIF3i
index = 1685
Annotated 5SS: [ 85 752]
Annotated 3SS: [261 806]
SMsplice 5SS: [ 85 752]
SMsplice 3SS: [261 806]
top_k =  500
Partition function (log Z): -2.5100915736584115

Sorted 5' Splice Sites (High to Low Probability):
Position 752: 0.9962436997145029
Position 85: 0.5358488737212629
Position 452: 0.06974266555261498
Position 171: 0.05405114452368606
Position 179: 0.011878239689722998
Position 131: 0.010911200710377503
Position 473: 0.009334665326869357
Position 173: 0.006320398928738768
Position 184: 0.0028486358117367403
Position 504: 0.0026810591373485574
Position 1082: 0.002430965122197697
Position 15: 0.0021101223511783753
Position 1111: 0.001969267981651621
Position 96: 0.0018480208584256846
Position 182: 0.0014195021335057128
Position 544: 0.0009723264754501332
Position 843: 0.0009146380037527656
Position 416: 0.0008424703557383991
Position 111: 0.0008415113369706279
Position 1244: 0.0007853476183962262
Position 925: 0.00038771231973182686
Position 857: 0.00032766606437037844
Position 756: 0.0002592939906822304
Position 961: 0.0002499145140836657
Position 1013: 0.00024660225739288664
Position 31: 0.0002343650312052258
Position 369: 0.0001434039542290312
Position 514: 0.00013149969612009425
Position 227: 0.00012254715488379451
Position 904: 0.00011681767550383454
Position 426: 0.00011142913443181635
Position 421: 7.914141327309907e-05
Position 725: 6.937838637687797e-05
Position 1266: 6.914394432846166e-05
Position 13: 5.3874349682266676e-05
Position 1316: 4.7501465833879634e-05
Position 617: 3.545165554621356e-05
Position 849: 3.513175201673479e-05
Position 25: 3.490495357357164e-05
Position 720: 3.319457009375806e-05
Position 364: 2.9942734321803758e-05
Position 717: 2.770153386087528e-05
Position 241: 2.6480715009225056e-05
Position 49: 2.4215830165716082e-05
Position 89: 2.123841301249883e-05
Position 263: 2.0715607220319752e-05
Position 1305: 1.6511760448757582e-05
Position 499: 1.5997209016222657e-05
Position 1291: 7.948239315495818e-06
Position 1294: 7.6074001723141505e-06
Position 1308: 7.4886383124899465e-06
Position 290: 6.993784916065282e-06
Position 18: 5.6450419955098555e-06
Position 1298: 5.271093064358017e-06
Position 1093: 5.012822321520618e-06
Position 982: 4.528021577190745e-06
Position 1215: 4.298686545018734e-06
Position 711: 4.155578060790949e-06
Position 537: 4.064329545806935e-06
Position 624: 3.663021935106123e-06
Position 1239: 3.2239553471268795e-06
Position 309: 2.5390268445906714e-06
Position 1008: 2.438115812829268e-06
Position 1065: 2.177266695573452e-06
Position 929: 2.1063111533210337e-06
Position 366: 1.6273404112665742e-06
Position 34: 1.5941131527137434e-06
Position 251: 1.0674680419930288e-06
Position 267: 2.757538089501757e-08
Position 758: 1.0114314881635351e-08
Position 699: 7.448042679766494e-09
Position 860: 5.646134264360097e-09
Position 807: 5.362785442087778e-09
Position 973: 5.091504248278083e-09
Position 1052: 2.972524934669488e-09
Position 637: 1.768542094760151e-09
Position 797: 8.968791322207769e-10
Position 436: 4.694116556403155e-10
Position 657: 2.6375914875148374e-10
Position 660: 1.8398792826432078e-10
Position 389: 1.1416409723079134e-10
Position 407: 2.0739294816310487e-11
Position 786: 2.0822215045231177e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 806: 0.9967497314097649
Position 261: 0.5892698544645032
Position 537: 0.04438919706441625
Position 140: 0.020686302135906307
Position 669: 0.016627013092657614
Position 579: 0.013736382555523086
Position 279: 0.008448705389716317
Position 583: 0.005799429588498433
Position 1188: 0.005575393244833363
Position 348: 0.0026866948935440325
Position 309: 0.0019272660211327296
Position 171: 0.0015269128004987257
Position 554: 0.0013464572411785972
Position 215: 0.00102637767798923
Position 563: 0.0010245260278162745
Position 904: 0.0009979890283444857
Position 612: 0.0007102579500307325
Position 856: 0.0006964649543737083
Position 504: 0.0006664313955565927
Position 847: 0.0005645904919702156
Position 1377: 0.0005110357661649526
Position 882: 0.0003893404202777478
Position 1308: 0.00034286142287916145
Position 601: 0.0002580145085659686
Position 414: 0.00012589112133036377
Position 991: 0.00011982250120181701
Position 489: 0.0001172393638776981
Position 1032: 0.00011364430476194784
Position 973: 9.001020789256095e-05
Position 666: 8.448800062565354e-05
Position 1325: 8.198692185864812e-05
Position 1294: 5.219153314255174e-05
Position 614: 5.215541600377446e-05
Position 1305: 4.508659108453009e-05
Position 354: 3.564158110351004e-05
Position 943: 2.9613963109551945e-05
Position 1165: 2.3514674518328442e-05
Position 1319: 2.1935000818954638e-05
Position 1013: 1.6773364535437508e-05
Position 357: 1.5827309767233368e-05
Position 1070: 1.2810188606257695e-05
Position 321: 9.907689897946309e-06
Position 1144: 8.647775950780049e-06
Position 1147: 8.002589126986744e-06
Position 1316: 7.720058950356892e-06
Position 1255: 5.337648844883687e-06
Position 672: 4.4186403288856976e-06
Position 179: 3.143784595526787e-06
Position 1102: 2.9743643890125413e-06
Position 913: 2.856196675378772e-06
Position 1399: 1.0651803640988442e-06
Position 111: 9.520257614000039e-08
Position 385: 1.6400295082376935e-08
Position 288: 3.098812285470232e-09
Position 447: 1.4048275962259046e-09
