Gene = Atac3
index = 34
Annotated 5SS: [ 447  858 1126 1289 1571 1960 2113 2238]
Annotated 3SS: [ 503  912 1267 1452 1633 2017 2167 2297]
SMsplice 5SS: [ 194  664  858 1126 1571 1960 2113 2238]
SMsplice 3SS: [ 314  728  912 1452 1633 2050 2167 2297]
top_k =  500
Partition function (log Z): 17.925923292889244

Sorted 5' Splice Sites (High to Low Probability):
Position 1571: 0.9984373602375338
Position 858: 0.9963725791539922
Position 1126: 0.9839292328612809
Position 1960: 0.9731570709395914
Position 2238: 0.894379729406273
Position 664: 0.8438003554036267
Position 194: 0.8406616082791774
Position 2113: 0.7148919448508367
Position 447: 0.36998287544593206
Position 2779: 0.2177906176274673
Position 245: 0.03968521764318465
Position 36: 0.019431013233303304
Position 2793: 0.015463867333468127
Position 1100: 0.014241039409263336
Position 459: 0.006966764162731175
Position 1289: 0.004968690653482726
Position 76: 0.002933627579609252
Position 299: 0.002325964339510293
Position 59: 0.001970808730716626
Position 470: 0.0016307174616278614
Position 1696: 0.0015186258112759895
Position 543: 0.0014318070114831016
Position 2430: 0.0009652143208121231
Position 1316: 0.0005536387203014006
Position 1379: 0.0005447274083272559
Position 833: 0.0005423856849504534
Position 1992: 0.0005024441980067898
Position 198: 0.00028019457953485944
Position 1974: 0.0002624823809587674
Position 2756: 0.00023361920279689707
Position 840: 0.00017747667099339234
Position 1130: 0.00017563326036490565
Position 2493: 0.0001627315777402285
Position 1979: 0.00014839525878867563
Position 1309: 0.00014164367616883246
Position 1575: 0.00013914392878213957
Position 759: 0.00013463265916311456
Position 1179: 0.00012289557309606567
Position 17: 0.00011207580176566573
Position 2772: 0.00010800793703566949
Position 2117: 0.00010136723956931493
Position 2413: 9.050498058854774e-05
Position 1855: 7.780624083792299e-05
Position 1107: 5.8709015640887e-05
Position 1498: 4.797727522580635e-05
Position 1527: 4.5132420431965495e-05
Position 1876: 4.256626155934867e-05
Position 810: 4.1153180399480006e-05
Position 2706: 3.606842062674982e-05
Position 2827: 3.5430743774013866e-05
Position 587: 3.4363023989971464e-05
Position 1293: 3.2101725796323354e-05
Position 2562: 3.0611771222563705e-05
Position 2712: 2.9351297736056052e-05
Position 668: 1.8117679600253253e-05
Position 2783: 1.6859498274424632e-05
Position 107: 1.6649878445835156e-05
Position 1531: 1.273426584968697e-05
Position 606: 1.2430502518224282e-05
Position 2252: 1.2179068339717367e-05
Position 2405: 1.1929555523716779e-05
Position 41: 1.0429671373909669e-05
Position 216: 1.0268293927158502e-05
Position 1743: 9.525586445242715e-06
Position 2720: 8.500675459424414e-06
Position 615: 3.2981345568054943e-06
Position 221: 2.2968089071144333e-06
Position 1945: 1.8798325740554597e-06
Position 405: 1.858269021537811e-06
Position 796: 1.772939790684028e-06
Position 375: 1.5182813756511642e-06
Position 400: 1.1694697101038395e-06
Position 1549: 1.0856058793068026e-06
Position 964: 8.71862415114995e-07
Position 1932: 6.121529118366917e-07
Position 1642: 5.559489896363522e-07
Position 2080: 5.038420571400692e-07
Position 2178: 4.318797099795301e-07
Position 1071: 2.3071838329929928e-07
Position 2222: 2.3381587349450078e-09
Position 335: 9.979801987191964e-10
Position 358: 7.948274783073597e-10
Position 337: 6.187132593840991e-10
Position 378: 8.401011090571172e-11
Position 1471: 3.822770922607195e-11
Position 1041: 2.793786034990375e-11
Position 1060: 1.2116836585162404e-11
Position 981: 3.1109583690433736e-12
Position 1510: 2.2779725610020535e-15
Position 325: 4.387404469167273e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 912: 0.997764675620615
Position 1633: 0.9909353561892601
Position 728: 0.8744811165791936
Position 1452: 0.7529879651916327
Position 2167: 0.712606858371051
Position 2050: 0.6401833695905429
Position 314: 0.5601078627391491
Position 2297: 0.45910929908839665
Position 2303: 0.4044437940925462
Position 503: 0.3203210175536924
Position 2017: 0.2628532594506164
Position 1411: 0.23381806937074384
Position 3002: 0.1851566572797175
Position 358: 0.1525539864512901
Position 2012: 0.05964324764395167
Position 264: 0.05766874056038256
Position 335: 0.057221775894439976
Position 513: 0.035573086218576445
Position 274: 0.029655208996917586
Position 2839: 0.02420920368033679
Position 2475: 0.015376299118371945
Position 2320: 0.012270296075714693
Position 123: 0.010965874890248197
Position 2897: 0.010094559622940003
Position 299: 0.009977138800222895
Position 2394: 0.009900404394199888
Position 2832: 0.009805160273240777
Position 1455: 0.009463802282473859
Position 524: 0.006023832600831745
Position 1267: 0.005983076995950055
Position 94: 0.0040559100453973155
Position 2925: 0.0035215846158392645
Position 2972: 0.0034859632092883353
Position 1749: 0.0033985927309462213
Position 1690: 0.0024973949383838992
Position 2070: 0.0020707247010393185
Position 193: 0.0020077075099871064
Position 783: 0.0019770053159010974
Position 1674: 0.0016950593201800267
Position 107: 0.0015669950234594267
Position 578: 0.001425544393703632
Position 1777: 0.0012248838903381881
Position 530: 0.0011645559218945308
Position 370: 0.001110395632488474
Position 1178: 0.0010205471527593769
Position 2327: 0.0009699020231277637
Position 663: 0.000938255804345602
Position 2657: 0.0008912823251340132
Position 1415: 0.0005745943606992052
Position 2089: 0.0005056861719573392
Position 1315: 0.0004935671776920274
Position 419: 0.0004507560862731002
Position 2204: 0.00040968160241180594
Position 981: 0.0003343040498459507
Position 1896: 0.00030802346997134167
Position 701: 0.0002540180639186555
Position 2600: 0.00020920020361076019
Position 2112: 0.0002006217110720841
Position 533: 0.00018567750908658499
Position 1332: 0.00017958158274755608
Position 758: 0.00016451613406540585
Position 1701: 0.00015869244670838387
Position 2346: 0.00015535465817737224
Position 2978: 0.00013462473401020875
Position 2422: 0.00010605894668045219
Position 2453: 0.00010316904045645772
Position 375: 9.22309624965115e-05
Position 1780: 7.865492582400491e-05
Position 393: 7.812397337938455e-05
Position 2343: 7.15778986477934e-05
Position 987: 5.8804315708292626e-05
Position 707: 5.6306373592955196e-05
Position 2228: 4.994417785666641e-05
Position 232: 4.85544660293173e-05
Position 752: 3.919759890324369e-05
Position 1861: 3.6769846214780234e-05
Position 2149: 3.552998033738781e-05
Position 133: 3.4813283715642885e-05
Position 2208: 3.0337546223632837e-05
Position 957: 2.5143263840962475e-05
Position 451: 2.4396735844462062e-05
Position 1555: 2.2755475364022303e-05
Position 991: 2.1813962139309026e-05
Position 2356: 2.149221196762478e-05
Position 1498: 1.8610044667039717e-05
Position 1475: 1.8421669431559308e-05
Position 2413: 1.692163360049415e-05
Position 2444: 1.6280822257076236e-05
Position 1817: 1.4832138472762915e-05
Position 1020: 1.4812950795071808e-05
Position 587: 1.3216872383803377e-05
Position 1522: 1.2262709954579792e-05
Position 1336: 1.09993930483508e-05
Position 1917: 1.0878217266573603e-05
Position 2360: 9.429439241543307e-06
Position 165: 6.795039308772895e-06
Position 1154: 6.670443468825603e-06
Position 2588: 6.592047442789465e-06
Position 1274: 4.685631500049497e-06
Position 1920: 4.373169508465226e-06
Position 1537: 3.603476084767533e-06
Position 1468: 3.1813221083746843e-06
Position 1054: 2.835309702537134e-06
Position 443: 2.4418812051227547e-06
Position 2138: 2.4312433816768812e-06
Position 1289: 2.2911189990119973e-06
Position 1282: 1.3475003988256326e-06
Position 2080: 1.2687213955031937e-06
Position 488: 9.175538989470262e-07
Position 198: 7.37871486922227e-07
Position 1923: 5.543309328979393e-07
Position 204: 1.5469556568218144e-07
Position 2222: 1.109859526194087e-07
Position 1726: 1.0410175421621446e-07
Position 1095: 7.5251989576373e-08
Position 234: 6.643346181476472e-09
