Gene = mTerf3
index = 1783
Annotated 5SS: [819]
Annotated 3SS: [877]
SMsplice 5SS: [819]
SMsplice 3SS: [877]
top_k =  500
Partition function (log Z): -2.529239943989298

Sorted 5' Splice Sites (High to Low Probability):
Position 819: 0.9884839545681208
Position 146: 0.03236330704549963
Position 791: 0.00979581960963966
Position 168: 0.0067049999602990865
Position 521: 0.002792982659603413
Position 404: 0.0022370822307594632
Position 345: 0.0009077317195997625
Position 377: 0.0005831408903489147
Position 630: 0.0004909296466252755
Position 132: 0.0002753209553569302
Position 788: 0.00027423977970125
Position 213: 0.00022488814560742853
Position 303: 0.00021215904683486957
Position 290: 0.0001784323764369474
Position 51: 0.00017630355324152794
Position 676: 0.00017629408173735009
Position 263: 0.000169095615127949
Position 823: 0.00016653592953414883
Position 152: 0.00013175496792608904
Position 332: 7.491570977280243e-05
Position 428: 4.778200146604745e-05
Position 440: 3.7228530392881264e-05
Position 780: 3.532981345375041e-05
Position 621: 3.495345749655789e-05
Position 39: 3.378504529981525e-05
Position 134: 3.3783565927595244e-05
Position 730: 3.0128661666183144e-05
Position 154: 2.8684996306896106e-05
Position 230: 2.7850806022728815e-05
Position 34: 2.2594478707678225e-05
Position 657: 1.786944297367039e-05
Position 660: 9.238573895010145e-06
Position 466: 7.65572643744336e-06
Position 1115: 7.553658393818833e-06
Position 646: 4.740155733760432e-06
Position 614: 4.566906668134913e-06
Position 421: 2.62391033303035e-06
Position 487: 1.7381108216752222e-06
Position 995: 1.604154367864428e-06
Position 1002: 1.4683978394064082e-06
Position 853: 1.1490133029086873e-06
Position 1050: 6.159841942095842e-07
Position 1105: 1.9314425067448025e-07
Position 736: 1.1253675178236806e-07
Position 734: 9.932778391670254e-08
Position 1072: 5.4425761604977606e-08
Position 905: 5.356035964092446e-08
Position 598: 4.433254774207568e-08
Position 1096: 3.097079193166402e-08
Position 892: 2.4018705287075847e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 877: 0.9997159389025028
Position 609: 0.016076057628062808
Position 462: 0.012185768881752343
Position 230: 0.0034121713936081824
Position 313: 0.0025394876515513324
Position 436: 0.002505114878912359
Position 730: 0.0023244686163679568
Position 196: 0.001743928872215239
Position 643: 0.001600077421702337
Position 580: 0.0015383356436612272
Position 687: 0.0006869026929004076
Position 184: 0.0004152178413329071
Position 748: 0.00036755952485121663
Position 218: 0.0002945072513994823
Position 227: 0.00025650943490042826
Position 918: 0.00013626930537246197
Position 324: 0.00012534890806844344
Position 345: 9.650211272768167e-05
Position 942: 8.29996430001559e-05
Position 493: 7.968701768172582e-05
Position 514: 7.705020547998339e-05
Position 385: 6.73582152321046e-05
Position 409: 6.659224981313998e-05
Position 541: 6.190813790103286e-05
Position 543: 5.23221069523673e-05
Position 537: 4.1390869399821295e-05
Position 561: 3.6880093763434767e-05
Position 496: 3.5795741444331196e-05
Position 193: 3.303107890653746e-05
Position 646: 2.802827487846869e-05
Position 751: 1.940466945046993e-05
Position 905: 1.6781598130996627e-05
Position 303: 1.4993059425482734e-05
Position 845: 1.4094922456509874e-05
Position 557: 1.1045040795329427e-05
Position 772: 1.1035234962844296e-05
Position 1169: 7.880732798091046e-06
Position 361: 4.627184322118728e-06
Position 951: 4.259786998387644e-06
Position 475: 4.126928313314769e-06
Position 983: 3.982726666622745e-06
Position 614: 3.7860730227954413e-06
Position 145: 3.514788095598894e-06
Position 689: 3.179980739233974e-06
Position 1072: 3.146115786231494e-06
Position 397: 1.249949340419271e-06
Position 567: 8.759954692784785e-07
Position 519: 6.923223516497923e-07
Position 799: 5.123263123197954e-07
Position 1115: 4.4529908252177357e-07
Position 1045: 4.24057602398978e-07
Position 1156: 1.245476347159422e-07
Position 1022: 2.401504661693787e-08
Position 1151: 2.3276198880359627e-08
Position 256: 1.6968432146555554e-09
Position 149: 1.327955896538157e-09
Position 122: 7.440697098253784e-10
Position 132: 6.655963172057415e-10
Position 332: 4.6054837994943445e-10
Position 371: 5.7835689655126015e-11
Position 152: 1.154069340978781e-11
Position 202: 8.69198978502926e-12
