Gene = Claspin
index = 1079
Annotated 5SS: [1628 1938 2652 4012 4322 4715]
Annotated 3SS: [1689 1988 2709 4068 4378 4776]
SMsplice 5SS: [  83 1628 1938 2652 4012 4322 4715]
SMsplice 3SS: [ 170 1689 1988 2709 4068 4378 4776]
top_k =  500
Partition function (log Z): 17.580891750988673

Sorted 5' Splice Sites (High to Low Probability):
Position 1628: 0.9922831229817018
Position 1938: 0.9918440242546986
Position 4012: 0.9911284509899857
Position 4715: 0.9717139978754027
Position 2652: 0.9375266503149549
Position 4322: 0.8590883677179643
Position 83: 0.6782439616160423
Position 2194: 0.4492784314339743
Position 75: 0.22998487026180017
Position 4940: 0.15483867335120716
Position 4311: 0.12761676284501408
Position 2938: 0.06302768940056326
Position 2972: 0.05649760266208888
Position 3123: 0.04055655820394809
Position 3728: 0.037608881856278954
Position 2750: 0.036892517742220174
Position 110: 0.026481672059281466
Position 4927: 0.024123042969148988
Position 2207: 0.015913431422718016
Position 2248: 0.014293383481033569
Position 81: 0.013061079923688565
Position 411: 0.011408336141561141
Position 87: 0.010850087173340047
Position 103: 0.010580746911495263
Position 3489: 0.00947219500433909
Position 635: 0.009101259399897097
Position 4428: 0.00811484231677498
Position 744: 0.007878915018645235
Position 4016: 0.0072924689646215604
Position 2234: 0.007103567910081998
Position 1897: 0.006476761259689671
Position 2230: 0.006197844122201898
Position 4487: 0.0047459448319573
Position 3096: 0.004714815847826886
Position 473: 0.003854195322647631
Position 2805: 0.003260573308063728
Position 2105: 0.00321264641722281
Position 1619: 0.003070626114898576
Position 2579: 0.002770866504790571
Position 4828: 0.002759309889439346
Position 4221: 0.0023579705149175635
Position 4550: 0.0021644603224890116
Position 1065: 0.0015348935221914028
Position 1478: 0.001410077960153953
Position 1050: 0.0010720288169875232
Position 710: 0.0010144387242596706
Position 2533: 0.0008645779042643814
Position 4872: 0.0005635385142923482
Position 1893: 0.0005387092748760651
Position 581: 0.0005093256572507465
Position 2185: 0.0004903743185982628
Position 1235: 0.00047850091476055564
Position 375: 0.00044094401547771636
Position 916: 0.0003769555453141621
Position 2552: 0.0003736067044256742
Position 2464: 0.00028824182994566857
Position 4660: 0.0002666912929057493
Position 713: 0.0001848263428137166
Position 285: 0.00017716550036101102
Position 1193: 0.00016137348260351024
Position 4957: 0.00014817888401401808
Position 73: 0.00014748569460795982
Position 4851: 0.00011946197645593937
Position 966: 0.00011720458763035495
Position 2365: 9.874853015739773e-05
Position 1622: 8.625295277283567e-05
Position 1362: 8.558817887174532e-05
Position 276: 7.885595828471813e-05
Position 4194: 6.89634768695908e-05
Position 3975: 6.805329786699e-05
Position 4419: 6.69104277323937e-05
Position 766: 6.592782221166855e-05
Position 4178: 6.364705080262709e-05
Position 3937: 5.668251301467136e-05
Position 4334: 4.604818354978809e-05
Position 2656: 4.314854217085154e-05
Position 2383: 3.568208223022183e-05
Position 1942: 3.523496606140568e-05
Position 4406: 3.3862859354249824e-05
Position 295: 3.378821981094999e-05
Position 2107: 2.508289309097431e-05
Position 4264: 1.6685487708952054e-05
Position 2046: 1.5775507017512512e-05
Position 4655: 1.546463109689081e-05
Position 1733: 1.3480346203788375e-05
Position 5022: 1.2686306424839507e-05
Position 1632: 1.073145803420969e-05
Position 5012: 1.0507009035146381e-05
Position 4682: 8.531906791875393e-06
Position 4402: 7.66898765171916e-06
Position 3967: 7.557118587016341e-06
Position 4239: 6.901293048619405e-06
Position 2647: 6.443597863503732e-06
Position 4967: 5.87707257611208e-06
Position 4900: 5.1893961804990506e-06
Position 3750: 4.561724004602157e-06
Position 3501: 4.437315060656588e-06
Position 3764: 4.282007802544591e-06
Position 2927: 4.15525538862124e-06
Position 982: 4.12608092681814e-06
Position 437: 3.887029943298263e-06
Position 3008: 3.3920664710643827e-06
Position 2600: 2.7665032745975143e-06
Position 1154: 2.5414040741147316e-06
Position 2559: 1.9810832555749324e-06
Position 3818: 1.593233109599909e-06
Position 3135: 1.4470235253226924e-06
Position 3596: 1.4397971933899e-06
Position 1114: 1.1855098438553664e-06
Position 4481: 1.178667951631564e-06
Position 3413: 1.1681265036240858e-06
Position 2695: 1.1617935493590175e-06
Position 4100: 1.0693895078529288e-06
Position 3569: 1.0293282864154408e-06
Position 1776: 9.656645072066176e-07
Position 1865: 7.404418961986275e-07
Position 3117: 6.989435472732129e-07
Position 4730: 6.791599704625485e-07
Position 4071: 6.58741865609515e-07
Position 4628: 6.406953052757205e-07
Position 2034: 3.7848418372109563e-07
Position 3432: 3.6275511874640276e-07
Position 2040: 2.6215454409581475e-07
Position 1809: 6.742886329842103e-08
Position 1771: 6.057896875888564e-08
Position 1745: 2.4101600582687687e-08
Position 452: 1.5221100532444543e-08
Position 254: 7.349048781810377e-09
Position 227: 4.2629641524429224e-09
Position 811: 2.8290559217754933e-09
Position 820: 2.3419558938833244e-09
Position 139: 1.3892404887618768e-09
Position 1210: 5.032075421784144e-10
Position 554: 3.5358428896456097e-10
Position 4347: 2.0656699814328973e-10
Position 4554: 1.5109604603935938e-10
Position 156: 1.1399245684029002e-10
Position 4382: 6.233736451153991e-11
Position 2200: 2.9475638807435456e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4068: 0.9998701986453151
Position 1689: 0.9845821291010233
Position 4378: 0.9778861158913374
Position 4776: 0.9675800788935222
Position 170: 0.9632433677174975
Position 1988: 0.9628579359419361
Position 2709: 0.8853285550135224
Position 2360: 0.31790795453703286
Position 3791: 0.2676762746029114
Position 5002: 0.18357262503879626
Position 2254: 0.0714398958472289
Position 2380: 0.06124264264369706
Position 3301: 0.024374896687570757
Position 2578: 0.020141171654665488
Position 3280: 0.015095580902613153
Position 2334: 0.012749442876469558
Position 4381: 0.010782619401256506
Position 1463: 0.007728742665144627
Position 2299: 0.00755143587144372
Position 4601: 0.007252695211675764
Position 2681: 0.0058975564140625715
Position 1722: 0.004497838045489553
Position 139: 0.004428129392899928
Position 2475: 0.004388891854858079
Position 4474: 0.004351969033435502
Position 784: 0.004326805454278145
Position 764: 0.004120825277428872
Position 2821: 0.004072315919824496
Position 2734: 0.0034063145166447315
Position 935: 0.003362168496321166
Position 3191: 0.003277639775097105
Position 1433: 0.003223960453509149
Position 811: 0.003191131991768457
Position 1743: 0.0031689223192734772
Position 1696: 0.002895372350960924
Position 2034: 0.002803903283155703
Position 5006: 0.0027317712585454698
Position 3062: 0.002711981795818096
Position 2518: 0.0021913306337011888
Position 2272: 0.0021292733461566746
Position 488: 0.001697232025652582
Position 1505: 0.0016566035788938768
Position 1701: 0.0015885456785094175
Position 907: 0.0012114778944337815
Position 2383: 0.0011527149749792067
Position 992: 0.001143124633757296
Position 3451: 0.0011259502381381883
Position 3544: 0.0011000194203738243
Position 2365: 0.0009935789072630225
Position 1138: 0.0008587154578798747
Position 691: 0.0008224305802015028
Position 4582: 0.0007994979993325787
Position 3015: 0.0006296359871006538
Position 179: 0.000625457391885726
Position 2878: 0.0006113687018939121
Position 1258: 0.000590011861336241
Position 1785: 0.0005898435052346181
Position 2143: 0.0005620947784626787
Position 2001: 0.0005392349952653001
Position 1534: 0.0005114556966441156
Position 1532: 0.0005069482559196261
Position 4526: 0.000478104350242217
Position 4471: 0.000468718284945054
Position 4519: 0.00046217675406516444
Position 429: 0.0004367002287910162
Position 2338: 0.0004210478408470238
Position 1135: 0.0004199364293039838
Position 5090: 0.00040717640325469454
Position 4785: 0.00037801233041984144
Position 4486: 0.00035798978678157155
Position 3517: 0.00034729614765293564
Position 2317: 0.0003458750041620539
Position 802: 0.0003313937772182655
Position 147: 0.00031834985785448975
Position 2269: 0.0002939762740471836
Position 740: 0.00029057716094536417
Position 2497: 0.00028538528800930047
Position 2481: 0.000282323064750516
Position 2400: 0.0002775378242487598
Position 4579: 0.00027149092900313526
Position 4814: 0.00026649924869901707
Position 4537: 0.00019692519789331597
Position 1189: 0.0001952699852777745
Position 2439: 0.0001909727420789391
Position 4811: 0.00018577675820328433
Position 2443: 0.00017552789127526852
Position 1559: 0.00017313776865915064
Position 2798: 0.00016877107612201856
Position 2242: 0.00016012453739575974
Position 1362: 0.00013861768229281508
Position 3175: 0.00013694991399989132
Position 2340: 0.00013636224540946427
Position 2148: 0.00013258001273344433
Position 2386: 0.0001308422474115577
Position 820: 0.00012856929831935092
Position 1395: 0.00011214161136103917
Position 349: 0.0001094927969817967
Position 3002: 0.00010835918764795873
Position 1339: 0.00010353092781098118
Position 694: 9.959439776826537e-05
Position 790: 9.787064061886522e-05
Position 2104: 9.586607312739207e-05
Position 1740: 9.143395736756645e-05
Position 4540: 9.030014398047922e-05
Position 4419: 8.799045901051515e-05
Position 4495: 8.048628069273067e-05
Position 1114: 7.266574080879114e-05
Position 1538: 7.255480780208322e-05
Position 1410: 7.065370780447667e-05
Position 1796: 7.053539089944319e-05
Position 2050: 7.00382951578289e-05
Position 354: 6.679861959320635e-05
Position 989: 6.592785724122116e-05
Position 832: 6.494117786501009e-05
Position 2314: 6.473488512103852e-05
Position 2014: 6.352958918176388e-05
Position 4087: 6.207987160823002e-05
Position 2459: 6.178556403371732e-05
Position 2017: 5.9394248925127074e-05
Position 2454: 5.6667503874568986e-05
Position 472: 5.368453030578427e-05
Position 514: 5.3241811362312996e-05
Position 877: 5.29985471951883e-05
Position 4913: 5.18795546373675e-05
Position 628: 5.107835300366326e-05
Position 5012: 4.8005505946381496e-05
Position 4543: 4.7755577511258114e-05
Position 4792: 4.7067081641025065e-05
Position 622: 4.385469815711109e-05
Position 4940: 4.1713902551699785e-05
Position 511: 3.9655303629691504e-05
Position 956: 3.79870871927107e-05
Position 2070: 3.704481866248919e-05
Position 1733: 3.4355569985839234e-05
Position 710: 3.3320223936150466e-05
Position 4492: 3.0763814327067587e-05
Position 2464: 2.928048735464257e-05
Position 538: 2.870671220390348e-05
Position 2164: 2.416495977077029e-05
Position 5105: 2.3423920383439285e-05
Position 4347: 2.2969240167682657e-05
Position 880: 2.2934979045848205e-05
Position 1705: 2.2263504096985837e-05
Position 2095: 1.9754633408287034e-05
Position 1817: 1.9424416943904914e-05
Position 532: 1.8648628902901173e-05
Position 1596: 1.5250269829587793e-05
Position 535: 1.3993995815364767e-05
Position 185: 1.2281104674722527e-05
Position 459: 1.1619700809319966e-05
Position 565: 1.1247482317228141e-05
Position 724: 1.0826722083209162e-05
Position 829: 1.0255670350290528e-05
Position 1012: 1.0220390442325122e-05
Position 4851: 9.634569191030849e-06
Position 835: 8.680943286348047e-06
Position 4613: 7.641077832181259e-06
Position 202: 7.083722339020742e-06
Position 2046: 6.739889618553397e-06
Position 4660: 6.541840197466237e-06
Position 4842: 6.322282607381876e-06
Position 306: 5.958995105955373e-06
Position 4664: 4.9824246409516165e-06
Position 4130: 4.787328357473455e-06
Position 4534: 3.1805606670569717e-06
Position 4108: 3.109789153116065e-06
Position 1961: 1.652588247248792e-06
Position 1880: 1.3161863212955057e-06
Position 2177: 3.722179140432494e-07
Position 2058: 3.683707488053764e-07
Position 223: 5.7462091894465755e-08
Position 2154: 5.730461455077875e-08
Position 2077: 3.8680540417257634e-08
Position 469: 2.9796514864701452e-08
Position 2055: 2.3921323899017728e-08
Position 631: 2.135809838513734e-08
Position 2166: 2.1280464074488565e-08
Position 589: 2.0266289918339e-08
Position 334: 1.7296479829107052e-08
Position 561: 1.104054766435134e-08
Position 328: 1.0596456186786035e-08
Position 508: 1.0527385240637844e-08
Position 653: 9.33461180200264e-09
Position 285: 6.298108185072753e-09
Position 433: 3.040715358481384e-09
Position 526: 2.652464305327031e-09
Position 283: 2.179455235683825e-09
Position 156: 1.556967003145957e-09
Position 197: 5.013342407781847e-10
Position 266: 4.74784953650807e-10
Position 242: 1.6952556673266444e-10
Position 311: 1.3855173118940906e-10
Position 250: 7.903266931577195e-11
Position 375: 5.302944185056166e-11
Position 363: 4.581554382291109e-11
Position 199: 2.5967984545762444e-11
Position 382: 2.4883001612688078e-11
Position 317: 8.081344066038366e-12
Position 403: 2.7066926459454833e-12
Position 385: 1.7498849037555159e-13
Position 247: 1.3802897006508827e-14
Position 238: 1.2637753274781343e-16
