Gene = Tgi
index = 1558
Annotated 5SS: [ 9350 14418]
Annotated 3SS: [14102 14485]
SMsplice 5SS: [  211   934 14418]
SMsplice 3SS: [  765 14102 14485]
top_k =  500
Partition function (log Z): 5.078264484200083

Sorted 5' Splice Sites (High to Low Probability):
Position 14418: 0.9998856062538406
Position 934: 0.9914296901291749
Position 211: 0.7973474163639166
Position 2275: 0.446511283234508
Position 3302: 0.16247781324412544
Position 681: 0.08534069078361503
Position 705: 0.08167803532806975
Position 7625: 0.07041295414876907
Position 5358: 0.042556861790633824
Position 4972: 0.03309469994023962
Position 5170: 0.026466740257355573
Position 3272: 0.012095148064257814
Position 5414: 0.012005780818308436
Position 555: 0.009510790780230143
Position 5431: 0.008533355376126556
Position 1524: 0.007881470591683823
Position 12412: 0.006206610089583729
Position 1506: 0.005062078695463372
Position 5106: 0.004769624473773174
Position 227: 0.004452015348457942
Position 539: 0.004301136921399993
Position 1796: 0.00430076191852177
Position 2376: 0.003610081688338366
Position 15255: 0.003287636907478376
Position 9350: 0.002431954284313363
Position 1479: 0.0023343782372469914
Position 720: 0.0022307809979386886
Position 15524: 0.0021750743999834135
Position 246: 0.0020557541056315715
Position 34: 0.001916733024481186
Position 14603: 0.001653161229791623
Position 292: 0.0013839944463057215
Position 8107: 0.001375610620475806
Position 6318: 0.0011509703103714337
Position 216: 0.001142275881558987
Position 5665: 0.0011108598208199425
Position 709: 0.001100026043366954
Position 2295: 0.0010902428314625754
Position 707: 0.0008866751206570252
Position 14600: 0.0008826778574275501
Position 499: 0.0007911976020822498
Position 413: 0.000767083124484695
Position 2114: 0.0007343898639849419
Position 1191: 0.0005914944510521035
Position 5187: 0.0005088084705674736
Position 14872: 0.0004894180491095026
Position 575: 0.00046840780998285016
Position 339: 0.00046423551682198784
Position 7093: 0.00045274934194803294
Position 1230: 0.0004359371031332654
Position 1529: 0.0004209224531971612
Position 8093: 0.00041999448683956506
Position 125: 0.0003989307799017428
Position 722: 0.0003826796242715297
Position 287: 0.0003411731820430876
Position 331: 0.0003280161274337231
Position 14706: 0.0003252640274535764
Position 547: 0.00030684435629043787
Position 15588: 0.00025025931593343866
Position 1427: 0.00024613706770609844
Position 670: 0.00024574322865807656
Position 672: 0.00024202703383113973
Position 381: 0.0001990896118184261
Position 1461: 0.00017670751987969072
Position 269: 0.00015482392627876244
Position 14620: 0.0001362846451952929
Position 2126: 9.21061886120831e-05
Position 565: 8.46052642282224e-05
Position 15079: 8.370390387797951e-05
Position 580: 8.028523929167485e-05
Position 14425: 7.342727702215187e-05
Position 559: 7.019931711645715e-05
Position 1152: 6.898867069668048e-05
Position 129: 5.827472920237074e-05
Position 598: 5.420919686413846e-05
Position 1340: 5.419126709787608e-05
Position 523: 5.154801432975999e-05
Position 1297: 4.8150434950529015e-05
Position 915: 4.7943906953102726e-05
Position 256: 4.683996987861196e-05
Position 592: 4.6263111708753685e-05
Position 1659: 4.03971090955963e-05
Position 15487: 3.480661581267443e-05
Position 938: 3.4530225256486684e-05
Position 444: 3.080858425072259e-05
Position 1832: 2.9861568723723878e-05
Position 532: 2.5040658858187904e-05
Position 1093: 2.324948670345827e-05
Position 155: 2.3004756393928566e-05
Position 23: 2.093728388322303e-05
Position 1238: 2.045246487607022e-05
Position 891: 1.9014534099445112e-05
Position 15478: 1.65355384819158e-05
Position 1251: 1.622713511661078e-05
Position 1843: 1.5471058345162955e-05
Position 853: 1.5048866617527178e-05
Position 420: 1.4888237984046429e-05
Position 14716: 1.3796961828404172e-05
Position 1099: 1.3764432919613827e-05
Position 729: 1.3204413904673013e-05
Position 1209: 1.109152637286654e-05
Position 118: 1.0179437371589362e-05
Position 796: 6.086639540356928e-06
Position 15586: 5.437845148254539e-06
Position 603: 5.085709309260842e-06
Position 14267: 4.6682697052569995e-06
Position 2289: 4.638156330882161e-06
Position 792: 3.870256741449957e-06
Position 14263: 3.6180934336956007e-06
Position 15598: 2.977116176880839e-06
Position 649: 2.9342207899614367e-06
Position 406: 2.8946068945539337e-06
Position 15612: 1.3996697424942482e-06
Position 1323: 1.205948642724257e-06
Position 724: 1.0892464602913292e-06
Position 726: 1.0171521182950852e-06
Position 841: 2.396268659527219e-07
Position 823: 1.7727276562381263e-07
Position 1167: 1.130812939114202e-07
Position 14986: 1.0766658621407821e-07
Position 817: 1.0734095018874484e-07
Position 1254: 1.0185371485862048e-07
Position 2300: 3.9325577900639954e-08
Position 1066: 3.309988096931809e-08
Position 230: 8.3998923175998e-10
Position 14562: 3.22772921364131e-10
Position 744: 4.374006670604684e-11
Position 450: 3.470260794210316e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14102: 0.9999915119863457
Position 14485: 0.9999512350385839
Position 765: 0.9422063404592398
Position 1574: 0.30919493008992205
Position 2893: 0.0752884755750128
Position 7475: 0.05429763987558284
Position 1392: 0.05233223662743927
Position 5234: 0.04549013131531563
Position 1708: 0.04028207910900656
Position 4891: 0.03783705358448439
Position 5026: 0.034168639534058555
Position 1603: 0.026529240408452212
Position 2628: 0.02631355939105408
Position 266: 0.020478060855413694
Position 1943: 0.014459919578858187
Position 3122: 0.012684820895496102
Position 477: 0.01024994454613269
Position 1659: 0.009653167473004643
Position 3154: 0.00957259725626628
Position 6800: 0.009279439937802463
Position 786: 0.009137564597115675
Position 2137: 0.008937455891505977
Position 1637: 0.007502834554496098
Position 7508: 0.006678531815455483
Position 12329: 0.006206610089583729
Position 3020: 0.0049375063442266475
Position 4880: 0.004761099495747834
Position 2652: 0.004321409926878992
Position 1018: 0.004270528050001948
Position 7758: 0.00422756010698825
Position 1461: 0.004162932213542259
Position 2544: 0.003989390948285444
Position 1612: 0.0038293736413904825
Position 2349: 0.003524988244969068
Position 15333: 0.003320156350268806
Position 3025: 0.0032862747628791726
Position 1618: 0.0032712836945553467
Position 2550: 0.0030351786549932917
Position 5053: 0.0029475518801489295
Position 4855: 0.0029352067741884548
Position 15641: 0.0025024166444047144
Position 2739: 0.00199225951609812
Position 462: 0.0016366956588685058
Position 539: 0.0016239810411648068
Position 2925: 0.001509851786820233
Position 109: 0.0014546463220042184
Position 14657: 0.0013288339045938132
Position 630: 0.001219849724748224
Position 2231: 0.0012107397737085828
Position 1521: 0.001193790858274579
Position 308: 0.0011461722007701973
Position 1109: 0.0011056261210553287
Position 366: 0.00109903574388853
Position 2595: 0.0010987377509126988
Position 489: 0.0010809120943656395
Position 4402: 0.0009471588534323106
Position 2362: 0.000817927101848351
Position 15437: 0.0007531622508558803
Position 2922: 0.000730367094895407
Position 856: 0.0007149641995569862
Position 2700: 0.0007063963665313815
Position 6863: 0.0006100918618763229
Position 5525: 0.0005621925169683889
Position 1087: 0.0005599252553684835
Position 2054: 0.0005553823645363421
Position 2513: 0.0005533228350035783
Position 5493: 0.0005486673038515534
Position 1712: 0.0004932288645905553
Position 1171: 0.0004358159008801135
Position 15598: 0.0003896556978067948
Position 2664: 0.0003192712959553441
Position 2685: 0.00028208880722546296
Position 2018: 0.00026472620805402714
Position 543: 0.00022670325167350303
Position 2403: 0.00022491359041390695
Position 15039: 0.0002215969497690617
Position 14662: 0.00022152350859009994
Position 406: 0.00021450064779429106
Position 2898: 0.0002128580611552666
Position 15059: 0.00015275928453761692
Position 15358: 0.00014261485576110385
Position 1323: 0.00013172504827144407
Position 1349: 0.00011005452172642321
Position 901: 0.0001090889707319571
Position 15177: 9.64662679459597e-05
Position 510: 7.9443295302867e-05
Position 14763: 7.929190970964524e-05
Position 14685: 7.8142951704351e-05
Position 807: 6.181757637641636e-05
Position 15684: 6.00791699311834e-05
Position 685: 4.8520765255446105e-05
Position 507: 4.570217176999927e-05
Position 1177: 3.6100361505900197e-05
Position 1139: 2.719057390370957e-05
Position 801: 2.5582964440900985e-05
Position 804: 2.46666251611975e-05
Position 1417: 2.2417071534078922e-05
Position 859: 1.8140474221141423e-05
Position 160: 1.7076964223985927e-05
Position 2022: 1.6959346835462766e-05
Position 1251: 1.6032169439602172e-05
Position 2258: 1.3768014657452534e-05
Position 15126: 1.3522412936926356e-05
Position 993: 1.3458791456848038e-05
Position 1142: 1.2859789311560863e-05
Position 720: 1.063786007078404e-05
Position 413: 1.0444304339753545e-05
Position 14673: 1.0003652418974874e-05
Position 15389: 8.439512770679792e-06
Position 649: 7.061077583275649e-06
Position 1976: 5.990733380970018e-06
Position 1716: 5.430070886635695e-06
Position 2493: 4.993828057620003e-06
Position 363: 4.869223015952485e-06
Position 1523: 4.695937966176431e-06
Position 1402: 4.657014274762745e-06
Position 15648: 4.448900108114453e-06
Position 1257: 4.302864738775163e-06
Position 1238: 3.5230229327775044e-06
Position 2855: 2.4230301492489234e-06
Position 1235: 2.1314741578323365e-06
Position 547: 1.9595036359883703e-06
Position 139: 1.4590786583460445e-06
Position 931: 1.2960860865487733e-06
Position 866: 7.586571808576807e-07
Position 1020: 6.74219922195484e-07
Position 125: 5.682549903885715e-07
Position 1357: 7.004312219554332e-08
Position 1340: 6.577563567531771e-08
Position 1254: 6.534107868595373e-08
Position 165: 5.770497973647986e-08
Position 192: 7.567000363141223e-10
Position 171: 5.042091578821501e-11
Position 143: 4.9484829916107474e-11
Position 179: 1.1110853614573175e-11
Position 168: 1.1048037640147075e-11
Position 216: 2.2881723207716765e-12
Position 183: 7.284006555264684e-13
Position 210: 6.217513368078005e-13
