Gene = tai
index = 1906
Annotated 5SS: [  661 25036 67880 68486 72985 74492 74772 76401 76768 77123 77809 78935]
Annotated 3SS: [24836 67209 68323 72179 73043 74597 74827 76456 76833 77484 78607 78998]
SMsplice 5SS: [  661  2514  2869 25036 60962 67880 68486 72985 74492 74772 76152 76401
 76768 77123 77809 78935]
SMsplice 3SS: [ 1755  2652 24836 60750 67209 68323 72179 73043 74597 74827 76214 76470
 76833 77484 78607 78998]
top_k =  500
Partition function (log Z): -69.5660052586171

Sorted 5' Splice Sites (High to Low Probability):
Position 2869: 0.9999999999999786
Position 25036: 0.937142717538161
Position 2514: 0.8641008771241534
Position 661: 0.46378642281869753
Position 1186: 0.2138092501051065
Position 9: 0.1341240280965238
Position 1164: 0.12495278356188182
Position 1376: 0.10786078919363097
Position 35762: 0.10099851905999983
Position 2599: 0.03750934776559507
Position 710: 0.028584796096735175
Position 605: 0.027937983565652396
Position 714: 0.023985802527374513
Position 2386: 0.012756338165586552
Position 419: 0.0103418568119828
Position 1132: 0.007667767988992819
Position 1432: 0.007561580009551225
Position 1677: 0.006336253156523002
Position 2474: 0.005494109402816464
Position 1608: 0.005036460285001964
Position 252: 0.004981763136436088
Position 609: 0.00432269709725059
Position 736: 0.003860464464043634
Position 840: 0.003551604253708146
Position 1260: 0.003447971434163245
Position 2108: 0.003074257906601738
Position 242: 0.0028765360072896574
Position 5: 0.0026763965940240666
Position 718: 0.002200085865470605
Position 2242: 0.0020740126199800353
Position 278: 0.0015486048297729536
Position 256: 0.0015479521354234444
Position 280: 0.001469700313551181
Position 276: 0.0014644258796029678
Position 274: 0.0014413509068699117
Position 1681: 0.0014148094263931146
Position 1938: 0.0014096772513719077
Position 1654: 0.001370425011940885
Position 310: 0.001091368352726103
Position 216: 0.0010602024128086556
Position 1923: 0.0008920271134870084
Position 1913: 0.0008144414986830115
Position 2469: 0.0008132119690789018
Position 270: 0.0007097606231535531
Position 262: 0.0007025283191365266
Position 272: 0.0006562949736510354
Position 1663: 0.0006553464640832981
Position 694: 0.0005895231953944461
Position 295: 0.0005444199482509322
Position 613: 0.00042124434578381936
Position 1144: 0.00042014555088099015
Position 247: 0.00038210817467306256
Position 299: 0.0003759140605525086
Position 301: 0.0002888580181822301
Position 569: 0.00026202847878626604
Position 776: 0.0002188938629168604
Position 183: 0.00021078546878813736
Position 31: 0.00020484035858855143
Position 881: 0.00019555560760089048
Position 161: 0.00016763283095909962
Position 1289: 0.00013271676577509693
Position 2454: 0.00013240743780134086
Position 650: 0.0001322005745400833
Position 1180: 0.00013085049680477135
Position 1253: 0.00012962496268546547
Position 404: 0.00012552399462447655
Position 2218: 0.0001161171878479961
Position 1417: 0.00011575538966026245
Position 166: 9.496033285498499e-05
Position 500: 8.243600512365071e-05
Position 103: 8.188359316272995e-05
Position 849: 8.054896092281902e-05
Position 62: 7.191464434583974e-05
Position 427: 7.030474403821809e-05
Position 424: 6.70879972686179e-05
Position 665: 6.158340378840684e-05
