Gene = Nprl3
index = 1331
Annotated 5SS: [ 91 388]
Annotated 3SS: [235 446]
SMsplice 5SS: [388]
SMsplice 3SS: [446]
top_k =  500
Partition function (log Z): -8.437599589732264

Sorted 5' Splice Sites (High to Low Probability):
Position 388: 0.9885973107250529
Position 1394: 0.07967259946542
Position 26: 0.030183168113980113
Position 91: 0.0198891185646149
Position 121: 0.013188570949649025
Position 1545: 0.008265671755255088
Position 600: 0.005907396225464434
Position 152: 0.005347980781845461
Position 243: 0.005332180061032544
Position 1411: 0.0024529494848033544
Position 2142: 0.0021288577372221215
Position 622: 0.0018970957344673816
Position 2224: 0.0014630926530088107
Position 1484: 0.000474141166387409
Position 382: 0.00044193371026478935
Position 567: 0.0004410488274125521
Position 328: 0.0003986162633640681
Position 1501: 0.00037517509526341526
Position 266: 0.0003362207384621461
Position 574: 0.0003017004274484828
Position 247: 0.00021529269815356796
Position 671: 0.00021354451527776902
Position 631: 0.00021340548468260173
Position 553: 0.00020323197197057754
Position 241: 0.00013280608485904385
Position 558: 0.00012983000151933977
Position 359: 0.00010175079411548465
Position 674: 5.223428916748186e-05
Position 211: 4.642461546853695e-05
Position 196: 4.355011510387301e-05
Position 112: 3.740733914802549e-05
Position 509: 3.06118435313219e-05
Position 968: 2.2749104487073997e-05
Position 124: 2.0336614869253707e-05
Position 130: 1.7383588220409724e-05
Position 80: 1.467571473321103e-05
Position 249: 1.0005303896055434e-05
Position 281: 7.492269156780253e-06
Position 115: 5.485867811974409e-06
Position 180: 4.456520716578031e-06
Position 1897: 1.8810440094767798e-06
Position 745: 1.3528123604254644e-06
Position 635: 1.2575904256590528e-06
Position 1048: 1.0937770229710537e-06
Position 316: 6.397305515114565e-07
Position 322: 5.923956089466315e-07
Position 1404: 3.8131921252988314e-07
Position 290: 1.4516870380376622e-07
Position 334: 2.917233310453827e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 446: 0.9517679365093018
Position 1467: 0.039741541229346936
Position 303: 0.038239197952921154
Position 235: 0.023024320387768384
Position 492: 0.017601453016579477
Position 1470: 0.017438313710249995
Position 2275: 0.009293097416431216
Position 2393: 0.00860000597323904
Position 660: 0.0061252540423748225
Position 1598: 0.00611968144865134
Position 729: 0.005885296672121561
Position 450: 0.004532940683234314
Position 1536: 0.004024501182412999
Position 1679: 0.0036491556750704404
Position 585: 0.0027773825733093615
Position 169: 0.0027196865939241397
Position 1622: 0.0025026788738575687
Position 152: 0.001934073983989389
Position 80: 0.0018089835220953573
Position 635: 0.0017658281983289384
Position 2223: 0.001575323989511196
Position 196: 0.0015207083913301646
Position 2198: 0.0014803790269931015
Position 327: 0.0013890356011737497
Position 1688: 0.0013220426310926099
Position 1977: 0.0012349207677476775
Position 2245: 0.0011854107654991127
Position 1814: 0.0009378194146705185
Position 1565: 0.000663919287456739
Position 1017: 0.0005969287965010855
Position 1554: 0.0005328625065812068
Position 663: 0.0004899364671018468
Position 1610: 0.0004710577905456732
Position 2081: 0.00046624297033715726
Position 1702: 0.0004570967730277771
Position 2001: 0.0003242401762872286
Position 828: 0.0003182057538044972
Position 1518: 0.00031548381626280786
Position 1785: 0.00030244549570390764
Position 666: 0.00026785956824201866
Position 2407: 0.0002644064298690868
Position 110: 0.0002639499360560277
Position 340: 0.0002602350919677733
Position 600: 0.00025890986708893997
Position 307: 0.0002466866870831701
Position 2426: 0.00024121993773680822
Position 124: 0.0001938024305423211
Position 133: 0.0001713403223943331
Position 241: 0.00016851226086145906
Position 1228: 0.00016225729419938113
Position 408: 0.00016143571503893122
Position 693: 0.00014610645389401624
Position 1708: 0.00010602451999741688
Position 1173: 0.00010286259106137425
Position 1986: 8.020690867021741e-05
Position 2305: 7.501112680342688e-05
Position 1850: 6.646433507349723e-05
Position 750: 6.402417726344251e-05
Position 901: 6.399714632435562e-05
Position 1356: 6.180998869241676e-05
Position 1038: 3.367992013169331e-05
Position 90: 8.782460421135749e-06
Position 1177: 5.302947705863743e-06
Position 1284: 3.563059531158725e-06
Position 112: 2.2848169818114514e-06
Position 1254: 2.282568084507674e-06
Position 1089: 1.789891646158087e-06
Position 1209: 1.5660767027131938e-06
Position 1026: 1.4519941663104167e-06
Position 120: 8.018460654615902e-07
Position 358: 4.838829478179031e-07
Position 376: 3.444192056597916e-07
Position 382: 3.055350459314206e-09
Position 519: 1.7779896960123244e-10
