Gene = Sfp77F
index = 1494
Annotated 5SS: [98]
Annotated 3SS: [154]
SMsplice 5SS: [98]
SMsplice 3SS: [154]
top_k =  500
Partition function (log Z): -5.888748241193635

Sorted 5' Splice Sites (High to Low Probability):
Position 98: 0.9665063511436042
Position 345: 0.1713236211947035
Position 431: 0.12088869327523792
Position 403: 0.11074825452724145
Position 461: 0.10216509115017285
Position 421: 0.04419401300263783
Position 241: 0.03644796852183353
Position 692: 0.0037658573721868656
Position 304: 0.001879012661058243
Position 425: 0.0017697051352689147
Position 824: 0.001235765380306886
Position 349: 0.0008408544055233682
Position 208: 0.0005723368351274366
Position 245: 0.0005383269384191115
Position 133: 0.000511554236617262
Position 828: 0.0003508165184686132
Position 753: 0.0003223641268969756
Position 778: 0.00018911546854093747
Position 838: 0.00018319491921574635
Position 265: 0.000157870319378382
Position 106: 9.6157411494047e-05
Position 543: 7.86238308661729e-05
Position 765: 7.439613750452672e-05
Position 916: 6.942958826752836e-05
Position 274: 4.9705456386951044e-05
Position 158: 4.2337621376391575e-05
Position 28: 3.9784892299857006e-05
Position 33: 3.382439853195169e-05
Position 505: 2.01485462261449e-05
Position 465: 1.3605309476338512e-05
Position 407: 1.260222306581956e-05
Position 854: 1.2537852199863681e-05
Position 224: 8.664283726664503e-06
Position 154: 6.314035017129241e-06
Position 206: 1.2148718004422467e-06
Position 31: 6.590121816915726e-07
Position 435: 7.794864783481677e-08
Position 508: 4.6951124662132174e-08
Position 490: 4.127618087246077e-09
Position 613: 2.343032765906739e-09
Position 5: 4.611460744882405e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 154: 0.9441960749776498
Position 525: 0.5013459291571732
Position 622: 0.035442823178515985
Position 494: 0.03318260618197566
Position 809: 0.014014749361291056
Position 673: 0.012003314598768347
Position 185: 0.005977007875976699
Position 403: 0.0030248746065155716
Position 236: 0.0029069105075937157
Position 911: 0.002726827423492242
Position 583: 0.0027047986348287577
Position 503: 0.0012916746967871237
Position 530: 0.0008776996864105933
Position 765: 0.0008600490805062316
Position 854: 0.0007809001028576107
Position 216: 0.0004650339786427708
Position 546: 0.0004414627827339349
Position 658: 0.00042766635938226185
Position 1083: 0.0003869745831757434
Position 431: 0.00033501152774907406
Position 508: 0.0003255927391257218
Position 557: 0.0002855275278992579
Position 1072: 0.0002830614642839438
Position 265: 0.0001838571510274265
Position 162: 0.0001273144437966258
Position 319: 0.00012374497739880025
Position 286: 0.00010103886562669965
Position 1132: 8.661717504375381e-05
Position 329: 6.951688492698033e-05
Position 1046: 6.507861524288258e-05
Position 368: 4.0966332194854104e-05
Position 303: 2.5295868806355974e-05
Position 641: 1.9289739234131063e-05
Position 980: 1.1401743790234847e-05
Position 1043: 5.254956973501175e-06
Position 241: 2.673290519221649e-06
Position 244: 1.8821293808379771e-06
Position 75: 3.9253518576423283e-07
Position 336: 5.35812448760063e-09
Position 90: 1.67757800942607e-09
Position 133: 1.5232620825831404e-09
Position 102: 1.044789245513609e-10
Position 49: 2.2762330995413586e-11
Position 53: 3.3640300575570786e-12
Position 59: 2.378585207492875e-12
