Gene = Ptth
index = 1393
Annotated 5SS: [383 816]
Annotated 3SS: [491 873]
SMsplice 5SS: [383 816]
SMsplice 3SS: [491 873]
top_k =  500
Partition function (log Z): -6.174516860104078

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.8143468576716689
Position 383: 0.7406759924897233
Position 268: 0.053726410810993976
Position 585: 0.029673938943297944
Position 1003: 0.029143826725722254
Position 810: 0.011590054521144727
Position 221: 0.011245733172274936
Position 637: 0.008434819746221182
Position 734: 0.0035173053360009155
Position 1116: 0.003439308498852044
Position 379: 0.0028502881915106965
Position 4: 0.0012339706833421793
Position 231: 0.0009789989441496719
Position 178: 0.0006628730359270146
Position 571: 0.000651452589335665
Position 1090: 0.0004981207254557497
Position 113: 0.0004901447948645293
Position 308: 0.0004643610618244446
Position 353: 0.000342006005913514
Position 1130: 0.00017038096386636544
Position 708: 0.0001488961130705714
Position 205: 0.00011447165163612267
Position 1009: 0.0001107043882694248
Position 589: 6.102782305167703e-05
Position 387: 5.885199055987111e-05
Position 762: 5.850711954606115e-05
Position 41: 4.4758567584463174e-05
Position 8: 3.557831936572812e-05
Position 342: 3.343910948272905e-05
Position 655: 1.7623568856511274e-05
Position 193: 1.654198423548557e-05
Position 181: 1.6538449947106036e-05
Position 184: 9.494791527458294e-06
Position 198: 6.183334430828271e-06
Position 673: 5.651263110209546e-06
Position 186: 2.719316561213754e-06
Position 550: 2.2446712297898315e-06
Position 1029: 2.174561553464006e-06
Position 554: 1.4250379218195215e-06
Position 215: 1.7014291297829745e-07
Position 841: 8.877967330864823e-08
Position 928: 5.860390176223846e-08
Position 896: 4.6315238490465175e-08
Position 491: 4.092863695241678e-08
Position 484: 1.0817971215571176e-08
Position 289: 1.5020833378401442e-09
Position 783: 1.2955351643287773e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 873: 0.9260151879468099
Position 491: 0.44189253954635554
Position 696: 0.07286469393923543
Position 550: 0.05670154768060207
Position 795: 0.0390170416504611
Position 328: 0.03316213871507434
Position 540: 0.025519939667018494
Position 526: 0.02398238803473703
Position 1074: 0.021559675373254587
Position 722: 0.015792437013153443
Position 267: 0.008311995243649492
Position 1170: 0.007895992004439977
Position 986: 0.007582153729646153
Position 554: 0.006957920795261574
Position 436: 0.006245458087679392
Position 1059: 0.0038699995639173905
Position 433: 0.003096408534783429
Position 655: 0.0027508316281384714
Position 673: 0.0026330741309155657
Position 330: 0.0021285167210434025
Position 220: 0.0018116643406096617
Position 679: 0.0014138609553936926
Position 755: 0.000855485997962404
Position 623: 0.0007527471531137386
Position 1180: 0.0004031246182833752
Position 562: 0.0002970370646382134
Position 308: 0.00029146329429985976
Position 836: 0.0002458908671075972
Position 698: 0.00012685872585539357
Position 637: 0.00011368669782549552
Position 570: 9.443201817389119e-05
Position 363: 7.336389318337242e-05
Position 595: 5.7427711961797695e-05
Position 93: 4.9724545505661185e-05
Position 336: 4.337572529423072e-05
Position 446: 4.179596208571861e-05
Position 1008: 3.9460446565051314e-05
Position 617: 3.5684424155039094e-05
Position 626: 3.4344574830291814e-05
Position 1116: 3.3477649243148173e-05
Position 845: 1.3656500376597728e-05
Position 620: 1.334757188532676e-05
Position 105: 1.3182679826180401e-05
Position 1126: 1.2660453039195389e-05
Position 339: 1.2456944675098332e-05
Position 1020: 8.224770534717931e-06
Position 144: 6.5928308486566e-06
Position 75: 2.61189887039459e-06
Position 342: 1.9866576772935165e-06
Position 102: 1.3097745251354183e-06
Position 357: 8.576940051285182e-07
Position 108: 6.449101510190781e-07
Position 417: 5.439148444083887e-07
Position 277: 5.036109474005947e-07
Position 66: 3.6255294234169e-07
Position 387: 1.2448047583793106e-07
Position 279: 5.9447574769734786e-08
Position 879: 4.3718476102031525e-08
Position 347: 2.971125022781909e-08
Position 198: 2.142205638418955e-08
Position 122: 1.8252929917949204e-08
Position 110: 4.175588028965092e-09
Position 369: 1.8663509643380395e-09
Position 113: 1.552461964804887e-09
Position 158: 1.4085418980102738e-15
Position 127: 2.6105613102374084e-17
