Gene = raw
index = 1854
Annotated 5SS: [  276  6194 27397 27572 27987 28273 28516 28960 29934]
Annotated 3SS: [ 5459 27289 27456 27640 28057 28356 28579 29022 30069]
SMsplice 5SS: [  276   501 27397 27572 27987 28273 28516 28960 29934]
SMsplice 3SS: [  343 27289 27456 27640 28057 28356 28579 29022 30069]
top_k =  500
Partition function (log Z): 20.462794603358045

Sorted 5' Splice Sites (High to Low Probability):
Position 28516: 0.9994392089398226
Position 28960: 0.9974190187322759
Position 29934: 0.993741136021237
Position 27397: 0.9907680613788119
Position 27572: 0.98632757022094
Position 27987: 0.9756062111661705
Position 28273: 0.9741081306148637
Position 276: 0.9017155747540287
Position 501: 0.5563647187181437
Position 2468: 0.18382247368380197
Position 29212: 0.17704725061381632
Position 6194: 0.1567832699536154
Position 30193: 0.12729651766071826
Position 28678: 0.09188254338870994
Position 28683: 0.05370178794851427
Position 4967: 0.03694129826953599
Position 1372: 0.03475793592272201
Position 2273: 0.0321017384464459
Position 27811: 0.02352332289982929
Position 1344: 0.015213100362059005
Position 548: 0.014411780425676188
Position 1963: 0.014056391033888132
Position 4939: 0.01262100564660109
Position 27577: 0.012410192160511316
Position 30660: 0.009698929977972446
Position 30235: 0.009033823744363463
Position 4959: 0.006327001508717371
Position 608: 0.005292155650288329
Position 30576: 0.004350828722789869
Position 30380: 0.0035475471243149362
Position 870: 0.0035200078533508456
Position 29517: 0.0029719103618330712
Position 3623: 0.0028061873253136375
Position 883: 0.002170898010570515
Position 4955: 0.002156548219016786
Position 29307: 0.002059804029905044
Position 259: 0.001566623119414922
Position 28648: 0.0014431545753644328
Position 30556: 0.001416181596410513
Position 28277: 0.001393022675645611
Position 28213: 0.0012484961415486831
Position 30229: 0.0012207378051191783
Position 792: 0.0011560603034239119
Position 686: 0.0011440365714960492
Position 4061: 0.0011314632138515947
Position 383: 0.0009992653973124874
Position 204: 0.0009561621451374394
Position 29962: 0.0009364953482153859
Position 30253: 0.0009138541545961249
Position 1411: 0.0009038654255213843
Position 30140: 0.0007830791496681597
Position 1266: 0.0007603778062530541
Position 4657: 0.000677086836104918
Position 28211: 0.000660149530272071
Position 27991: 0.0006194398561859057
Position 28228: 0.0006066404496062175
Position 4963: 0.0005889863928579661
Position 30243: 0.0005050673854964783
Position 30201: 0.0004442364786543506
Position 30277: 0.0004382623854716182
Position 29923: 0.00042122143232447277
Position 29322: 0.00040225922632563784
Position 28217: 0.00039941203937681987
Position 28446: 0.0003380640202763805
Position 28605: 0.00028151777978441256
Position 30333: 0.00027173996873610653
Position 28191: 0.000264032171840481
Position 30331: 0.00026015796717260726
Position 29938: 0.00021066741302080692
Position 228: 0.00019566210535758172
Position 28632: 0.0001308059851872254
Position 28325: 0.00012808985728487665
Position 30412: 0.00012003434845626632
Position 27974: 0.00011014496477182816
Position 28286: 9.241246545705964e-05
Position 28520: 8.124500231056989e-05
Position 30469: 8.017267475473882e-05
Position 29244: 7.403446249647821e-05
Position 1541: 7.357918079094684e-05
Position 28944: 6.478170481610061e-05
Position 30614: 5.4991145446478296e-05
Position 29206: 4.9886602225769134e-05
Position 152: 4.872593830036835e-05
Position 182: 4.666367220172363e-05
Position 27894: 3.714562693415766e-05
Position 28164: 3.4856153704018114e-05
Position 728: 3.1707835289470776e-05
Position 28121: 2.6253701082528648e-05
Position 108: 2.384697285988082e-05
Position 28964: 1.9266626749923073e-05
Position 734: 1.8290882091529803e-05
Position 340: 1.7718242487935563e-05
Position 28603: 1.585089339238624e-05
Position 28473: 1.4436397521270518e-05
Position 177: 1.3136093081769634e-05
Position 28862: 1.0611780055373592e-05
Position 489: 9.849813350582128e-06
Position 28849: 9.76640173368687e-06
Position 28868: 8.65234394907468e-06
Position 27826: 8.25990611333525e-06
Position 1221: 8.004336578257647e-06
Position 1252: 7.27087982700748e-06
Position 79: 6.895910950908953e-06
Position 285: 6.739881905837637e-06
Position 788: 5.384258315879901e-06
Position 70: 5.313548917719448e-06
Position 485: 5.11787478768743e-06
Position 1070: 4.939102385700684e-06
Position 1186: 4.269798454051787e-06
Position 28851: 4.23070852799323e-06
Position 29892: 4.080708827031999e-06
Position 28584: 3.64377717695055e-06
Position 40: 2.490977800429482e-06
Position 28416: 2.4837195460738786e-06
Position 343: 2.3990026179577705e-06
Position 88: 2.333068616432375e-06
Position 400: 2.319859624264969e-06
Position 28424: 2.244960291411075e-06
Position 27833: 1.8106950297638185e-06
Position 29751: 1.7521411745842727e-06
Position 921: 1.7421664167523575e-06
Position 28492: 1.5468133444732855e-06
Position 28844: 1.5255768260697232e-06
Position 30341: 1.4320975211059478e-06
Position 29873: 1.39075078149532e-06
Position 304: 1.3890775029983267e-06
Position 29880: 1.3829773948426075e-06
Position 337: 1.0509506934900555e-06
Position 1118: 9.856556879478996e-07
Position 445: 9.29879871130326e-07
Position 29000: 8.057501392958724e-07
Position 726: 7.551303702052678e-07
Position 29883: 7.112947536707587e-07
Position 487: 5.738596202392967e-07
Position 29663: 4.619384547200918e-07
Position 28929: 4.5696868318082495e-07
Position 29347: 4.2913558078078353e-07
Position 645: 4.1599782460840086e-07
Position 334: 4.15039443561996e-07
Position 28985: 2.662248728792164e-07
Position 29455: 2.3747042968337214e-07
Position 747: 7.871341486062933e-08
Position 145: 7.479575641326174e-08
Position 125: 5.8840113024373144e-08
Position 29101: 5.4647632701437674e-08
Position 130: 4.180829788342469e-08
Position 661: 4.1356524572988935e-08
Position 320: 2.5507681528216224e-08
Position 29325: 1.6195023556190935e-08
Position 29170: 1.3372612724368606e-08
Position 431: 8.223254715923113e-09
Position 29088: 5.582876758953207e-09
Position 29137: 3.908035796376357e-09
Position 491: 3.589260877104437e-09
Position 474: 3.3699097655433453e-09
Position 27844: 1.8210790491405097e-09
Position 436: 1.0442996218974232e-09
Position 469: 8.26245463167213e-10
Position 493: 5.647639355183531e-10
Position 626: 5.412631095553574e-10
Position 29155: 4.183778146544478e-10
Position 29755: 2.3393233103695395e-10
Position 505: 1.9912898329315036e-10
Position 28061: 9.086415504644413e-11
Position 586: 3.742787813909922e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 27289: 0.9999999999999941
Position 27640: 0.9930264135155397
Position 28356: 0.9913063177631215
Position 29022: 0.9899377918244393
Position 28579: 0.9642573371219255
Position 28057: 0.9550884540869619
Position 27456: 0.922654481831766
Position 30069: 0.6146971808098253
Position 343: 0.5196141661293447
Position 30048: 0.38177863490297587
Position 28753: 0.17781828391212096
Position 5459: 0.15328891143416298
Position 29289: 0.14838348290031475
Position 349: 0.07034598836115628
Position 30393: 0.06978083130696552
Position 27460: 0.06766903781962036
Position 4794: 0.06212919855618175
Position 30723: 0.05824200161316825
Position 2104: 0.03736863336063453
Position 2357: 0.031240308297866583
Position 2037: 0.02978668097393002
Position 29374: 0.02163573850888424
Position 1477: 0.019458031879565945
Position 27869: 0.018833315231663546
Position 30439: 0.010532272610877455
Position 1487: 0.008635900649330789
Position 30277: 0.007457906696527778
Position 2316: 0.006822373541881848
Position 28061: 0.006209526781802335
Position 1414: 0.00556132855240582
Position 2310: 0.005265491044019855
Position 30367: 0.004642001837558123
Position 1463: 0.004600105444360085
Position 791: 0.004335715983720631
Position 28665: 0.003374672005769102
Position 29573: 0.003212318627626481
Position 2380: 0.0031562626898727726
Position 2197: 0.002971311305661414
Position 2325: 0.002932686160655233
Position 29579: 0.002906805578046024
Position 30660: 0.0028912586139831866
Position 29380: 0.0028724470630191842
Position 1308: 0.0027457390325479366
Position 1628: 0.002627628334237719
Position 27683: 0.0026167399728991513
Position 28384: 0.002440112537712829
Position 27863: 0.002246280442867132
Position 30604: 0.002199706639797201
Position 2345: 0.002138917202824365
Position 29104: 0.0020675245681459555
Position 28323: 0.0020265498336241345
Position 1021: 0.0018729641359361167
Position 1118: 0.0018329318809742034
Position 1582: 0.001814817157185841
Position 27662: 0.0018033129494013634
Position 30350: 0.0017619122153700998
Position 29053: 0.0017114921550291189
Position 1070: 0.0015047489929028504
Position 30243: 0.0012471094921903151
Position 27752: 0.0011930987585096731
