Gene = smog
index = 1881
Annotated 5SS: [  153  1865 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136
 21306 21699]
Annotated 3SS: [ 1533 12283 17613 17913 18211 18393 18551 18960 19090 19634 20953 21193
 21677 22022]
SMsplice 5SS: [  153 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136 21306
 21699]
SMsplice 3SS: [12283 17613 17913 18211 18393 18551 18960 19090 19634 20731 21193 21477
 22022]
top_k =  500
Partition function (log Z): 28.12820994286749

Sorted 5' Splice Sites (High to Low Probability):
Position 18332: 0.9990994769087155
Position 18475: 0.9982424870517833
Position 21136: 0.9981591190657935
Position 19493: 0.9920019906088079
Position 18901: 0.991026032977995
Position 19030: 0.9888567854044712
Position 17973: 0.9577993976230372
Position 17854: 0.9408159819840833
Position 21306: 0.9360576164651514
Position 13267: 0.8874512516688672
Position 21699: 0.7486815549251169
Position 19830: 0.6650626601582419
Position 153: 0.4269410345538617
Position 22276: 0.20892602964415197
Position 20954: 0.14707998977536724
Position 73: 0.14472452856731155
Position 22291: 0.1372481125188589
Position 5613: 0.13086307106962586
Position 5732: 0.1263839900655616
Position 1865: 0.11435367318435044
Position 433: 0.10624934536627559
Position 5962: 0.044995426024752316
Position 1425: 0.03882750471063501
Position 421: 0.031014739988239788
Position 22484: 0.027609451944104392
Position 22266: 0.026148756865037922
Position 17731: 0.025179375581772
Position 99: 0.02205189777803814
Position 2503: 0.02043583306588683
Position 478: 0.017569774508364822
Position 17360: 0.016298128939799417
Position 22479: 0.015046643605624674
Position 885: 0.014552460523266543
Position 22308: 0.012930485188601681
Position 427: 0.012914082266056625
Position 429: 0.012183259957961263
Position 6450: 0.011911779374791664
Position 425: 0.011393853330515978
Position 423: 0.011143922758293692
Position 702: 0.010595939597430402
Position 437: 0.010374853443345627
Position 17272: 0.00899912268816334
Position 19814: 0.0084980410776738
Position 19808: 0.007926616831773004
Position 1495: 0.007580146282618087
Position 20585: 0.007294161173152292
Position 37: 0.007113689249513173
Position 22667: 0.006931308626313014
Position 22763: 0.006911269555532134
Position 22217: 0.006693274970588323
Position 20135: 0.005822923915306868
Position 19789: 0.005390266442297376
Position 871: 0.005240703805778441
Position 181: 0.005016654965230609
Position 21401: 0.004635369771220287
Position 6674: 0.004315681343006711
Position 18006: 0.0042193126895686515
Position 18894: 0.004143660843906637
Position 17824: 0.0037108934342280193
Position 18871: 0.0026707969888631793
Position 20078: 0.0025024462139511096
Position 22931: 0.002410592881432399
Position 1175: 0.002118203214861058
Position 18717: 0.001967568198390678
Position 22663: 0.001675753369071133
Position 18008: 0.0014167098972001338
Position 20323: 0.001352133869493667
Position 18693: 0.001279496743994302
Position 19283: 0.0012651904693493185
Position 21081: 0.0012122607111048813
Position 19500: 0.001179268525993733
Position 18479: 0.0011431465874230315
Position 21256: 0.0009321814414903946
Position 1461: 0.000747069014273553
Position 20168: 0.0006450844154875299
Position 20385: 0.0006312165343957426
Position 20647: 0.0006069590020206324
Position 19940: 0.0005329084438851702
Position 1052: 0.0005087935770491226
Position 19267: 0.00042338319928541445
Position 19065: 0.0003597926652375895
Position 1164: 0.00033316423381689493
Position 17990: 0.00032265350822517695
Position 19399: 0.0003215639426381691
Position 19344: 0.0003138650125137013
Position 889: 0.0003003175355067741
Position 21873: 0.0002638022173861382
Position 19877: 0.00019364947281102826
Position 17929: 0.00019008355238339956
Position 21885: 0.00017380630410594714
Position 447: 0.00016104640567284672
Position 21768: 0.00016080316167259932
Position 21883: 0.0001556945922451026
Position 463: 0.00015285282168163683
Position 21887: 0.00014760335259833763
Position 18974: 0.00014308635475481207
Position 21889: 0.00013382694253740408
Position 19571: 0.0001294333221962815
Position 21881: 0.00012678516713274045
Position 18623: 0.00011900432869910357
Position 449: 0.00011613988799826793
Position 21712: 0.0001102203483875234
Position 21362: 0.00010853907613324978
Position 459: 0.0001034861404904034
Position 457: 0.00010074338548537021
Position 18726: 9.222687233973768e-05
Position 439: 8.837877711248923e-05
Position 18728: 7.984362259912906e-05
Position 157: 7.835387865855317e-05
Position 20216: 7.752983409570882e-05
Position 1375: 7.682750962092719e-05
Position 1869: 7.632178862135273e-05
Position 922: 7.517482057290122e-05
Position 18615: 7.10295807160449e-05
Position 22287: 6.309315764941281e-05
Position 694: 6.238804834961802e-05
Position 178: 5.767180823922519e-05
Position 18908: 5.508675543370253e-05
Position 443: 5.160003732752865e-05
Position 584: 4.4132689926045314e-05
Position 21333: 4.3667372245854665e-05
Position 21877: 4.173085875958675e-05
Position 2132: 4.085056690482533e-05
Position 2004: 3.779879673315584e-05
Position 1381: 3.6706070136799143e-05
Position 19843: 3.569116440697816e-05
Position 21928: 3.4792893419597026e-05
Position 19034: 3.401785044871566e-05
Position 18685: 3.2793085383052024e-05
Position 21424: 3.174353527942365e-05
Position 19486: 3.079137556018644e-05
Position 453: 2.986666895073153e-05
Position 166: 2.887381084838447e-05
Position 19012: 2.8019182427552825e-05
Position 22258: 2.7285305066481375e-05
Position 1110: 2.7204250811253055e-05
Position 19777: 2.6585080488227737e-05
Position 21879: 2.5276473998166123e-05
Position 21611: 2.3080895828485054e-05
Position 932: 2.294733683323776e-05
Position 19192: 1.9871664046783503e-05
Position 18832: 1.8685646396353176e-05
Position 108: 1.842231379313458e-05
Position 2114: 1.6248882051373917e-05
Position 327: 1.5787063634084506e-05
Position 19467: 1.524305656272734e-05
Position 19505: 1.4830213721900637e-05
Position 19241: 1.4583177920829036e-05
Position 415: 1.3335377883582336e-05
Position 525: 1.3152034965538146e-05
Position 21674: 1.2103333302647173e-05
Position 21009: 1.1039274565102525e-05
Position 18462: 1.0146394506351548e-05
Position 21541: 9.571691812678853e-06
Position 19069: 9.295015553749869e-06
Position 1419: 9.182635108597679e-06
Position 22110: 9.182214252662683e-06
Position 1265: 8.481052437927251e-06
Position 18790: 8.413712345806717e-06
Position 18336: 8.07869103255792e-06
Position 495: 7.862510276639158e-06
Position 331: 7.102815897374025e-06
Position 321: 6.794504203097507e-06
Position 1217: 6.780320565278266e-06
Position 18674: 6.629244914421547e-06
Position 19610: 5.753306910211755e-06
Position 18877: 5.620943998192818e-06
Position 812: 5.274504291002622e-06
Position 1020: 5.174755999848421e-06
Position 568: 4.033465609823876e-06
