Gene = Ect4
index = 1147
Annotated 5SS: [  587  8431  8620 29464 34852 35663 40945 41186 41423 41784 43076]
Annotated 3SS: [ 7077  8494 29184 34471 35271 39018 41005 41252 41565 42141 44764]
SMsplice 5SS: [  587  7007  8431  8620  9546  9845 10952 11201 29464 34852 35663 41186
 41423 41784]
SMsplice 3SS: [ 6919  7077  8494  8666  9607  9922 11017 29184 34471 35271 41005 41252
 41565 44411]
top_k =  500
Partition function (log Z): 6.631686770963561

Sorted 5' Splice Sites (High to Low Probability):
Position 8431: 0.9996498221730019
Position 29464: 0.9932265493147304
Position 35663: 0.9921479046958367
Position 8620: 0.9907638810912903
Position 10952: 0.9618454776793044
Position 9845: 0.9403956447769531
Position 587: 0.8531404087178891
Position 34852: 0.852152470046646
Position 11201: 0.8137151290014054
Position 41186: 0.733928756265147
Position 19039: 0.732212111006874
Position 41784: 0.7298649658065884
Position 9546: 0.7257415379632887
Position 19854: 0.6935744268799536
Position 41423: 0.5844719240516675
Position 17888: 0.5122850298078241
Position 7007: 0.4910049923135743
Position 78: 0.4250299236156286
Position 20475: 0.4097137016042611
Position 10024: 0.3678903117624461
Position 15768: 0.2180556599307434
Position 9290: 0.1854197634076387
Position 9283: 0.11070008179371185
Position 19219: 0.11065098562608114
Position 11181: 0.07980894411168761
Position 7444: 0.07526759676168415
Position 6177: 0.06817533574387834
Position 807: 0.0661666177100839
Position 36162: 0.062997380144531
Position 12057: 0.05692733195953941
Position 19426: 0.05632163128680223
Position 19365: 0.055323051564147525
Position 261: 0.05511310767729661
Position 9608: 0.039619673718451855
Position 10764: 0.02976745896503752
Position 10460: 0.02522878428119937
Position 11223: 0.02460386679012535
Position 1883: 0.023423605756624947
Position 26755: 0.022778402256072996
Position 1859: 0.02020933648880095
Position 3616: 0.017290920290019083
Position 11877: 0.01611581124175326
Position 9826: 0.013320932009364576
Position 10523: 0.011088379070914145
Position 2029: 0.01049994682064319
Position 19885: 0.00975635447282597
Position 9457: 0.008784044405352855
Position 19242: 0.008762464092207217
Position 9742: 0.00860104121381649
Position 10494: 0.007398007686096032
Position 4231: 0.0071418017009122585
Position 9806: 0.0066763014534188736
Position 11381: 0.005363663826082852
Position 2333: 0.005065923602618984
Position 8960: 0.004902092019518813
Position 41880: 0.004760936149480765
Position 9273: 0.0038691135832597486
Position 248: 0.0032804274816792683
Position 9500: 0.003249354069631665
Position 15323: 0.0031944451553321566
Position 612: 0.003102407351917347
Position 72: 0.003018795806894875
Position 250: 0.002934596357475127
Position 10482: 0.0028550960452069845
Position 252: 0.002744141667788915
Position 296: 0.002335668755841604
Position 246: 0.002309378568105483
Position 10238: 0.0022550055535402666
Position 10110: 0.0021546524461154445
Position 12069: 0.0021272770631934725
Position 9629: 0.0018962584313899369
Position 8609: 0.0017584626281197287
Position 8956: 0.0015459730939770633
Position 3195: 0.0012687533475455634
Position 11429: 0.0011498812911096615
Position 12923: 0.0009708659162821803
Position 622: 0.0009575677339299511
Position 12763: 0.0009315806896361227
Position 12919: 0.0007245335616504279
Position 13232: 0.0006900921290915196
Position 34: 0.0005315273028563975
Position 821: 0.0005206406779887156
Position 80: 0.0005069116758197858
Position 825: 0.0005058742157964791
Position 474: 0.0004250912483685962
Position 8760: 0.00041765279078528677
Position 1895: 0.00036186714745371534
Position 82: 0.000302113458336456
Position 9413: 0.0002656376625397354
Position 8442: 0.00022869041115828616
Position 2828: 0.00021615269163590567
Position 157: 0.00019969212085543703
Position 227: 0.00017779140604967105
Position 10922: 0.00015450693649826788
Position 8788: 0.00014731648697945541
Position 90: 0.00014515077297168357
Position 3910: 0.00014358942980410128
Position 162: 0.00012240667899972277
Position 3645: 0.00011598052459799331
Position 256: 0.00011429736221776456
Position 2058: 0.00011248090917731024
Position 13333: 0.0001112471455402185
Position 265: 0.00011030330751695369
Position 240: 0.00010956971766302449
Position 13700: 9.361184789124213e-05
Position 413: 7.081350234699317e-05
Position 633: 7.035965459078573e-05
Position 1252: 6.673667901131914e-05
Position 150: 6.401127588409792e-05
Position 1467: 5.5309458113135414e-05
Position 9797: 4.2989411263578725e-05
Position 8668: 3.804761186095695e-05
Position 8796: 3.78812892098829e-05
Position 294: 3.7340584941438336e-05
Position 12272: 3.632247254085472e-05
Position 28: 2.756131658301747e-05
Position 1948: 2.709037382492313e-05
Position 1547: 2.389436281256758e-05
Position 47: 2.108679715695605e-05
Position 8939: 2.057598070403193e-05
Position 1240: 2.056001889645602e-05
Position 238: 1.919337377157793e-05
Position 575: 1.5307462398512954e-05
Position 898: 1.4694900430568247e-05
Position 9027: 1.3798984370320606e-05
Position 8970: 1.379076158970705e-05
Position 152: 1.3203814264070594e-05
Position 1318: 1.1587525195312701e-05
Position 92: 1.139693438552029e-05
Position 254: 1.076038143661816e-05
Position 231: 1.0620060226008766e-05
Position 36440: 1.0073301181274316e-05
Position 548: 8.596906326108361e-06
Position 8635: 8.559881059113188e-06
Position 12705: 7.95193701668395e-06
Position 9590: 7.362697489974043e-06
Position 2038: 7.193796087484327e-06
Position 8624: 7.029794100462311e-06
Position 8824: 5.350855279714201e-06
Position 209: 3.961198072444153e-06
Position 300: 3.3677422996007206e-06
Position 7255: 2.660128170624213e-06
Position 49: 2.5414599416776674e-06
Position 36393: 1.894232897417323e-06
Position 11228: 1.7556900637430775e-06
Position 591: 1.62496869902934e-06
Position 657: 1.4463325176455724e-06
Position 689: 6.827925262435232e-07
Position 8798: 3.4116393854947526e-07
Position 517: 3.2677619229892827e-07
Position 8990: 3.948637714359998e-08
Position 8656: 2.4862940645598586e-08
Position 8838: 1.083445295165405e-08
Position 9201: 5.039329998780794e-09
Position 8591: 4.734116767490592e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 29184: 0.9932265493147299
Position 8494: 0.9918730809586629
Position 11017: 0.9558463918600599
Position 35271: 0.9484653104721458
Position 19127: 0.9034510501087094
Position 34471: 0.820893533041815
Position 7077: 0.8069256663362231
Position 41005: 0.8041012731558332
Position 9607: 0.7637626602964491
Position 41565: 0.6670011223594352
Position 9922: 0.5571724071018356
Position 41252: 0.5487680873755256
Position 8666: 0.5257899450660222
Position 6919: 0.5254876477600036
Position 17603: 0.5132865747338446
Position 44411: 0.5006809933686271
Position 18012: 0.38865783154458583
Position 9346: 0.37525884253211106
Position 9901: 0.34755642460299513
Position 428: 0.32111948206755425
Position 15084: 0.22125010508607582
Position 10555: 0.2066491172882393
Position 44764: 0.19281544128328695
Position 18176: 0.1894975919752324
Position 19797: 0.16499496388060791
Position 17643: 0.13529258723441753
Position 10599: 0.12354136028451086
Position 19909: 0.1205418116578442
Position 41301: 0.10676827777399549
Position 7526: 0.10488924556378154
Position 19940: 0.10480148155324094
Position 9137: 0.08842680262530823
Position 9330: 0.08461846689498413
Position 9952: 0.08345311512653299
Position 7940: 0.0647734030033878
Position 5534: 0.05268937317717186
Position 7833: 0.052611304943031165
Position 42141: 0.05162822564202208
Position 19538: 0.05031330832591663
Position 43732: 0.04610798905673036
Position 41908: 0.039975496665813015
Position 42275: 0.038716957474987705
Position 34174: 0.038346630487407364
Position 35720: 0.03752129100846369
Position 10854: 0.03659353518526252
Position 689: 0.035449243417323945
Position 1801: 0.03477370713747473
Position 9031: 0.032943450684135185
Position 35233: 0.029845176371635924
Position 41838: 0.029077554669365555
Position 747: 0.02685261955758446
Position 25986: 0.022778402256072996
Position 10825: 0.022039458095911416
Position 9491: 0.021888388409037614
Position 8677: 0.02099415338009796
Position 8870: 0.020458447459263465
Position 9691: 0.019075420285974986
Position 9352: 0.01853829643250712
Position 17032: 0.017762555326617337
Position 41934: 0.01739685077081238
Position 35155: 0.014601816624948957
Position 9660: 0.013898553562712341
Position 3789: 0.013246864303264095
Position 399: 0.013205293377889213
Position 9396: 0.012874315543924325
Position 11538: 0.012202393449378414
Position 8759: 0.011940704214965863
Position 2152: 0.010979337029995768
Position 11692: 0.009809423823592988
Position 1947: 0.009764201477280458
Position 35859: 0.009619521112041108
Position 4366: 0.009489107933870969
Position 9102: 0.009473327040588422
Position 314: 0.008719847729631485
