Gene = Strip
index = 1528
Annotated 5SS: [ 173 4172 5962]
Annotated 3SS: [3269 4234 6028]
SMsplice 5SS: [ 173 4172]
SMsplice 3SS: [3269 4234]
top_k =  500
Partition function (log Z): -6.346960325052067

Sorted 5' Splice Sites (High to Low Probability):
Position 173: 0.9404230457280329
Position 4172: 0.9347967117432261
Position 5962: 0.39654585902373685
Position 4509: 0.34959333211110755
Position 2985: 0.0432178071108688
Position 6385: 0.03891318452186697
Position 240: 0.032937157455421695
Position 211: 0.023154608588799516
Position 4053: 0.02263512930353381
Position 2932: 0.015972587362852664
Position 2715: 0.01582622068329075
Position 5152: 0.010618509581736673
Position 2960: 0.009719864520922722
Position 6404: 0.008943488468656264
Position 5463: 0.008753625498843148
Position 5346: 0.008735948541073454
Position 5369: 0.008102523490743403
Position 1045: 0.007962619123646767
Position 2138: 0.007393246478631393
Position 4473: 0.005632549611771422
Position 4749: 0.00552306635615869
Position 4950: 0.0052020590452052365
Position 5096: 0.004342284338459566
Position 6392: 0.0037366087547339986
Position 1605: 0.0035483276021649186
Position 6076: 0.003244159092739447
Position 251: 0.0032061381733953535
Position 6007: 0.0029281705860877997
Position 6481: 0.0028336713148750586
Position 1991: 0.0026193004516544176
Position 4565: 0.002225388246667493
Position 1723: 0.0022243241338401874
Position 4649: 0.0016372238556029899
Position 5839: 0.0015668298787668044
Position 1126: 0.001532163192510458
Position 4306: 0.0014899190184022072
Position 6082: 0.0014841226924541377
Position 1028: 0.0014176957196392643
Position 4930: 0.0012891938252125414
Position 6252: 0.0010966212431288516
Position 2151: 0.0008929085329698329
Position 2744: 0.0005718891639005754
Position 5402: 0.0004327459465595235
Position 1784: 0.0002494686041283364
Position 2558: 0.0001796368911211083
Position 4367: 0.00014101456852795875
Position 299: 0.00010320559064080966
Position 4579: 5.859816892879677e-05
Position 4556: 4.8018687217686837e-05
Position 579: 4.2278523947295236e-05
Position 863: 3.343303700102069e-05
Position 3320: 2.9927379331148144e-05
Position 1034: 2.4155844376951627e-05
Position 2264: 2.1402838102846834e-05
Position 850: 1.9470435448340744e-05
Position 944: 1.8003562319443942e-05
Position 793: 1.4768473708297726e-05
Position 3966: 1.0488608889590197e-05
Position 283: 5.10582301269519e-06
Position 4668: 4.14568568712722e-06
Position 839: 3.922313066651716e-06
Position 2147: 2.964925005488228e-06
Position 629: 2.5821098537338315e-06
Position 526: 2.532116452938499e-06
Position 4532: 2.228817647526592e-06
Position 853: 1.5904629421486501e-06
