Gene = Alg10
index = 18
Annotated 5SS: [258 786]
Annotated 3SS: [314 849]
SMsplice 5SS: [258 786]
SMsplice 3SS: [314 849]
top_k =  500
Partition function (log Z): -5.717030379760572

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.9560939567373241
Position 786: 0.6901153502749948
Position 255: 0.013086289800868948
Position 684: 0.006577996188249489
Position 810: 0.006290018931729297
Position 1572: 0.005936112265612536
Position 765: 0.0029613811312567285
Position 421: 0.0014772628168476915
Position 680: 0.0012372219669312529
Position 518: 0.0011864759068973268
Position 801: 0.0011357924977406324
Position 174: 0.0011316795223068217
Position 982: 0.0008084586616769156
Position 481: 0.000765432733186202
Position 390: 0.0007383597221104437
Position 195: 0.00026298136499957356
Position 1079: 0.0002556456972973763
Position 1297: 0.0002277476578311133
Position 636: 0.00021389434648165962
Position 379: 0.000201036405715191
Position 585: 0.00017588926313668492
Position 314: 0.00016718648454202363
Position 719: 0.0001591029597747804
Position 1251: 0.000137623687142453
Position 1153: 0.00013203626083082735
Position 296: 0.00010140374703453043
Position 796: 9.856996387945542e-05
Position 522: 6.842561776595725e-05
Position 1159: 6.6259000237435e-05
Position 979: 5.663551004229318e-05
Position 723: 3.789668321907781e-05
Position 971: 3.543152167384994e-05
Position 1018: 3.493694449764107e-05
Position 1156: 3.088039622453766e-05
Position 1575: 2.2384401854105525e-05
Position 654: 2.070928137931595e-05
Position 652: 1.8733755435834078e-05
Position 149: 1.850132678724056e-05
Position 1177: 1.8303741383405826e-05
Position 750: 1.6825988881613113e-05
Position 1010: 1.6535677719358677e-05
Position 945: 1.4524395715855176e-05
Position 1515: 1.3202170892433402e-05
Position 1245: 1.2472357447518736e-05
Position 1083: 1.1392022782903882e-05
Position 949: 1.0244754178517213e-05
Position 135: 8.070749006264606e-06
Position 30: 7.326890513852395e-06
Position 678: 7.260519575892972e-06
Position 995: 5.7560319075481026e-06
Position 209: 4.181762824546965e-06
Position 708: 3.876124873732509e-06
Position 1530: 1.3108133535127595e-06
Position 1506: 9.810959049441114e-07
Position 144: 5.034498447970059e-07
Position 383: 2.3149768817435528e-07
Position 81: 2.0627908903897828e-07
Position 113: 1.6694611233372815e-07
Position 303: 1.5443244842225622e-07
Position 19: 1.0896631519179895e-07
Position 35: 7.530290361142839e-08
Position 5: 2.1300886641522774e-09
Position 593: 2.914722744833005e-10
Position 70: 2.771131823591667e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 314: 0.9494681517336357
Position 849: 0.7000993905976255
Position 872: 0.010024712745129562
Position 379: 0.009312445311791435
Position 1637: 0.006074902368870705
Position 1355: 0.0034916508967656862
Position 611: 0.002733495200803192
Position 547: 0.002356926458110234
Position 326: 0.002018786219337794
Position 617: 0.0012765781387394
Position 452: 0.0011275537541985455
Position 869: 0.001024655791654905
Position 1380: 0.0009381159632365056
Position 1099: 0.00054359570800325
Position 1083: 0.0004513276269791637
Position 224: 0.00040978147824128
Position 1026: 0.00027479310893952495
Position 614: 0.00020660427820201957
Position 1205: 0.00012643255193339796
Position 303: 5.290168796888453e-05
Position 1096: 4.650755644163947e-05
Position 457: 4.1545959026041194e-05
Position 668: 2.8858881081597554e-05
Position 412: 2.165255326758129e-05
Position 652: 1.7254117253818614e-05
Position 1112: 1.605983570255811e-05
Position 245: 1.330002062213511e-05
Position 758: 1.1920587427654962e-05
Position 915: 1.1501290190493075e-05
Position 1562: 5.007541498485092e-06
Position 417: 3.120101100759966e-06
Position 289: 2.98657174563759e-06
Position 420: 2.3447628463030465e-06
Position 78: 2.0999612188848347e-06
Position 292: 1.2154509252495575e-06
Position 209: 1.1423144391499985e-06
Position 93: 9.445491732609974e-08
Position 206: 2.1035486191210204e-09
Position 62: 3.9187446096687314e-10
Position 266: 1.5626410871365002e-11
Position 403: 9.347832069052171e-12
Position 506: 5.28481959735724e-12
