Gene = ATPsynB
index = 4
Annotated 5SS: [ 97 642]
Annotated 3SS: [312 733]
SMsplice 5SS: [642]
SMsplice 3SS: [733]
top_k =  500
Partition function (log Z): -4.697577165138446

Sorted 5' Splice Sites (High to Low Probability):
Position 642: 0.9622687147789245
Position 97: 0.26694636741484795
Position 234: 0.17871883160620014
Position 414: 0.07521177267021266
Position 225: 0.06127830825869422
Position 228: 0.050164556330108044
Position 29: 0.011676008519356986
Position 163: 0.0061368282808595635
Position 212: 0.004796555748390985
Position 215: 0.004595169169712234
Position 155: 0.004579988656354922
Position 894: 0.0038567759031378004
Position 495: 0.0036401760393197148
Position 196: 0.0034924428762203863
Position 620: 0.0024873435644102125
Position 559: 0.0009928679747931335
Position 139: 0.0007961899325742064
Position 443: 0.0007561737704963663
Position 657: 0.0005658966517373038
Position 663: 0.0005400788614947731
Position 646: 0.0005151672788579801
Position 571: 0.0004823840185992159
Position 923: 0.00044246638259566286
Position 440: 0.0003795248528711018
Position 499: 0.00032612987171783695
Position 187: 0.0003189605301826102
Position 947: 0.000210392007954173
Position 469: 0.00010584258422724686
Position 38: 9.868791969957087e-05
Position 1135: 9.476046234431803e-05
Position 150: 8.393764448891203e-05
Position 11: 7.323087654614548e-05
Position 71: 6.761740247486744e-05
Position 831: 5.4953340890826066e-05
Position 548: 4.4785224741368255e-05
Position 992: 3.485618272844071e-05
Position 1124: 3.375384998309797e-05
Position 137: 3.23096968918287e-05
Position 962: 2.6874673771968747e-05
Position 449: 1.5690327346879082e-05
Position 1060: 1.1971595240755475e-05
Position 609: 1.1803414087757075e-05
Position 1099: 1.0511655231231175e-05
Position 913: 9.781036208831842e-06
Position 1118: 9.210525005037259e-06
Position 418: 8.046956135858942e-06
Position 278: 6.1551278431461336e-06
Position 969: 4.828891972037257e-06
Position 296: 2.5605007649223525e-06
Position 1127: 1.9064349749805686e-06
Position 51: 1.7318524675940625e-06
Position 1094: 7.245559210453835e-07
Position 283: 3.589596689770706e-07
Position 534: 2.2953284511668034e-07
Position 889: 2.0275504024028354e-09
Position 471: 1.48483702581775e-09
Position 344: 9.763403328620323e-10
Position 330: 3.866537413603779e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 733: 0.9881081754394422
Position 312: 0.45076738339592637
Position 281: 0.11971864733726117
Position 524: 0.05827662231498264
Position 96: 0.0066768199027392346
Position 946: 0.004085228130208606
Position 464: 0.0040354635354097395
Position 527: 0.003923834941095275
Position 548: 0.003748884392413237
Position 163: 0.001896879644310934
Position 705: 0.0014145912228970994
Position 317: 0.0010340283918627306
Position 1039: 0.0005881307358168076
Position 121: 0.0004222934797129005
Position 754: 0.00039181029035890037
Position 351: 0.00036960970155639644
Position 1183: 0.0002763806614856245
Position 1036: 0.00020601440884761578
Position 877: 0.00018947088945239126
Position 599: 0.0001835557166072373
Position 1023: 0.00014663882113046832
Position 978: 0.00013499894833821435
Position 556: 9.716593932773352e-05
Position 596: 6.0140651906316395e-05
Position 1042: 5.680987250719502e-05
Position 413: 4.7512138207060605e-05
Position 922: 3.608546385681994e-05
Position 212: 2.8373732497054952e-05
Position 449: 2.250803056014501e-05
Position 542: 1.8294734640178895e-05
Position 1124: 1.0269343632758202e-05
Position 808: 1.0033968247092204e-05
Position 928: 7.169908559617962e-06
Position 778: 6.738679551003026e-06
Position 982: 5.525419041810066e-06
Position 392: 5.292756796207424e-06
Position 1155: 4.727547186246497e-06
Position 129: 4.144311462037859e-06
Position 620: 2.5515905731112415e-06
Position 985: 2.3193970533806574e-06
Position 79: 2.071681580175434e-06
Position 383: 1.3541745260406036e-10
Position 81: 5.978169384731597e-11
