Gene = Trl
index = 1567
Annotated 5SS: [3208 4146 6965 7419 7839]
Annotated 3SS: [3718 6498 7082 7577 9273]
SMsplice 5SS: [ 482 4146 6965 7419 7716]
SMsplice 3SS: [ 3718  6498  7082  7577 11004]
top_k =  500
Partition function (log Z): 2.7598751817867395

Sorted 5' Splice Sites (High to Low Probability):
Position 7419: 0.9864304079967898
Position 6965: 0.9675089163420673
Position 4146: 0.9312559989872554
Position 7716: 0.9097773101495972
Position 1407: 0.31410153937399937
Position 227: 0.23479751060356596
Position 8351: 0.21055403887734223
Position 5799: 0.19022101847517117
Position 991: 0.1855783474434398
Position 2167: 0.14215500511606102
Position 83: 0.1393775134417243
Position 486: 0.13402276720406037
Position 309: 0.09855459061392088
Position 55: 0.09579317443612165
Position 372: 0.0764862923828985
Position 6589: 0.06777222809644096
Position 3638: 0.06398974184185932
Position 10719: 0.06374033266704623
Position 8468: 0.03707331894059227
Position 3208: 0.03701274795220531
Position 9738: 0.0337896959765094
Position 9901: 0.02868570054736907
Position 360: 0.023961446216826974
Position 330: 0.019935734934681214
Position 5745: 0.01953053222736555
Position 9477: 0.017391759012520984
Position 9783: 0.017309614975882858
Position 7035: 0.01508147711703209
Position 2373: 0.014420543981490178
Position 7244: 0.01379186658058684
Position 1420: 0.011420188854377998
Position 115: 0.011391113809700376
Position 9917: 0.011090193427982311
Position 9513: 0.010616459216227087
Position 1749: 0.010135632654000424
Position 62: 0.008065070391757731
Position 5066: 0.0068493177026359145
Position 11333: 0.006824751881381413
Position 11244: 0.0062971422820312555
Position 9484: 0.006127853612989982
Position 537: 0.006109552124781433
Position 511: 0.005842592445986056
Position 949: 0.0057570424991957095
Position 1187: 0.005379015008911275
Position 7725: 0.004660173945244123
Position 6949: 0.004236674440028261
Position 5795: 0.004123909240643196
Position 8876: 0.003647073316696741
Position 1061: 0.0035558064194168076
Position 2104: 0.0035273786112014283
Position 1431: 0.0030663526758783434
Position 5444: 0.002329249640021929
Position 1753: 0.00230342816387364
Position 2350: 0.00225713359332748
Position 585: 0.00221317168915213
Position 8759: 0.002026066130723841
Position 2160: 0.002002899196684626
Position 452: 0.0019442538521895793
Position 10685: 0.0018188581198655413
Position 2430: 0.001565405700066636
Position 7839: 0.0015558413362412088
Position 8866: 0.0013429139186739124
Position 2137: 0.001301424948171207
Position 1067: 0.0011585082620345656
Position 8899: 0.0010769826638820314
Position 6163: 0.0008852624726313328
Position 267: 0.0008003165982217246
Position 12: 0.0007574442642781947
Position 9171: 0.0007416044785725116
Position 572: 0.0007222317001077787
Position 6670: 0.0006667753059972191
Position 9192: 0.0006385154706724984
Position 3799: 0.0006275785658966761
Position 975: 0.000624296538825103
Position 5095: 0.0005649301106246009
Position 8583: 0.0005566250026111752
Position 6986: 0.00046299099063759646
Position 7172: 0.0004149112643189434
Position 4686: 0.0004123954188056939
Position 602: 0.00040055690801245504
Position 1880: 0.0003947349024701329
Position 7286: 0.00039369186022375404
Position 1136: 0.00037821838284971465
Position 8589: 0.0003512611509919784
Position 4479: 0.0003307357796413844
Position 8913: 0.0003126732898479067
Position 8904: 0.0002730770919322949
Position 760: 0.00027298840880757394
Position 6793: 0.0002653705814584087
Position 4157: 0.00024903455627170754
Position 6907: 0.00023384981751623004
Position 771: 0.0002000402198133691
Position 7458: 0.00017019091692068572
Position 704: 0.00016915131248511852
Position 4599: 0.00015911466785884336
Position 3849: 0.00015797492490952155
Position 7908: 0.00015094137155063794
Position 8938: 0.00012186870582564674
Position 16: 0.00012022069248545105
Position 1064: 0.00011545885364868171
Position 1745: 0.000115154264512732
Position 1229: 0.00011009425521766057
Position 8250: 9.55594295662661e-05
Position 593: 8.834453458210526e-05
Position 1191: 8.791309639548857e-05
Position 999: 8.777785553239677e-05
Position 7435: 7.666631222329882e-05
Position 6993: 6.978474471622568e-05
Position 8542: 6.245886484729841e-05
Position 1054: 5.199667427384244e-05
Position 6781: 5.099814360737443e-05
Position 1611: 5.0708987877790126e-05
Position 965: 4.779826251002938e-05
Position 6969: 3.6271162763444235e-05
Position 7787: 2.6138060735201895e-05
Position 6874: 2.487837946957088e-05
Position 8521: 2.1977971363480475e-05
Position 7475: 2.0451221950438847e-05
Position 7367: 1.586751697912874e-05
Position 7437: 1.5359226433158153e-05
Position 1549: 1.4796530133676751e-05
Position 7697: 1.1783771220938747e-05
Position 7423: 1.0361891673828544e-05
Position 8316: 1.0350137800649527e-05
Position 7720: 9.419418528169513e-06
Position 156: 9.153009339793474e-06
Position 546: 8.870844683959908e-06
Position 8800: 8.825636379881804e-06
Position 7256: 6.571736188935362e-06
Position 8539: 6.520227401732455e-06
Position 8093: 4.413174595400947e-06
