Gene = exex
index = 1697
Annotated 5SS: [1100 2236]
Annotated 3SS: [1964 2370]
SMsplice 5SS: [1100 2236]
SMsplice 3SS: [1964 2370]
top_k =  500
Partition function (log Z): 6.27060146722856

Sorted 5' Splice Sites (High to Low Probability):
Position 2236: 0.9984232384261286
Position 1100: 0.9917134921513332
Position 1778: 0.17788212970401823
Position 1843: 0.12344752786262712
Position 1899: 0.10478624819463796
Position 883: 0.02683274905894628
Position 1774: 0.01728403591338746
Position 3177: 0.01507080131522855
Position 2993: 0.011310022284886303
Position 1873: 0.0081072806631255
Position 1613: 0.007754828603437296
Position 1796: 0.00392428228506398
Position 2995: 0.0033381619311606036
Position 68: 0.0032489908836519756
Position 72: 0.0029133228020595424
Position 2042: 0.002893907165506042
Position 1268: 0.002114263159192125
Position 2769: 0.0017279050366511976
Position 1262: 0.0015979301148193496
Position 104: 0.0013134998501198487
Position 2626: 0.0010516506900298621
Position 2240: 0.001040417182351201
Position 1104: 0.0009242007072331244
Position 80: 0.000825423590966199
Position 94: 0.0007176932970863788
Position 511: 0.0006715213020039209
Position 2565: 0.0006625073309397733
Position 106: 0.0006371928929777322
Position 145: 0.0006210534660761152
Position 1700: 0.0006093852160183253
Position 1067: 0.0005452966649163861
Position 1428: 0.0005418041301981191
Position 709: 0.0005352564157041452
Position 562: 0.0005114283729506508
Position 3141: 0.00048028425727017027
Position 2094: 0.00045724145746736135
Position 3105: 0.0004320543696836019
Position 2982: 0.0003750055346336562
Position 823: 0.00035946963761369926
Position 3173: 0.0002864370693505835
Position 447: 0.0002777682269196692
Position 2186: 0.00026810532329468387
Position 1747: 0.0002621624249755759
Position 2999: 0.00024891012057879215
Position 2753: 0.0002449322738105055
Position 3005: 0.00023455058547079517
Position 1807: 0.00022280698743937027
Position 613: 0.00022274839939955137
Position 481: 0.00021357237095882524
Position 1152: 0.00020610498793438087
Position 1711: 0.00020336081094771334
Position 633: 0.00019233369331008693
Position 2872: 0.00017930823358289154
Position 2272: 0.000171387800016155
Position 1776: 0.0001642708294635184
Position 2076: 0.00016282900380629528
Position 96: 0.00014200509084694925
Position 2984: 0.00010689893499088385
Position 2905: 0.00010018306921059605
Position 478: 9.510034081085775e-05
Position 2846: 9.334192687166652e-05
Position 1409: 9.173770022489932e-05
Position 552: 8.783675799082288e-05
Position 3168: 8.726259590535222e-05
Position 606: 7.57820985044358e-05
Position 56: 7.401222137890599e-05
Position 2593: 7.248681558145254e-05
Position 2281: 7.103484451819832e-05
Position 2603: 6.686929282470761e-05
Position 2018: 6.585559423816482e-05
Position 3130: 5.414329408445859e-05
Position 1726: 5.0531171671609296e-05
Position 1782: 4.427851517242839e-05
Position 251: 4.231635332283937e-05
Position 508: 4.154757075316994e-05
Position 2760: 4.006143099103181e-05
Position 2922: 3.506047478499652e-05
Position 2824: 3.2192290298556975e-05
Position 1528: 2.939387321793544e-05
Position 292: 2.3675407822370146e-05
Position 397: 2.3526897992499663e-05
Position 2809: 1.9841922505111328e-05
Position 2812: 1.7572406000320166e-05
Position 517: 1.544446404524988e-05
Position 778: 1.4816974699718086e-05
Position 310: 1.2043538984672398e-05
Position 3059: 1.1705276873659108e-05
Position 537: 1.1568681636608187e-05
Position 164: 1.03021678555967e-05
Position 2573: 1.0062207489268418e-05
Position 235: 9.548281824808369e-06
Position 66: 9.500849344347892e-06
Position 2997: 8.537076896357266e-06
Position 1805: 8.167149742992059e-06
Position 878: 6.456058911759208e-06
Position 23: 6.109718650723332e-06
Position 1760: 5.799357813212775e-06
Position 3216: 5.763498582199707e-06
Position 472: 5.47293613731713e-06
Position 1235: 5.4162865884378815e-06
Position 2887: 4.725317441970659e-06
Position 3206: 4.486291442408231e-06
Position 903: 4.09961636686058e-06
Position 2976: 4.028890237793935e-06
Position 173: 3.7481034621487663e-06
Position 1219: 2.8712623401853873e-06
Position 3197: 2.7816045210983024e-06
Position 1306: 2.5282225505054576e-06
Position 2613: 2.2346332376079667e-06
Position 28: 2.0432829795637463e-06
Position 1250: 1.6870759716262154e-06
Position 1094: 1.660345709772554e-06
Position 741: 1.6212107150844514e-06
Position 9: 1.2445148901772915e-06
Position 598: 1.0194937245104232e-06
Position 195: 9.455660878726981e-07
Position 3224: 7.902958439473825e-07
Position 2794: 3.284983731734368e-07
Position 2346: 7.091315197551276e-08
Position 1363: 5.214189654336506e-08
Position 412: 3.149121063157879e-08
Position 6: 1.820358002753755e-08
Position 1199: 1.6511825445638565e-08
Position 1081: 7.724952859648165e-10
Position 2064: 1.583262893204486e-10
Position 197: 1.7582205955623068e-11
Position 187: 1.5070492899735696e-11
Position 2015: 9.929377522468701e-12
Position 2397: 3.2384422687496934e-12
Position 2381: 2.3013057751282594e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.991330307165705
Position 2370: 0.9732099997822696
Position 1511: 0.1659590097305107
Position 1306: 0.1238040645622382
Position 1541: 0.11591090309625919
Position 944: 0.020722286463172583
Position 3233: 0.019237747490930563
Position 1421: 0.018361996207750704
Position 2403: 0.01823333064589853
Position 3049: 0.01702276922425668
Position 1394: 0.008187343808410758
Position 2306: 0.007433298173403022
Position 990: 0.00539153642301187
Position 708: 0.00531606915849571
Position 2120: 0.004789152157063976
Position 1631: 0.004003030768650626
Position 1409: 0.0035627225157215422
Position 2155: 0.0024594693918680985
Position 1733: 0.0022990930674681577
Position 1261: 0.0018999175107048982
Position 206: 0.0018942678844765118
Position 150: 0.0017601991316295578
Position 1637: 0.0015897981888894535
Position 143: 0.0014477616609914216
Position 1213: 0.0007771937377726268
Position 1739: 0.0007749963332569801
Position 187: 0.0007696302962368433
Position 1267: 0.0004038879806643759
Position 178: 0.0003910142038267726
Position 3329: 0.0003788631951832523
Position 823: 0.000333119332765193
Position 3082: 0.00025465038394971825
Position 1997: 0.00024468529205074873
Position 2158: 0.0002426023236820929
Position 379: 0.00023910707199788258
Position 1969: 0.00023893791646181333
Position 1146: 0.0002374811350353337
Position 2643: 0.00018730596039359286
Position 2887: 0.00018512250158386499
Position 893: 0.0001844955694775372
Position 2625: 0.00016921995962029034
Position 268: 0.00011609245443958161
Position 537: 9.810550498804685e-05
Position 2009: 8.683034193045812e-05
Position 1648: 8.468967414054481e-05
Position 1664: 7.487874825761433e-05
Position 878: 6.955617908627115e-05
Position 1166: 6.844822874190902e-05
Position 1919: 6.538181401345932e-05
Position 1933: 5.432266568923203e-05
Position 2058: 5.3402145548939845e-05
Position 778: 5.234039744956151e-05
Position 2129: 5.2208201990041926e-05
Position 278: 5.053661629820858e-05
Position 2526: 5.051658521186418e-05
Position 1774: 4.8343482453575816e-05
Position 195: 4.674071101391954e-05
Position 1903: 3.636811834572282e-05
Position 408: 3.39193065120976e-05
Position 1178: 3.1687399310771375e-05
Position 1642: 2.861450247588459e-05
Position 1219: 2.305712984322901e-05
Position 438: 2.1297811687080165e-05
Position 232: 2.0892109728059832e-05
Position 235: 1.9893801129536534e-05
Position 1796: 1.7867594256652435e-05
Position 386: 1.661526961716846e-05
Position 173: 1.4734833344070082e-05
Position 866: 1.3762001206825038e-05
Position 998: 1.3143138381067867e-05
Position 2824: 1.1646917958186579e-05
Position 338: 1.1145526574890526e-05
Position 2028: 1.0808438346945925e-05
Position 2676: 9.585315901074023e-06
Position 1161: 9.328359624662836e-06
Position 145: 9.213386816271481e-06
Position 1971: 9.060043126693334e-06
Position 3168: 9.050010887709442e-06
Position 488: 6.901640242085404e-06
Position 310: 6.142555460676678e-06
Position 2619: 5.004158970249936e-06
Position 2136: 4.7965678843177245e-06
Position 3317: 4.784008017907761e-06
Position 827: 4.445778332713945e-06
Position 2631: 2.4212529983677677e-06
Position 305: 2.000483377971063e-06
Position 397: 1.876475334970414e-06
Position 1829: 1.8382008941470253e-06
Position 1817: 1.54507036965476e-06
Position 2204: 1.3363492636278116e-06
Position 1199: 1.04261526902802e-06
Position 317: 5.62644503158378e-07
Position 289: 4.4829350889774033e-07
Position 611: 3.2489467489093584e-07
Position 1063: 3.1375851650841267e-07
Position 292: 3.0947624725378005e-07
Position 350: 2.633191872217506e-07
Position 286: 2.283329738659128e-07
Position 238: 1.811849353009569e-07
Position 121: 1.5163983873454538e-07
Position 1661: 3.235341349971541e-11
Position 2658: 2.6141598631129496e-11
Position 2493: 1.5318630198701924e-11
Position 2559: 3.7778576796328186e-12
