Gene = Tig
index = 1561
Annotated 5SS: [ 183 1051 4625 5653 7754]
Annotated 3SS: [ 789 1358 4692 5725 7811]
SMsplice 5SS: [ 183 1051 2198 4625 5653 7754]
SMsplice 3SS: [ 789 1358 4330 4692 5725 7811]
top_k =  500
Partition function (log Z): 10.988265205656464

Sorted 5' Splice Sites (High to Low Probability):
Position 5653: 0.998203960913211
Position 1051: 0.9934360420430075
Position 4625: 0.9908450280755059
Position 7754: 0.8750892487220013
Position 183: 0.8213907323795452
Position 2198: 0.7583728874970962
Position 1559: 0.16298996079307468
Position 7914: 0.11548013300260555
Position 65: 0.09830246889009472
Position 2391: 0.044740543189871765
Position 7932: 0.04391850922787483
Position 703: 0.02710269572410174
Position 3311: 0.01815069437097787
Position 1288: 0.013762678752496621
Position 4241: 0.012701820568475526
Position 6939: 0.009701635739520098
Position 6895: 0.008451153634336269
Position 6648: 0.0053841517595570355
Position 231: 0.004960155997630939
Position 74: 0.004482745408187882
Position 518: 0.003533320226237249
Position 6194: 0.0032233544559675995
Position 4902: 0.0031853164445503515
Position 83: 0.003114584110643786
Position 171: 0.0029200485510289522
Position 6605: 0.0026868962328514797
Position 7877: 0.002672035226419918
Position 5791: 0.002442415863939685
Position 7157: 0.002433115534469003
Position 1136: 0.0020728892402776034
Position 1985: 0.0019435820281701885
Position 1188: 0.0018948326311759751
Position 7911: 0.0018630245258277384
Position 4777: 0.0018580236194882512
Position 1304: 0.0017406948576769888
Position 1607: 0.0016824322798777256
Position 963: 0.001626195312226709
Position 6527: 0.001564461774763564
Position 5641: 0.0014938998242483251
Position 227: 0.0013799622179065736
Position 6315: 0.0012896654997011172
Position 6522: 0.0012346690737305413
Position 5243: 0.0012342659400736808
Position 7918: 0.0011960987675566455
Position 6321: 0.0011913459812922089
Position 1814: 0.0011707199005790024
Position 1634: 0.0011662629519866598
Position 5816: 0.0011150892416613297
Position 511: 0.0010627819518035364
Position 2473: 0.0010560026326666468
Position 1267: 0.0010548714674187968
Position 630: 0.0009210593999205356
Position 1238: 0.0008736299780971144
Position 470: 0.0008030186850686955
Position 5344: 0.0007086987675584447
Position 4629: 0.0006618815663485289
Position 1164: 0.0006336623000493725
Position 7154: 0.0006322357530169916
