Gene = Mip
index = 1279
Annotated 5SS: [287]
Annotated 3SS: [3610]
SMsplice 5SS: [100]
SMsplice 3SS: [3610]
top_k =  500
Partition function (log Z): -6.7976727005137185

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.5467287052848092
Position 287: 0.4479876485721791
Position 3049: 0.09128673910833744
Position 4139: 0.049862144428459605
Position 3683: 0.028393244534608314
Position 363: 0.007434355601892423
Position 134: 0.0074261914318575345
Position 3411: 0.006635172632296899
Position 4266: 0.004970071545438459
Position 294: 0.004218726173698724
Position 1177: 0.003909061509214067
Position 3757: 0.0027149840141016722
Position 4527: 0.0025793088960243044
Position 3904: 0.0024298099201239447
Position 2390: 0.0015957117258221978
Position 4315: 0.0015058177637799566
Position 376: 0.0014659201785402578
Position 939: 0.0011214718851664455
Position 4326: 0.0009319597324094278
Position 4305: 0.0009288074924196838
Position 26: 0.0008507213299667015
Position 3510: 0.0006144886772440436
Position 876: 0.0005368132441290103
Position 1222: 0.00043167166404807527
Position 3760: 0.00042916386796128036
Position 373: 0.00042435822607395253
Position 4497: 0.0004210078032374187
Position 884: 0.00035198708162321204
Position 2533: 0.0003452574340877757
Position 3789: 0.00033398018699081107
Position 699: 0.00033264148162965126
Position 3312: 0.00032449556814884996
Position 388: 0.0002890896561298949
Position 4122: 0.00027204787901097943
Position 3701: 0.00025565557800219236
Position 2165: 0.00021735210977585236
Position 2115: 0.00021266942543303428
Position 318: 0.0001982679415600566
Position 744: 0.00018055346179481383
Position 211: 0.00016463733963423177
Position 254: 0.00016392790670467197
Position 736: 0.00014593499030039726
Position 558: 0.00014248262026921434
Position 3277: 0.0001344197130867412
Position 856: 0.00012150138596448589
Position 3282: 0.00011823135644913826
Position 2146: 0.00010880847310837404
Position 1183: 9.407329073894454e-05
Position 1600: 7.726092347243523e-05
Position 922: 7.374609013900961e-05
Position 2730: 7.196101156831006e-05
Position 1186: 6.728431454523154e-05
Position 185: 5.7802758287048936e-05
Position 2149: 4.891037299512456e-05
Position 95: 4.617664532961336e-05
Position 1181: 4.545696562448572e-05
Position 602: 4.396258614689137e-05
Position 291: 4.285540298940575e-05
Position 1010: 4.1209949422147256e-05
Position 282: 3.956769788691788e-05
Position 84: 3.0216957308964478e-06
Position 719: 2.5095687305792917e-06
Position 690: 1.9820161632084583e-06
Position 630: 1.5455189489558851e-06
Position 1818: 1.5097177827924097e-06
Position 1594: 1.3727141943874962e-06
Position 298: 1.2215972198827647e-06
Position 560: 1.1740071816122752e-06
Position 1591: 1.026509142849833e-06
Position 529: 9.128250537155447e-07
Position 162: 8.552626778802198e-07
