Gene = sgl
index = 1870
Annotated 5SS: [ 362 2948]
Annotated 3SS: [2808 3430]
SMsplice 5SS: [ 362 2948]
SMsplice 3SS: [2808 3430]
top_k =  500
Partition function (log Z): -3.7431173174264334

Sorted 5' Splice Sites (High to Low Probability):
Position 2948: 0.998274854873745
Position 362: 0.8428565853481743
Position 1002: 0.44362361209925816
Position 1471: 0.28185001690980327
Position 2392: 0.20588048946808496
Position 995: 0.043572758334364144
Position 2551: 0.041143566950173474
Position 3378: 0.03727624392092146
Position 3287: 0.03161558564753004
Position 636: 0.024649021626041753
Position 2407: 0.020930242956752793
Position 640: 0.020765421505305224
Position 760: 0.017994092183875123
Position 1189: 0.01660126747150431
Position 3115: 0.016215515851724756
Position 676: 0.013178355054784983
Position 810: 0.008775753617647635
Position 967: 0.008512222384988279
Position 1698: 0.007984642497186488
Position 1595: 0.006050668797888001
Position 4345: 0.005023406667224585
Position 2384: 0.0046970084153968635
Position 218: 0.004212950531271812
Position 788: 0.003933342336370179
Position 2396: 0.003865139030393141
Position 392: 0.0034132350445712136
Position 1496: 0.002430371698824652
Position 2524: 0.0016636172213315955
Position 4591: 0.0015484679590550233
Position 471: 0.0013273001626151733
Position 2534: 0.0009517037848991255
Position 200: 0.0009387340578767155
Position 4647: 0.0007651656380717713
Position 1721: 0.0005810352323392862
Position 1050: 0.0005244234283168495
Position 249: 0.0005044027975526702
Position 4777: 0.00046383368826922154
Position 4612: 0.0004343455704160921
Position 366: 0.00042846075075393924
Position 4303: 0.00041950486948785987
Position 1475: 0.00041816320539420586
Position 476: 0.0003321257177316551
Position 2959: 0.0003289150468497215
Position 482: 0.0002645421330808991
Position 480: 0.0002525220570000236
Position 290: 0.00023951125588415797
Position 478: 0.00023330567635544008
Position 484: 0.0002276792924056196
Position 3296: 0.00018961848558051624
Position 2013: 0.00018065015300785208
Position 396: 0.00016113915763404444
Position 3119: 0.0001368220473696487
Position 302: 0.00013147435987702217
Position 1084: 0.00012085580654201893
Position 474: 0.00010854232258374852
Position 614: 0.00010746154075788412
Position 420: 9.866107067694175e-05
Position 1449: 9.862765706517774e-05
Position 34: 9.673672969870688e-05
Position 4362: 7.969228518140461e-05
Position 3224: 7.931903335288852e-05
Position 388: 7.11787854746606e-05
Position 103: 6.952603584235854e-05
Position 263: 6.446385585129344e-05
Position 422: 5.8198899840125116e-05
Position 426: 5.704018165466089e-05
Position 424: 5.4928919999039156e-05
Position 1793: 5.131683663383588e-05
Position 2952: 4.762592043051952e-05
Position 857: 4.0906099416935314e-05
Position 1089: 3.8974026724853074e-05
Position 237: 3.7830036700753536e-05
Position 346: 3.374525192452838e-05
Position 2911: 2.5441989299872443e-05
Position 829: 2.2234690101256316e-05
Position 331: 2.1098144740193437e-05
Position 912: 1.688741301849801e-05
Position 106: 9.046998143608935e-06
Position 1318: 8.925109310933955e-06
Position 915: 7.5543989426734986e-06
Position 29: 4.118622931439992e-06
Position 486: 3.2983950749635603e-06
Position 407: 2.9296438925306656e-06
Position 7: 2.7749247000398014e-06
Position 4: 1.5549666047837678e-07
Position 684: 1.3832724101842037e-07
Position 488: 4.7913786294809876e-08
Position 514: 3.489061311778667e-08
Position 242: 3.239175298664242e-08
Position 561: 2.6936489492217507e-08
Position 202: 2.524916617781997e-08
Position 428: 2.4424785618710822e-08
Position 430: 6.911706428680304e-09
Position 415: 6.591343028557303e-09
Position 516: 2.179356464120849e-09
Position 13: 2.258298084330305e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3430: 0.9345738411603002
Position 2627: 0.5221762139321126
Position 2808: 0.3824009124239632
Position 1112: 0.3609747369260737
Position 875: 0.3406623064907871
Position 818: 0.08163718224121572
Position 857: 0.07887175384163787
Position 1548: 0.06513641038686954
Position 3002: 0.05751710483060196
Position 910: 0.04451806912356646
Position 3177: 0.04117370943907682
Position 2201: 0.025534556201369477
Position 1520: 0.024095973210117957
Position 3020: 0.020933074390748114
Position 1841: 0.01705547174245206
Position 2080: 0.0164325799853742
Position 3398: 0.014050790882375182
Position 879: 0.010714446466421026
Position 2230: 0.009564596601377305
Position 1689: 0.006295890985740249
Position 4410: 0.005960514128184629
Position 2465: 0.005850137115012936
Position 1652: 0.005320206508109202
Position 1156: 0.0050858093799998165
Position 3148: 0.0044440413739702
Position 698: 0.004168563078670878
Position 2163: 0.0039008240193469574
Position 915: 0.003668405875911566
Position 561: 0.003566113491597271
Position 3370: 0.002808335584312614
Position 1884: 0.0027594758107575943
Position 966: 0.00243000503744928
Position 1745: 0.002422872103127552
Position 1551: 0.0023557353626808613
Position 4672: 0.0023365979550801
Position 2156: 0.0016223253893967566
Position 1715: 0.0016121039768098942
Position 3043: 0.0013891814521906787
Position 4723: 0.00131672689730776
Position 1384: 0.0012672910302126625
Position 3407: 0.0009692735409913303
Position 436: 0.0009363648696645795
Position 3436: 0.0009072244775435247
Position 3081: 0.0008185302849561695
Position 4853: 0.0007615838523459491
Position 5016: 0.0006827666357894753
Position 4955: 0.0006573160945894025
Position 4808: 0.0005347743935139709
Position 1142: 0.00045388127541049275
Position 636: 0.0004528183259570165
Position 3217: 0.0004474227882852155
Position 1045: 0.0004029064089795539
Position 676: 0.0003497867405070524
Position 3105: 0.0002841302684047798
Position 4077: 0.0002492449482680182
Position 1891: 0.0002453067922978303
Position 767: 0.0002445327535530155
Position 3183: 0.00022834790301227433
Position 1613: 0.0002166276478967138
Position 502: 0.00019128166147526357
Position 684: 0.00018286465328865316
Position 1812: 0.0001555854381852429
Position 1668: 0.0001463421966131509
Position 4239: 0.0001420141853672416
Position 3847: 0.00014127041044832386
Position 3110: 0.00014099569351654577
Position 1591: 0.00013638523857052866
Position 4906: 0.00011062304836078445
Position 3816: 8.816228188176272e-05
Position 3296: 8.050539998425167e-05
Position 4506: 7.943083966993458e-05
Position 4488: 7.652011634242123e-05
Position 1436: 7.647554668469189e-05
Position 1765: 6.542962320384641e-05
Position 1038: 6.109173076126247e-05
Position 3492: 5.171517163396638e-05
Position 777: 3.242153080417145e-05
Position 3466: 2.3521311669376682e-05
Position 1181: 2.1772293047259938e-05
Position 3287: 1.7286743378802207e-05
Position 3239: 1.6833704710293612e-05
Position 600: 1.113686883070843e-05
Position 829: 8.68763350916171e-06
Position 994: 5.258882727292591e-06
Position 310: 6.673638404323648e-07
Position 64: 6.39183107507781e-07
Position 403: 4.799086053461315e-07
Position 470: 2.2473769721905548e-07
Position 708: 2.1685349865819584e-07
Position 123: 1.581952622981492e-07
Position 720: 1.4030081676619673e-07
Position 197: 7.160118020433869e-08
Position 217: 6.725393332942745e-08
Position 331: 6.38841691580134e-08
Position 132: 4.698243195265261e-08
Position 103: 4.2854199709063226e-08
Position 94: 4.0678816180148937e-08
Position 187: 2.9362969874699855e-08
Position 129: 2.618475191396842e-08
Position 474: 1.5032485671957257e-08
Position 438: 5.731241154526384e-09
Position 407: 2.8594818929868934e-09
Position 458: 1.307703631547414e-10
