Gene = bur
index = 1636
Annotated 5SS: [ 354 2113 2479 3013 3175 3677 3943 4404 4651]
Annotated 3SS: [2004 2173 2711 3077 3306 3749 4001 4458 4707]
SMsplice 5SS: [ 354 2113 2479 3013 3175 3677 3943 4404 4651]
SMsplice 3SS: [1723 2173 2711 3077 3306 3749 4001 4458 4707]
top_k =  500
Partition function (log Z): 26.03090709552559

Sorted 5' Splice Sites (High to Low Probability):
Position 4651: 0.9981851168599223
Position 4404: 0.9973058571371456
Position 2113: 0.9943046004996273
Position 3677: 0.9845944177595694
Position 3013: 0.9844993785236308
Position 2479: 0.9698405161729189
Position 3175: 0.8695979665783427
Position 354: 0.7431649231260226
Position 3947: 0.529503386978625
Position 1782: 0.44031649437583176
Position 3970: 0.26069085818062393
Position 1501: 0.22457672742466192
Position 2767: 0.1649203194342415
Position 1647: 0.13456441103570937
Position 3246: 0.06316363335165155
Position 203: 0.049650081716440496
Position 592: 0.04005340633326488
Position 1786: 0.03856564858132837
Position 1614: 0.032077387504614994
Position 1953: 0.022845341580330688
Position 3165: 0.02002165720668629
Position 3519: 0.019179121483998605
Position 199: 0.017271976660019967
Position 3502: 0.015572472081768587
Position 2833: 0.015476648150817724
Position 5106: 0.012751088890475782
Position 1035: 0.01025534428642211
Position 3621: 0.009530560774636015
Position 5134: 0.007411466052192911
Position 1488: 0.0061512165496186285
Position 4174: 0.005714983514920143
Position 3007: 0.005661492547273854
Position 1955: 0.005592998183758654
Position 3531: 0.004387241359942254
Position 207: 0.004257280524701536
Position 2607: 0.004223463439286715
Position 3183: 0.004089741515802835
Position 4290: 0.0035108894067719834
Position 3691: 0.003121081639763413
Position 2189: 0.002841531682346919
Position 3964: 0.0028083585183124307
Position 2595: 0.0026946261736154444
Position 2184: 0.002459088145470512
Position 286: 0.0021272808386146548
Position 2103: 0.002016998768945861
Position 3998: 0.0019674782002524612
Position 2992: 0.0018832247983877504
Position 598: 0.0018673748046604299
Position 2984: 0.0017166577878518611
Position 3137: 0.00158978529818446
Position 666: 0.0015601115849636271
Position 5390: 0.0015068601251921733
Position 4764: 0.0014829981470884433
Position 4655: 0.0013945247401548461
Position 2913: 0.001311306905458722
Position 1907: 0.0012097232468254106
Position 1121: 0.0011917559860062435
Position 1433: 0.001168172398269006
Position 5084: 0.0011449702340697433
Position 1268: 0.0011290903635534492
Position 2851: 0.0009207277460621647
Position 891: 0.0008139885543146255
Position 3463: 0.000812903607712491
Position 201: 0.0007839316080172431
Position 588: 0.0007546036749836144
Position 1278: 0.000651807151102881
Position 2600: 0.000635762806472455
Position 2869: 0.000630836392495527
Position 3108: 0.0005937009285842897
Position 1797: 0.0005720347412946555
Position 4813: 0.0005608329022397816
Position 4068: 0.0005394971330511871
