Gene = Mrtf
index = 1286
Annotated 5SS: [ 4914 37892 38117 41860]
Annotated 3SS: [37066 37975 41793 42477]
SMsplice 5SS: [  279 37892 38117 41860]
SMsplice 3SS: [37066 37975 41793 42477]
top_k =  500
Partition function (log Z): -7.402770960095818

Sorted 5' Splice Sites (High to Low Probability):
Position 37892: 0.999740512705177
Position 38117: 0.9958938903236692
Position 41860: 0.9386367673397324
Position 279: 0.8177922936184494
Position 38477: 0.5450875646594034
Position 911: 0.34771360634563453
Position 43369: 0.29753084957766407
Position 402: 0.17591930241849713
Position 42359: 0.13438002711479777
Position 14532: 0.11387738996605909
Position 41712: 0.055556270916660294
Position 39252: 0.05342140950782544
Position 43192: 0.048019813047780545
Position 48376: 0.03231996022656309
Position 43140: 0.017980151983837
Position 39065: 0.015327726950111042
Position 42417: 0.012060219440663409
Position 39049: 0.007949537933391563
Position 44928: 0.006782051795329746
Position 40826: 0.005938007517259119
Position 42145: 0.004761269089578477
Position 41681: 0.004194516288397386
Position 356: 0.003881389581596764
Position 39256: 0.0033832587468893382
Position 38138: 0.0025523876252854585
Position 38570: 0.002449716255018673
Position 41864: 0.002306526839272299
Position 43163: 0.0022076591691481684
Position 41316: 0.0015996439495867168
Position 39211: 0.0009611946881888382
Position 39249: 0.0008976947316523694
Position 39220: 0.0007729489374239981
Position 38282: 0.0007712380124936868
Position 345: 0.0007692723434134745
Position 41266: 0.0007534146021541385
Position 38959: 0.0007159808168729981
Position 42433: 0.0006740188660151735
Position 43183: 0.0006519348317787748
Position 360: 0.0005950971221419089
Position 38693: 0.0005843595018114945
Position 38481: 0.0005339755709241917
Position 38496: 0.00047681105850146024
Position 330: 0.00046470809359497426
Position 42306: 0.0002901678001170987
Position 43606: 0.0002800492224386504
Position 269: 0.000271580614494335
Position 43185: 0.00022772385857811078
Position 43204: 0.00021171136037092904
Position 41903: 0.00018355135348285286
Position 41314: 0.0001663228041972136
Position 38461: 0.0001609104261343034
Position 38744: 0.00010496500781334545
Position 41871: 0.00010281244454040343
Position 42251: 8.537931797589688e-05
Position 340: 7.606184408544118e-05
Position 334: 5.3978452593900777e-05
Position 38929: 3.6277799364215444e-05
Position 110: 2.651345042849306e-05
Position 27: 2.4235605001721722e-05
Position 699: 1.6956091772014347e-05
Position 32: 1.63790667048781e-05
Position 10: 1.5193397153502798e-05
Position 351: 1.1698318930282412e-05
Position 694: 1.005130272508571e-05
Position 134: 9.798422148666982e-06
Position 38: 9.09574641297759e-06
Position 646: 7.931475355133896e-06
Position 332: 7.532148193492054e-06
Position 50: 5.128089097227254e-06
Position 349: 4.2301881038300545e-06
Position 689: 2.2705050615768525e-06
Position 141: 2.0439288015064683e-06
Position 79: 1.8372661978956895e-06
Position 310: 1.5003979738601596e-06
Position 147: 1.2685527422944739e-06
Position 119: 1.067301222344808e-06
Position 431: 5.918357776082157e-07
