Gene = spict
index = 1887
Annotated 5SS: [368]
Annotated 3SS: [865]
SMsplice 5SS: [368]
SMsplice 3SS: [865]
top_k =  500
Partition function (log Z): -4.234632869096897

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9445894510370574
Position 793: 0.3768822530142339
Position 115: 0.23956921214578125
Position 541: 0.05711624016897985
Position 109: 0.007247636455444454
Position 133: 0.004799149324109408
Position 348: 0.0023823162718093695
Position 688: 0.001853741979035502
Position 291: 0.0016606306949639182
Position 1128: 0.001300879066276097
Position 1204: 0.0012555417868371007
Position 1414: 0.0005962786947748856
Position 1409: 0.0005747817423052877
Position 1497: 0.0005287613095950838
Position 432: 0.0004143060266094507
Position 492: 0.0002957816440753174
Position 1781: 0.0002654439930272805
Position 460: 0.0002646696571815694
Position 560: 0.00024338831580534616
Position 80: 0.0002427517551465963
Position 1048: 0.00021891419494585212
Position 372: 0.0001921859780539
Position 184: 0.0001875079959032109
Position 451: 0.00017772140582963746
Position 1201: 0.0001617950473168287
Position 301: 0.0001440038278090136
Position 186: 0.0001432370029805834
Position 1425: 0.00013993371314604045
Position 636: 0.00012021170081089822
Position 1519: 0.00010939018538428902
Position 1597: 7.638284122057249e-05
Position 1329: 7.608998504439498e-05
Position 119: 7.298191592878399e-05
Position 29: 7.091743195389165e-05
Position 465: 5.303854025665488e-05
Position 1156: 4.9931391103989106e-05
Position 752: 4.457997801694753e-05
Position 436: 4.3843021646044854e-05
Position 418: 3.5628208503801164e-05
Position 420: 2.5852048673173255e-05
Position 1432: 2.1228395891497008e-05
Position 783: 2.1140883568023618e-05
Position 1741: 1.6270990383754518e-05
Position 398: 7.3540196755624076e-06
Position 620: 3.3558483333594664e-06
Position 211: 2.6419270938673723e-06
Position 309: 1.5206276657822838e-06
Position 582: 1.2520773894265432e-06
Position 339: 1.046487161823685e-06
Position 12: 1.0141304244746338e-06
Position 434: 9.622054817088124e-07
Position 245: 6.906519923091006e-07
Position 4: 1.9585206508004535e-07
Position 865: 6.162746639017056e-09
Position 1521: 1.9597082240816847e-09
Position 524: 4.2888656053714833e-10
Position 442: 9.53588167554918e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 865: 0.9244750648882236
Position 739: 0.2701743038319308
Position 251: 0.21583354388622134
Position 620: 0.08796584787736195
Position 418: 0.06445628449744324
Position 691: 0.04225888122109214
Position 540: 0.01492953671458406
Position 270: 0.004565777797499299
Position 769: 0.003642532510119867
Position 1479: 0.002955788128375431
Position 651: 0.0019083854185395126
Position 1626: 0.0017045686658972033
Position 432: 0.0013871076784075537
Position 1546: 0.0012029663503519102
Position 1260: 0.0010575188860195903
Position 290: 0.0009409064651296947
Position 267: 0.0004988652123529275
Position 1571: 0.000446367222040063
Position 483: 0.00040254293832772
Position 1761: 0.00033182328081085094
Position 747: 0.0003278865367850237
Position 1900: 0.0002794693378030605
Position 460: 0.0002793775384638521
Position 752: 0.0002532847306865825
Position 1456: 0.00020794237371721011
Position 791: 0.0002060636151113405
Position 1066: 0.00020092352454203713
Position 1638: 0.00018200769246382362
Position 180: 0.0001508184728873562
Position 507: 0.00014659914988191127
Position 804: 0.0001330704761807488
Position 465: 9.571115615773886e-05
Position 1207: 8.727323118500158e-05
Position 958: 7.551625487358201e-05
Position 812: 6.866324335857581e-05
Position 1414: 5.2457166815766966e-05
Position 492: 4.7563194521748595e-05
Position 1409: 4.402575200086601e-05
Position 880: 4.287678768095516e-05
Position 1273: 3.9725269563677996e-05
Position 1423: 3.1934930279120545e-05
Position 99: 2.9406133291948777e-05
Position 974: 2.7420442914134146e-05
Position 1650: 2.446514422933892e-05
Position 877: 2.1200824847560067e-05
Position 451: 2.0470856134988097e-05
Position 1919: 1.754710422835099e-05
Position 990: 1.5568983389168796e-05
Position 139: 1.5002644727049798e-05
Position 1071: 1.2838079847265404e-05
Position 1913: 1.1975378402672006e-05
Position 760: 1.1864653404895267e-05
Position 496: 2.5481380994005738e-06
Position 136: 2.484491538026604e-06
Position 501: 5.972245585461092e-07
Position 108: 4.51440512834637e-07
Position 85: 7.324579079805092e-08
Position 287: 6.820474315064226e-08
Position 339: 6.025740113087483e-08
Position 313: 5.830178244869436e-08
Position 74: 4.755657027603368e-08
Position 335: 3.6164703463872804e-08
Position 372: 3.182465082713664e-08
Position 389: 1.5902716183960497e-08
Position 368: 4.04139677512161e-09
Position 319: 1.6115426567691228e-09
Position 56: 8.64155732019381e-10
Position 300: 6.717020389299932e-10
Position 64: 1.4843368033057418e-10
