Gene = ND-B17.2
index = 1301
Annotated 5SS: [ 33 313 554 690]
Annotated 3SS: [101 375 604 745]
SMsplice 5SS: [158 313 554 690]
SMsplice 3SS: [216 375 604 745]
top_k =  500
Partition function (log Z): 16.176969785968367

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9997102231760641
Position 690: 0.9978964949226949
Position 554: 0.9761481513946736
Position 158: 0.9084461342424789
Position 33: 0.39797210498173574
Position 532: 0.023350852206994663
Position 37: 0.0024949932259198965
Position 4: 0.0010292792942897047
Position 529: 0.0001530626113364002
Position 558: 0.00010092364250046877
Position 317: 5.715647447490312e-05
Position 643: 4.739470149867194e-05
Position 418: 2.8916138448615896e-05
Position 813: 2.6998978363875718e-05
Position 649: 2.478498467835042e-05
Position 151: 1.9421633277994547e-05
Position 105: 1.644771534275957e-05
Position 295: 1.603085992080953e-05
Position 850: 1.4501094578415702e-05
Position 714: 1.2315793551801869e-05
Position 887: 8.611066311609303e-06
Position 781: 8.272088358359845e-06
Position 145: 5.34093872149766e-06
Position 162: 3.934651104592145e-06
Position 430: 2.8024164777205777e-06
Position 92: 2.475802856135997e-06
Position 404: 2.0051895264499483e-06
Position 816: 1.7364974677215097e-06
Position 491: 1.6439160925992292e-06
Position 52: 1.2556930305318073e-06
Position 478: 8.874872557272691e-07
Position 445: 8.745061388494863e-07
Position 266: 4.298156345081301e-07
Position 818: 3.1055393517925993e-07
Position 187: 5.642940592046795e-09
Position 204: 4.326719684267785e-09
Position 583: 2.6891448083225602e-09
Position 226: 1.2910452386903265e-09
Position 256: 1.407133933687914e-10
Position 574: 5.04118902453265e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 604: 0.999752382295556
Position 375: 0.9996439923883197
Position 745: 0.9980045115268433
Position 216: 0.9109408452678475
Position 92: 0.23357144350491185
Position 101: 0.1638621911552612
Position 71: 0.0005228971881053535
Position 158: 0.0004451679423533477
Position 135: 0.00033854439606552806
Position 226: 0.000153350740007034
Position 391: 0.0001407047500078804
Position 262: 0.00010610935366034825
Position 923: 3.881980807878179e-05
Position 934: 2.1906230126136683e-05
Position 850: 1.93728628314457e-05
Position 781: 1.6965684720969625e-05
Position 253: 7.61613905571673e-06
Position 430: 5.90479479937388e-06
Position 714: 3.125009509796984e-06
Position 944: 3.066902150739515e-06
Position 643: 2.8657012474311515e-06
Position 688: 1.269627677961623e-06
Position 418: 1.1191952122065954e-06
Position 168: 6.087865859184918e-07
Position 747: 6.053517445580316e-07
Position 666: 3.187936148104363e-07
Position 887: 1.4383325653844544e-07
Position 949: 1.1271616343736484e-07
Position 275: 1.0470852975171449e-07
Position 304: 9.434751650088815e-08
Position 281: 9.345032876586349e-08
Position 786: 7.844742804855986e-08
Position 801: 7.696655768982854e-08
Position 439: 7.629916556799205e-08
Position 529: 7.065541728031054e-08
Position 718: 6.892946253841223e-08
Position 649: 3.700653982227417e-08
Position 873: 3.065197942662817e-08
Position 334: 2.2769685177386497e-08
Position 656: 2.0948504349484873e-08
Position 810: 1.0892120905229522e-08
Position 813: 1.0088772961990484e-08
Position 478: 6.734045247758645e-09
Position 312: 4.933174981240803e-09
Position 954: 4.189772888236188e-09
Position 807: 4.016908447296193e-09
Position 553: 1.2464521515318165e-09
Position 293: 1.0308954281458469e-09
Position 826: 1.0262090256338447e-09
Position 289: 5.445045964239143e-10
Position 816: 5.049843415206166e-10
Position 670: 1.9473180286875347e-10
Position 563: 1.7941393480148563e-10
Position 162: 7.748130583543674e-11
