Gene = Bet3
index = 49
Annotated 5SS: [ 144 3118]
Annotated 3SS: [2706 3215]
SMsplice 5SS: [ 144 3118]
SMsplice 3SS: [2706 3215]
top_k =  500
Partition function (log Z): -9.64293491870076

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.5846750242561033
Position 220: 0.22858407953698626
Position 300: 0.08743132745517124
Position 3108: 0.08179151558104465
Position 186: 0.0533488063512493
Position 2482: 0.04370605047666658
Position 38: 0.039954263052575836
Position 215: 0.026876645540903354
Position 3097: 0.024291280866339825
Position 2069: 0.014130773034468
Position 759: 0.010815813011648918
Position 181: 0.00994218946838379
Position 1588: 0.0067113967618809955
Position 2148: 0.003519234739132314
Position 3132: 0.002136804465675391
Position 2600: 0.0020974786250061274
Position 543: 0.0017393526697426292
Position 600: 0.001735075076587439
Position 3085: 0.0016611358885315222
Position 17: 0.001340781899438294
Position 304: 0.0013114982117428647
Position 1900: 0.0011223139228102212
Position 2977: 0.0007184459897802704
Position 990: 0.0007155739787772526
Position 1251: 0.0006053319529880982
Position 1017: 0.0005799430311121799
Position 306: 0.0005298235022110163
Position 3563: 0.0005122445102336311
Position 326: 0.0004049371351330203
Position 308: 0.0003510959421421863
Position 1792: 0.00017396308359404435
Position 664: 0.00016712454661071556
Position 682: 0.00015464455354246393
Position 1273: 0.00015250404415122042
Position 1074: 0.00015222747311642292
Position 900: 0.000149147526662654
Position 541: 0.00013732370363044564
Position 4: 7.452359257306828e-05
Position 2407: 6.654116977035774e-05
Position 2108: 5.572756348906794e-05
Position 212: 5.1084791990257184e-05
Position 141: 2.2354235712592396e-05
Position 1265: 1.6917652498767783e-05
Position 6: 1.5247019926825414e-05
Position 1612: 1.4137234532423363e-05
Position 1122: 6.020927274904124e-06
Position 1131: 4.828947147730709e-06
Position 1337: 2.651108676462724e-06
Position 190: 2.3554068386893022e-06
Position 237: 1.3829789051110015e-06
Position 1180: 1.1778952690805936e-06
Position 966: 1.017818133120601e-06
Position 90: 9.030146979079651e-07
Position 75: 7.833241891456591e-07
Position 312: 6.608650875584877e-07
Position 148: 2.0183569997749368e-07
Position 229: 8.953402898079574e-08
Position 310: 7.42903521180581e-08
Position 260: 6.392893117529456e-08
Position 124: 2.4783790775494708e-11
Position 107: 1.094593832782454e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1977: 0.3904165975944669
Position 2706: 0.235522979529759
Position 3215: 0.20461527615040595
Position 300: 0.07626866417101139
Position 391: 0.07479969695689645
Position 97: 0.04093436915798612
Position 2309: 0.0334017945267578
Position 1986: 0.032074746146798755
Position 1782: 0.02268847863617167
Position 3385: 0.020001940807745665
Position 3433: 0.015891039262454863
Position 2987: 0.012855382175656413
Position 2751: 0.008389296848463262
Position 3733: 0.007264492665514582
Position 2231: 0.006107113299766591
Position 3044: 0.005654321883163921
Position 1935: 0.005448325483009731
Position 1879: 0.004837249086453544
Position 2551: 0.004608435277133561
Position 2605: 0.003140636663107101
Position 400: 0.0029023560113413593
Position 1412: 0.0027153933980895955
Position 3453: 0.0025693655333872034
Position 656: 0.0017183966502223476
Position 2041: 0.0015269202928159284
Position 1743: 0.001484801603554353
Position 831: 0.0014341089964837296
Position 710: 0.0013562619199040669
Position 206: 0.0011876119447124791
Position 797: 0.0011572235685147817
Position 325: 0.0010978156655002853
Position 974: 0.001019375121311474
Position 2101: 0.0008796588953061892
Position 1914: 0.0008599394737670244
Position 371: 0.0008349358949575839
Position 304: 0.0006885354209899829
Position 349: 0.0006415457939378489
Position 2186: 0.00058153689459789
Position 1292: 0.0005503746856440849
Position 411: 0.0005489799269528406
Position 731: 0.0005281814121102208
Position 2345: 0.0004975740847072229
Position 3172: 0.00047116860718500697
Position 345: 0.00033818386047398675
Position 421: 0.00032220725627200733
Position 1061: 0.0002879797026058018
Position 2528: 0.0002862684256895942
Position 1058: 0.00021374746748898394
Position 662: 0.00015258755376676688
Position 190: 0.00015006820427641886
Position 237: 0.00014973366707478979
Position 212: 0.00013684112828874935
Position 1721: 0.00010091291801436136
Position 896: 7.891249511326485e-05
Position 945: 7.629368915537565e-05
Position 1204: 4.994422964984465e-05
Position 978: 4.559498959765603e-05
Position 1265: 4.5009307622553125e-05
Position 224: 4.3519423718359466e-05
Position 600: 2.9243268413513666e-05
Position 219: 2.7838256760948325e-05
Position 541: 2.7235547951648146e-05
Position 200: 1.102607519535243e-05
Position 245: 8.810880731702589e-06
Position 117: 7.3317803968183595e-06
Position 137: 2.17792814452261e-06
Position 56: 8.688822374969514e-07
Position 653: 2.2039029122116284e-07
Position 555: 1.5863151069914053e-07
Position 47: 1.5413362614554055e-07
Position 496: 1.4103410207149828e-07
Position 141: 2.7513472571934496e-09
Position 161: 2.6747847582798773e-09
Position 158: 2.153744837961869e-09
Position 170: 1.7810885150352395e-10
Position 176: 1.910538648224033e-11
Position 148: 1.2942222152414672e-11
Position 165: 3.0874713975267316e-13
