Gene = nompC
index = 1820
Annotated 5SS: [ 1030  2339  5982  7464  9086 10196 10722 11079 12565 13163 13438 14206
 14679 16613 17585 18218]
Annotated 3SS: [ 2236  5879  7346  8992  9981 10425 10775 11136 12625 13230 13511 14591
 16382 17455 18108 18573]
SMsplice 5SS: [ 1030  2339  5817  5982  7464  9086 10196 10722 11079 12565 13163 13438
 14206 14679 18792]
SMsplice 3SS: [ 2236  5254  5879  7346  8992  9981 10425 10775 11136 12625 13230 13511
 14591 18573 18910]
top_k =  500
Partition function (log Z): 42.50097392016428

Sorted 5' Splice Sites (High to Low Probability):
Position 11079: 0.9993252089216982
Position 10196: 0.9980296367070636
Position 9086: 0.9979046193568148
Position 13163: 0.9962874179023177
Position 12565: 0.9844489602965142
Position 2339: 0.9805503890342662
Position 14206: 0.9675196622762808
Position 10722: 0.8724070335128835
Position 18792: 0.8565479659285584
Position 5982: 0.8454129071975941
Position 14679: 0.8170176043030657
Position 13438: 0.7318082149286692
Position 1030: 0.6465877148166924
Position 5817: 0.5758695323928363
Position 7464: 0.5259090002999305
Position 5690: 0.4285278526212802
Position 18218: 0.37360819877717616
Position 13761: 0.34583830586819153
Position 16613: 0.3115214224757951
Position 19284: 0.31104428349292657
Position 16010: 0.2518104789645766
Position 13417: 0.25094532063141767
Position 17585: 0.22345652348685593
Position 1169: 0.20238505506151477
Position 6319: 0.18221182872419023
Position 17201: 0.17941488218219845
Position 15521: 0.17545839073364455
Position 7865: 0.13590494547186624
Position 2146: 0.1281539462707895
Position 10726: 0.12310613255913139
Position 11257: 0.10809357653859913
Position 5647: 0.10177121136752536
Position 969: 0.09431162945995425
Position 9369: 0.07918308841728319
Position 18484: 0.07062212621729624
Position 9783: 0.06066470886017788
Position 9405: 0.05256550555317967
Position 5404: 0.04983285312804681
Position 7784: 0.04384598264294186
Position 19091: 0.03452203055179935
Position 13635: 0.030650836459503998
Position 18992: 0.029557992899836634
Position 4475: 0.027334437691046203
Position 9490: 0.025627627801503856
Position 1893: 0.024672764197048926
Position 6310: 0.020157441115343247
Position 9538: 0.017979629506414005
Position 1217: 0.017423999708447595
Position 2113: 0.01729530466892174
Position 14990: 0.017188618681167927
Position 1618: 0.01601562970621705
Position 2140: 0.015830993683326203
Position 4335: 0.014919700723757862
Position 11366: 0.014412264307242776
Position 8304: 0.014188800265783227
Position 5807: 0.013953518268010312
Position 13754: 0.013865223294094505
Position 11314: 0.012002743498614406
Position 13875: 0.011618881165832972
Position 5083: 0.011464105664365348
Position 8798: 0.011030112000026262
Position 3345: 0.010979939019712828
Position 9453: 0.01074026195687299
Position 19043: 0.010531418758715945
Position 2916: 0.010000650409268081
Position 19027: 0.009042501793969033
Position 5114: 0.009022830474937037
Position 17893: 0.008302971627373656
Position 13649: 0.008044137254698139
Position 2170: 0.00766057561242426
Position 13658: 0.007473523677260413
Position 2121: 0.007270243013936339
Position 9751: 0.006866478969910319
Position 5044: 0.006752133237434276
Position 1757: 0.0067456859748952075
Position 11225: 0.006677532631558276
Position 7032: 0.006499156150735273
Position 3966: 0.0064958731127028
Position 13440: 0.0064147139308241615
Position 2517: 0.0060779284069714
Position 11659: 0.006040485339896734
Position 11995: 0.005588100388204174
Position 3694: 0.005295277358939266
Position 9443: 0.0050431689180654975
Position 13402: 0.004811305786275445
Position 6228: 0.004716529244556982
Position 2640: 0.0042645357265530745
Position 10704: 0.003659303300684049
Position 13442: 0.0035020658888670953
Position 12667: 0.0032755584543916368
Position 67: 0.0031545766869193544
Position 5052: 0.0030777102302869614
Position 4756: 0.0030038431975587406
Position 6601: 0.002996795398656169
Position 7900: 0.0029655597533461368
Position 6019: 0.0028794277478005554
Position 9216: 0.0027411879985439046
Position 300: 0.0027279666349215516
Position 421: 0.0027269451308162924
Position 5558: 0.0026172216530953693
Position 5152: 0.002612004800925778
Position 5387: 0.0025651735058286086
Position 9472: 0.002496244994965159
Position 6372: 0.002487370688209969
Position 28: 0.002405748973620737
Position 7512: 0.0023689069315799114
Position 703: 0.0023428878810946813
Position 5725: 0.0021576362181887207
Position 302: 0.002150760563948448
Position 6056: 0.0020273220420315044
Position 6899: 0.001958927279804729
Position 9667: 0.0019470337912315457
Position 2321: 0.0016885071828392874
Position 1772: 0.001645084831994065
Position 11188: 0.0015701655792049612
Position 2159: 0.001541732738162388
Position 298: 0.0015337106488949334
Position 9876: 0.0015276514910996502
Position 304: 0.0015230699452319237
Position 2521: 0.001431808868681612
Position 12263: 0.0013813541999375283
Position 1180: 0.0013341526729323218
Position 13420: 0.0013247782247775858
Position 7510: 0.0013052284399612845
Position 501: 0.0012996136697950426
Position 686: 0.0010756070919347473
Position 1596: 0.001070357144386768
Position 11280: 0.0010699814983333184
Position 11209: 0.0010179682324642887
Position 364: 0.0009963332860434503
Position 12674: 0.0009921939543740587
Position 10882: 0.0009821098380623108
Position 1791: 0.0009142457698358047
Position 9601: 0.0009092232913976391
Position 9090: 0.0009055922606271316
Position 7652: 0.0008934426805674987
Position 10571: 0.0008899117518809761
Position 1604: 0.0008791545302873315
Position 377: 0.0008703138600923121
Position 10319: 0.0008424987687107599
Position 13148: 0.0008412024866287893
Position 15767: 0.0008004805437484393
Position 393: 0.0007465588858906363
Position 11512: 0.0006959320881621884
Position 982: 0.000681632585825618
Position 5410: 0.0006627518753747135
Position 10561: 0.0006602467037912127
Position 904: 0.0006473791184289037
Position 13934: 0.0006069441478282449
Position 13932: 0.0005941144018243498
Position 13845: 0.0005888099454096371
Position 3019: 0.0005859480079875123
Position 6050: 0.0005843219341054822
Position 13314: 0.0005397376292193695
Position 1089: 0.000535485824795257
Position 1429: 0.0005006552550639793
Position 268: 0.000498603522577766
Position 13625: 0.0004857285844677387
Position 2879: 0.00044261882737889124
Position 1917: 0.0004335653248224156
Position 13916: 0.00043247394649644053
Position 12828: 0.0004249954833484761
Position 13618: 0.00042336733592063865
Position 3010: 0.0004175683815151813
Position 3948: 0.00038997094408310944
Position 10375: 0.0003830396912467053
Position 3890: 0.00036549175227854806
Position 220: 0.00035797242849676717
Position 414: 0.0003406347287122169
Position 276: 0.00034018267243495485
Position 1833: 0.0003250658939953376
Position 2663: 0.0003062477103135896
Position 2952: 0.0003040910109976557
Position 9613: 0.0002931735815167739
Position 9676: 0.00029201166378846924
Position 9447: 0.0002800144048819542
Position 11761: 0.00027401460868374614
Position 11083: 0.0002615804165719562
Position 10200: 0.00022906164443299096
Position 324: 0.00022699077487658243
Position 13097: 0.0002198786911344292
Position 10348: 0.00020018453996705992
Position 294: 0.0001943034263588623
Position 10710: 0.00018711178268882795
Position 4331: 0.0001693630991681193
Position 7516: 0.00016072709565348274
Position 5520: 0.000159251285907081
Position 1206: 0.00015539339440295543
Position 11066: 0.00014678482997857448
Position 88: 0.00013980635269076943
Position 9607: 0.0001386209440290999
Position 2908: 0.00013398208216760802
Position 10204: 0.00012941886029437858
Position 13655: 0.0001236392543212167
Position 1861: 0.00012287769810890374
Position 12061: 0.00011628402486126821
Position 12979: 0.00011401674658729787
Position 9464: 0.00011053201524203451
Position 1145: 0.00011016887503562455
Position 360: 0.00010735492254022035
Position 211: 0.00010672675379650905
Position 308: 0.00010426467571162473
Position 91: 0.00010375971459867354
Position 328: 0.00010360120674558386
Position 545: 0.00010001526909887002
Position 13360: 8.898069540382764e-05
Position 5380: 8.87877107952952e-05
Position 10326: 7.973701191429789e-05
Position 11379: 7.766146105388085e-05
Position 10928: 7.61288895090616e-05
Position 214: 7.506548339191653e-05
Position 14218: 7.50479742280984e-05
Position 11425: 7.422532439383054e-05
Position 13087: 6.406613953080731e-05
Position 1039: 6.192845118072876e-05
Position 531: 5.4684828209797774e-05
Position 1368: 4.882640180195058e-05
Position 636: 4.6438841839548624e-05
Position 13049: 4.485056944317373e-05
Position 707: 4.00411238215579e-05
Position 1034: 3.994984154898846e-05
Position 12927: 3.179568680470448e-05
Position 12872: 3.0466123773315178e-05
Position 243: 2.9756681322886463e-05
Position 10550: 2.9011698295869645e-05
Position 10149: 2.8784764768935057e-05
Position 1044: 2.4798986588833963e-05
Position 13036: 2.2268428466586603e-05
Position 10057: 2.2233395401473057e-05
Position 1312: 2.101291720945427e-05
Position 12875: 1.7248083421009292e-05
Position 1497: 1.6890965514447215e-05
Position 314: 1.6686306594502955e-05
Position 10243: 1.6102570307442845e-05
Position 3323: 1.5049460354782606e-05
Position 3162: 1.3835382410214936e-05
Position 12776: 1.3637344760420841e-05
Position 5986: 1.3514884733527911e-05
Position 288: 1.3372478550786295e-05
Position 1049: 1.2865546452418249e-05
Position 12690: 1.1502201868126029e-05
Position 12723: 1.1379413455216115e-05
Position 3175: 1.1208876357693492e-05
Position 312: 1.1202928064258437e-05
Position 13375: 1.093644128773907e-05
Position 12943: 1.0680007286640297e-05
Position 13365: 1.030710621709326e-05
Position 10212: 9.95970569679753e-06
Position 10241: 9.914682955567317e-06
Position 10599: 7.626807850639071e-06
Position 12897: 7.174033974249702e-06
Position 94: 6.9319771361060095e-06
Position 12694: 6.802160685808143e-06
Position 160: 6.504327736885432e-06
Position 1262: 5.736104198170347e-06
Position 4541: 5.6139056225503775e-06
Position 10736: 5.495712123615002e-06
Position 10636: 5.4686141565072395e-06
Position 9141: 4.560476551091656e-06
Position 10045: 4.182389206089124e-06
Position 13592: 4.023502399908058e-06
Position 12678: 3.7961900857096308e-06
Position 14683: 3.3875262599671344e-06
Position 9193: 3.0823384541784966e-06
Position 12268: 3.019680634743977e-06
Position 13590: 2.6727671596353133e-06
Position 547: 2.3813613564967228e-06
Position 12886: 2.2863964371356e-06
Position 3151: 2.211470471446434e-06
Position 403: 1.873678362591226e-06
Position 260: 1.652932592814514e-06
Position 306: 1.5661044525845675e-06
Position 13578: 1.3044587721526492e-06
Position 278: 1.2099468515998633e-06
Position 258: 1.0712269683674988e-06
Position 12541: 8.122061639345868e-07
Position 209: 8.079785595996349e-07
