Gene = ect
index = 1691
Annotated 5SS: [  435  5630  6019  6395  6941 10265 11176]
Annotated 3SS: [ 5393  5841  6127  6841 10029 10559 11244]
SMsplice 5SS: [  180  5630  6019  6395  6941 10265 11176]
SMsplice 3SS: [ 5393  5865  6127  6841 10029 10559 11244]
top_k =  500
Partition function (log Z): 13.182243772547107

Sorted 5' Splice Sites (High to Low Probability):
Position 6019: 0.9992907559756592
Position 5630: 0.9962629519721331
Position 11176: 0.9951243870590575
Position 10265: 0.9640582955010679
Position 6941: 0.924534350160453
Position 6395: 0.5468370847191139
Position 180: 0.4751655312386821
Position 435: 0.27332289201017207
Position 227: 0.11443619854975179
Position 193: 0.06974402229664217
Position 6439: 0.042577022565902234
Position 1114: 0.03684579306914447
Position 6701: 0.029173279527642027
Position 1029: 0.026537990976274056
Position 6244: 0.016853771321003443
Position 15: 0.013426119778836303
Position 9789: 0.010941110163888707
Position 2643: 0.01034975397414632
Position 355: 0.010222232095048673
Position 897: 0.01005540004250929
Position 9267: 0.009944323505072232
Position 10245: 0.009213963136497182
Position 6254: 0.008621034175013996
Position 388: 0.008598308130882965
Position 9768: 0.008100008790780383
Position 9821: 0.007927697197269025
Position 6430: 0.00763561272887424
Position 10482: 0.005532522856493763
Position 6437: 0.0047341635505001875
Position 6455: 0.0043994815041167555
Position 9772: 0.003075482815906561
Position 9125: 0.00302734776282086
Position 9240: 0.0029635626487305392
Position 491: 0.002932940615421491
Position 415: 0.0028369487785074718
Position 2669: 0.0023720491037065843
Position 5764: 0.0019840617646834187
Position 11323: 0.0019409378934821919
Position 9693: 0.0016344767793729986
Position 2162: 0.0015139475762595462
Position 8710: 0.001503917664005269
Position 8679: 0.0014674263206799435
Position 6662: 0.0014662622072269208
Position 5634: 0.0014437234011576107
Position 8934: 0.0013914346137856985
Position 1091: 0.001383436566898934
Position 6333: 0.0012843544547062496
Position 366: 0.0012373845874502764
Position 697: 0.0012351766720502485
Position 4037: 0.001226880777789236
Position 1365: 0.0011272695812387654
Position 11409: 0.001078760070070673
Position 6406: 0.000996577075850034
Position 564: 0.0009847427341783067
Position 11158: 0.0009517103827740161
Position 1563: 0.0008729084782301555
Position 1483: 0.0007491618584933103
Position 846: 0.000571164163727103
Position 2673: 0.0005600201974929634
Position 6220: 0.00055750100051402
Position 813: 0.0004750918050101394
Position 6706: 0.00043885233953900384
Position 9153: 0.00042760704714786264
Position 32: 0.00042548469161661143
Position 239: 0.0004225117803116753
Position 6266: 0.0003922434200201394
Position 6607: 0.0003612566939834374
Position 10195: 0.0003562475690963409
Position 4353: 0.0003443049594465887
Position 37: 0.0003113782888036029
Position 6049: 0.00030813975627343664
Position 10252: 0.0003023211453998877
Position 468: 0.00029765448496010225
Position 11290: 0.0002494105841015082
Position 2501: 0.0002377120754416912
Position 398: 0.00021630765069742539
Position 8620: 0.00021245056863547076
Position 6337: 0.00021019087490297512
Position 606: 0.0001969975267170311
Position 5539: 0.00017135978631609722
Position 1094: 0.00017079985097428379
Position 9188: 0.00016082383679452824
Position 6458: 0.0001543674436263086
Position 6446: 0.00015298876928060326
Position 2920: 0.00014947805731441472
Position 319: 0.00014738955982145077
Position 5424: 0.00013771246076657348
Position 6464: 0.00013385957992709856
Position 619: 0.00013345964774207826
Position 1568: 0.0001280239513300523
Position 621: 0.00012638803206393938
Position 6078: 0.0001199018236570562
Position 3602: 0.00011003373392531101
Position 6443: 0.00010839483710987138
Position 6044: 0.0001035857907403212
Position 205: 9.923197784992641e-05
Position 11251: 9.590829624495935e-05
Position 1039: 9.177094104769169e-05
Position 47: 8.776155210817553e-05
Position 5801: 8.640530816260867e-05
Position 10269: 8.265688944401395e-05
Position 926: 6.658034787657962e-05
Position 1777: 6.285308984243295e-05
Position 470: 5.8129286627731144e-05
Position 6025: 5.359877007917122e-05
Position 1341: 5.142836740087944e-05
Position 6655: 5.032306658782427e-05
Position 6304: 4.9934024984974525e-05
Position 511: 4.866438881348437e-05
Position 11180: 4.504714366939118e-05
Position 5527: 3.6646876606564384e-05
Position 944: 3.561129210890496e-05
Position 6349: 3.4967098919857513e-05
Position 11380: 3.258295913877623e-05
Position 5703: 2.7013765353970542e-05
Position 5694: 2.4911963752118904e-05
Position 6691: 2.4398058875384476e-05
Position 6285: 2.4057629487879123e-05
Position 6023: 1.8774685066436694e-05
Position 9425: 1.8325115749651202e-05
Position 11292: 1.2299999003207773e-05
Position 6268: 1.0689694341143555e-05
Position 6051: 9.800780956597814e-06
Position 5999: 6.3631257606323e-06
