Gene = nop5
index = 1821
Annotated 5SS: [1403]
Annotated 3SS: [1580]
SMsplice 5SS: [1403]
SMsplice 3SS: [1580]
top_k =  500
Partition function (log Z): -5.11577518334734

Sorted 5' Splice Sites (High to Low Probability):
Position 1403: 0.9841277635519592
Position 333: 0.1148349105885065
Position 692: 0.031113340210416767
Position 1862: 0.02097769348310233
Position 697: 0.01715060592293593
Position 901: 0.016980502788898056
Position 532: 0.008001413399712201
Position 1520: 0.0072424511007474265
Position 444: 0.0063821122871161925
Position 947: 0.006204742135219995
Position 862: 0.0045732020221842026
Position 1842: 0.0045720282383338055
Position 50: 0.0034651079979588994
Position 834: 0.0033564453180729044
Position 204: 0.0029575118627117192
Position 449: 0.0028043881506553394
Position 761: 0.0027196154990989114
Position 905: 0.0025958903959173952
Position 765: 0.0020734485458366175
Position 1908: 0.0008020438896370512
Position 1388: 0.0006939031473098067
Position 520: 0.0006540352822076555
Position 1866: 0.0006387400964913506
Position 1903: 0.0006279150046241146
Position 81: 0.00046196709479959724
Position 1431: 0.0004487893268781116
Position 1827: 0.00043274388032490794
Position 440: 0.0004035648822504981
Position 1114: 0.00037029371000244345
Position 1379: 0.0003571423755802762
Position 689: 0.0002983026980151718
Position 556: 0.0002789228160719065
Position 381: 0.0002721787344115886
Position 1145: 0.0002422087778885302
Position 1504: 0.00021737177351066852
Position 885: 0.0001494522601279942
Position 1080: 0.00014818968090231575
Position 321: 0.00010118179820743557
Position 1173: 9.459000535418529e-05
Position 224: 8.675887572949918e-05
Position 1150: 8.177381753395735e-05
Position 215: 7.551332264870756e-05
Position 1756: 7.41209638870986e-05
Position 517: 7.36474813867364e-05
Position 899: 5.354480240512952e-05
Position 487: 5.173689360570825e-05
Position 386: 4.9107895856394224e-05
Position 1892: 4.4797489262079294e-05
Position 1553: 4.4083468201958e-05
Position 1463: 4.05623647576924e-05
Position 1546: 3.526624456590596e-05
Position 84: 3.4434685936832714e-05
Position 508: 3.3656443529094024e-05
Position 55: 2.891918193778824e-05
Position 1299: 2.2131014852241174e-05
Position 1877: 1.5757709060778254e-05
Position 1169: 1.0336114730878847e-05
Position 124: 1.0243440162996368e-05
Position 1407: 5.979681010581801e-06
Position 1472: 4.881471542730085e-06
Position 75: 4.43016996862119e-06
Position 1710: 2.481609905903899e-06
Position 399: 1.206921881590296e-06
Position 1705: 1.098335905276537e-06
Position 747: 5.896543456391534e-07
Position 134: 4.060599143373372e-07
Position 659: 2.925344578944432e-07
Position 453: 2.7569273439053716e-07
Position 679: 2.7322859816503756e-07
Position 1416: 1.3177624301539775e-07
Position 1002: 1.282991156043046e-07
Position 1551: 1.2644789197260566e-07
Position 372: 1.2094667835739277e-07
Position 800: 8.6450084006963e-08
Position 822: 7.894711130334566e-08
Position 451: 7.63109144093227e-08
Position 468: 9.800558438909225e-09
Position 572: 7.48233405342143e-09
Position 1232: 5.436948925946544e-09
Position 590: 3.2056409294021018e-09
Position 138: 6.235660187474913e-10
Position 621: 5.606621716505931e-10
Position 1014: 4.683817211105271e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1580: 0.9623625859558057
Position 996: 0.07315712133121946
Position 962: 0.0361119653709094
Position 1169: 0.035332109103334425
Position 752: 0.022482551027917613
Position 1462: 0.021707097109445322
Position 1958: 0.013295491175109697
Position 1603: 0.012781787182886079
Position 1941: 0.010880286162635259
Position 386: 0.010740115002541522
Position 626: 0.009275712252254056
Position 500: 0.005283848636861544
Position 1551: 0.005274335529958693
Position 1124: 0.0038455010781742387
Position 1913: 0.003738860407757946
Position 819: 0.002892893058698853
Position 605: 0.002369448235115697
Position 816: 0.0023394703729742203
Position 449: 0.0018632463572303352
Position 120: 0.001798250442546841
Position 632: 0.0017327057014726221
Position 497: 0.0016432087799546197
Position 584: 0.0013915886491564734
Position 1484: 0.0012682648096026287
Position 1662: 0.0009031085808120602
Position 1531: 0.0006589271071631304
Position 1584: 0.0005109818595022263
Position 1181: 0.0004431448570734438
Position 1145: 0.0004402064944124856
Position 423: 0.0004213696645359448
Position 761: 0.0003764096651533615
Position 1908: 0.00036408006787436474
Position 1629: 0.0003411711175156446
Position 1632: 0.0003135369856536382
Position 1659: 0.00028063502035614754
Position 967: 0.00025670777114222994
Position 473: 0.000220288864896098
Position 294: 0.00021521194308002513
Position 1284: 0.00014756210743735538
Position 775: 0.00014480819297224104
Position 899: 0.0001408038524706674
Position 1635: 0.00012634269218577912
Position 713: 0.00010887292264326516
Position 476: 0.000105905309836586
Position 176: 0.00010388496420499362
Position 793: 8.489968999096073e-05
Position 1331: 8.456530477232562e-05
Position 833: 8.259258561042532e-05
Position 1064: 6.566283504078277e-05
Position 1605: 5.225527059318402e-05
Position 530: 4.311359817055707e-05
Position 1891: 3.568288808181416e-05
Position 1446: 1.9227996243142717e-05
Position 689: 1.4211795654176715e-05
Position 722: 1.239807326206237e-05
Position 1674: 9.890317489937168e-06
Position 590: 7.917262636582462e-06
Position 431: 4.978673795748935e-06
Position 1883: 4.861573955631585e-06
Position 203: 4.2661430304261536e-07
Position 1677: 2.1442365144042602e-07
Position 221: 1.988426766259047e-07
Position 296: 1.8125210100513247e-07
Position 1698: 4.22657681502725e-08
Position 191: 2.1504461805472465e-08
Position 224: 1.224133819264657e-08
Position 365: 1.1822859639723611e-08
Position 242: 8.120975160535234e-09
Position 275: 6.1708339265671225e-09
Position 260: 4.275486752020872e-09
Position 230: 1.6549416501750936e-09
Position 353: 1.27582026074068e-09
Position 266: 1.0787235229901114e-09
Position 251: 9.458291501211172e-10
Position 1641: 2.9334507758501537e-10
Position 200: 2.0497051520290245e-10
Position 508: 1.4130314910671638e-10
Position 362: 9.339095687114486e-11
Position 122: 8.931786679321285e-11
Position 332: 8.107091481244409e-11
Position 117: 2.4390864621486547e-11
Position 239: 3.0696824997795125e-12
Position 326: 1.5764253212475834e-14
