Gene = Nopp140
index = 1326
Annotated 5SS: [ 204 2056 2456]
Annotated 3SS: [ 405 2296 3208]
SMsplice 5SS: [ 204 2056 2456 3112 3332]
SMsplice 3SS: [ 405 2125 2692 3208 3442]
top_k =  500
Partition function (log Z): 2.0699679523594305

Sorted 5' Splice Sites (High to Low Probability):
Position 2456: 0.983984123221378
Position 204: 0.9748263502234757
Position 2056: 0.9523127289896214
Position 3332: 0.7581463979325774
Position 3112: 0.7101332667258179
Position 23: 0.05038997364231283
Position 2183: 0.012873272298306489
Position 59: 0.010506669170955461
Position 3318: 0.007814389369841164
Position 3116: 0.007018048106607607
Position 2487: 0.005440027762296854
Position 1303: 0.003103974103281416
Position 2483: 0.0029927945526821024
Position 3338: 0.002775631249555275
Position 3684: 0.0020894154608500646
Position 351: 0.0020179279495072745
Position 868: 0.0017348464497035155
Position 3564: 0.0015076879897206574
Position 3660: 0.0011840302122660851
Position 3511: 0.0008573233890494258
Position 2396: 0.0008190124816961235
Position 2808: 0.0007939730677293327
Position 43: 0.000741593891458164
Position 358: 0.0007285115323649691
Position 2066: 0.000651416303301486
Position 1105: 0.0005804253000318071
Position 793: 0.0005093681178957931
Position 2491: 0.00046149971571183093
Position 2163: 0.0003715077865220172
Position 2079: 0.00033461729297380906
Position 180: 0.00029804853718475244
Position 3030: 0.0002467906313346101
Position 2022: 0.00023181357986053905
Position 2788: 0.00022974520463039366
Position 27: 0.00022142540288997255
Position 266: 0.00021169458649952403
Position 3018: 0.00020679308308861393
Position 2572: 0.00017743430750166166
Position 3635: 0.00016320173802508514
Position 2489: 0.00015295849778918937
Position 3455: 0.00015089745447340573
Position 3064: 0.00014604343594510708
Position 2141: 0.00014338050961675166
Position 2268: 0.000133279868269595
Position 2064: 0.00010003475925879952
Position 21: 7.528532284010847e-05
Position 1166: 5.6517380034230405e-05
Position 432: 5.358514441883643e-05
Position 3630: 5.3323563094498923e-05
Position 10: 5.102265848540079e-05
Position 93: 4.9494127421870145e-05
Position 3491: 3.637425119170991e-05
Position 2248: 3.402616779932857e-05
Position 242: 3.275226497624015e-05
Position 228: 3.0782441430958265e-05
Position 3821: 3.0770782506851584e-05
