Gene = Marf1
index = 1269
Annotated 5SS: [ 3284 46215 55540 56570 58419 58743 59422]
Annotated 3SS: [46056 54674 56437 56621 58480 58810 59490]
SMsplice 5SS: [   92   247 56570 58419 58743 59422]
SMsplice 3SS: [  145 56406 56621 58480 58810 59490]
top_k =  500
Partition function (log Z): -52.80452485583774

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9916766856781224
Position 92: 0.5638369915310976
Position 1444: 0.28236095441138026
Position 3284: 0.10183441125547807
Position 17092: 0.07015359225172112
Position 1100: 0.051587345691836484
Position 5340: 0.019249473304081402
Position 6942: 0.016255599436190305
Position 7212: 0.015587010234102522
Position 20318: 0.014631539037818591
Position 1232: 0.008356389320839824
Position 698: 0.008265395450202951
Position 1244: 0.0046258486223174225
Position 966: 0.004535196255805978
Position 1159: 0.003948629411224315
Position 1177: 0.0023096179347942046
Position 6733: 0.00222906267603143
Position 320: 0.0022103958175720096
Position 1572: 0.0017776359213190977
Position 1238: 0.0015811192843707001
Position 671: 0.0011477943007144197
Position 818: 0.001133994004561524
Position 2918: 0.0011272402336031423
Position 254: 0.0011066084672042324
Position 693: 0.0008428963157841919
Position 2025: 0.0007696671112449306
Position 811: 0.0007598475957351316
Position 398: 0.0005956458074043465
Position 1041: 0.000550894357068878
Position 66: 0.0005422517460526835
Position 782: 0.000460358626836256
Position 348: 0.00034278194651793544
Position 1010: 0.000239567651831687
Position 1089: 0.00016208368460573727
Position 46: 6.989759711569243e-05
Position 17: 3.454405157343528e-05
Position 2180: 1.4205653694181495e-05
Position 251: 9.874319851873652e-06
Position 779: 9.260802249768854e-06
Position 12: 8.202584345179048e-06
Position 646: 7.4800875105287345e-06
Position 335: 3.515024196958038e-06
Position 1046: 1.8507663469673796e-06
Position 173: 1.8203839488788547e-06
Position 395: 1.797939190837019e-06
Position 271: 1.7202331249010456e-06
Position 465: 1.5922594134217365e-06
Position 4: 1.5065500296872336e-06
Position 37: 1.4339046485300267e-06
Position 372: 1.3992055844747872e-06
Position 638: 1.012114953054799e-06
Position 211: 8.507544791821312e-07
Position 195: 3.528857297624256e-07
Position 164: 3.058643983819354e-07
Position 374: 2.173934798139819e-07
Position 14495: 1.3699674615530246e-07
Position 325: 4.598729314572454e-08
Position 147: 4.393804649678773e-08
Position 357: 3.5522515772328215e-08
Position 558: 2.7908800803478408e-08
Position 406: 2.6828576069295986e-08
Position 273: 2.019651495179563e-08
Position 554: 1.7860413489845918e-08
Position 137: 1.595778772933833e-08
Position 149: 1.429777049598867e-08
Position 155: 1.2664173324833506e-08
Position 127: 5.206577224278253e-09
Position 602: 3.516227049724616e-09
Position 214: 1.7648311797907606e-09
Position 2176: 2.1307345325061547e-14
Position 496: 3.254237419443196e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 24105: 0.9791914547078802
Position 145: 0.5584300943016087
Position 1326: 0.17358444770582365
Position 3109: 0.09630341399021876
Position 16712: 0.07018439162261465
Position 541: 0.06332727283121313
Position 595: 0.044805966382212944
Position 6843: 0.03006267482576049
Position 870: 0.023248988773771472
Position 496: 0.01868493465215486
Position 20094: 0.015434341742140464
Position 23239: 0.010880224940696688
Position 5174: 0.009400907450169166
Position 22889: 0.009018926380108169
Position 294: 0.008965002581444509
Position 1272: 0.008396474378928794
Position 1125: 0.006925739132048359
Position 1099: 0.0069050631913674596
Position 5103: 0.005102046476284508
Position 688: 0.004411284983367332
Position 3132: 0.004156367708556904
Position 554: 0.0037985001561502
Position 6557: 0.003432188090128386
Position 817: 0.003199829600334417
Position 155: 0.002951720668406709
Position 173: 0.002660419856002244
Position 1037: 0.0025065103503191534
Position 4758: 0.0024264336575344904
Position 5155: 0.0016564638118326874
Position 1383: 0.00160410376005383
Position 3169: 0.0010946472905326056
Position 372: 0.000852698714126286
Position 4718: 0.0006314531279078866
Position 2854: 0.0005897298445709663
Position 6890: 0.0005768114595959443
Position 732: 0.00047602301636734753
Position 520: 0.000155262166738646
Position 620: 0.0001473233711438799
Position 2390: 0.00014077106932914533
Position 2509: 0.00013462172718551785
Position 975: 9.928650843660237e-05
Position 2242: 8.372556258939726e-05
Position 1919: 4.5682623594557476e-05
Position 335: 4.2239078835686155e-05
Position 18703: 4.1307703392597724e-05
Position 4979: 3.2168831222316686e-05
Position 1248: 3.0779686421395104e-05
Position 222: 2.9875439218045697e-05
Position 17184: 2.4581448242314638e-05
Position 2990: 2.364645572668663e-05
Position 1685: 1.9279896964276e-05
Position 1970: 1.539392098936916e-05
Position 1764: 1.126017678018522e-05
Position 16257: 4.612913742189368e-06
Position 16232: 2.5233091582175354e-06
Position 348: 1.7375745810506465e-06
Position 16684: 1.7018114727101673e-06
Position 14770: 5.249111700912766e-07
Position 457: 4.7617016025955795e-07
Position 227: 3.980862508226854e-07
Position 629: 2.3764995774519533e-07
Position 13793: 2.041490244655337e-07
Position 14881: 1.8359701767509286e-07
