Gene = CG32441
index = 548
Annotated 5SS: [ 556  781 1480]
Annotated 3SS: [ 612 1095 1538]
SMsplice 5SS: [ 145  556  781 1480]
SMsplice 3SS: [ 200  612 1095 1538]
top_k =  500
Partition function (log Z): 4.19668308861219

Sorted 5' Splice Sites (High to Low Probability):
Position 1480: 0.9933100669843745
Position 556: 0.9831463393844831
Position 145: 0.6696737866025183
Position 781: 0.5400009388163626
Position 812: 0.43777307386146386
Position 389: 0.026771229795984803
Position 163: 0.00627955072722514
Position 1044: 0.00478289876316878
Position 326: 0.004191209312872973
Position 892: 0.003776985996132687
Position 1611: 0.002181375449407168
Position 379: 0.0017960980429381054
Position 787: 0.001640850509031294
Position 1484: 0.0011061435670789014
Position 237: 0.0009139325773716179
Position 1447: 0.0007451013788231698
Position 344: 0.0007369939474687736
Position 1630: 0.000721601662539101
Position 790: 0.000593330651858007
Position 1014: 0.0005784723853764199
Position 295: 0.0005006023364514326
Position 12: 0.0004544030722642599
Position 951: 0.00041010655122513014
Position 307: 0.0003970754869967194
Position 953: 0.00038196133448295717
Position 289: 0.0003615151625424692
Position 332: 0.0003445902083505226
Position 911: 0.00034183470372939464
Position 852: 0.0003346633523200679
Position 847: 0.00032070297634389627
Position 1018: 0.00031531141554707893
Position 940: 0.00029286051270880975
Position 876: 0.0002890705849141724
Position 1628: 0.00022978165941619456
Position 1625: 0.00022074205071192737
Position 265: 0.00021468947510540383
Position 980: 0.0001737387989194024
Position 1600: 0.00011914527001336022
Position 822: 0.00011706650794168937
Position 850: 0.00011062264767790652
Position 409: 0.00010689849187029191
Position 1620: 0.0001028980615072631
Position 725: 9.567373617875556e-05
Position 49: 8.347607153497975e-05
Position 1640: 8.165894448682219e-05
Position 562: 6.795443261542801e-05
Position 700: 6.518712662844823e-05
Position 873: 5.989392140725372e-05
Position 167: 5.9556429802971375e-05
Position 1315: 5.872377514096602e-05
Position 1252: 5.298962721865724e-05
Position 60: 5.003876507903834e-05
Position 173: 4.369736437787286e-05
Position 1411: 3.268426354894166e-05
Position 560: 3.2006366309634635e-05
Position 680: 2.9337553513143672e-05
Position 1219: 2.4527668542623907e-05
Position 859: 2.4173423877338523e-05
Position 1644: 2.291521515300432e-05
Position 149: 1.8070055310262397e-05
Position 1557: 1.3292237324898737e-05
Position 1228: 9.716584508956876e-06
Position 254: 9.365509740618023e-06
Position 736: 8.077877848230614e-06
Position 6: 8.047099354961896e-06
Position 1059: 6.65730263281471e-06
Position 69: 6.125616918755475e-06
Position 292: 4.93713922466153e-06
Position 536: 4.206232379757445e-06
Position 498: 4.122557229639847e-06
Position 90: 3.888933787626601e-06
Position 221: 3.6658504064007082e-06
Position 1565: 1.9665555065206463e-06
Position 428: 1.8046229943463546e-06
Position 643: 9.420057122982889e-07
Position 517: 5.392463677077421e-07
Position 165: 2.5796868207961126e-07
Position 1569: 1.971967055778696e-07
Position 543: 1.4029896315948778e-07
Position 1544: 1.2310511725749716e-07
Position 575: 3.256954354503078e-08
Position 529: 3.2351654268402016e-08
Position 1269: 2.869535845889028e-09
Position 1070: 1.34476561546204e-09
Position 1299: 8.789405346380089e-10
Position 1138: 1.0286313050345932e-10
Position 1141: 4.0279066062336925e-12
Position 412: 2.8341985908226175e-12
Position 481: 2.0586990192512713e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1538: 0.9944814208863123
Position 612: 0.987113534654045
Position 1095: 0.9824073734104543
Position 200: 0.41946896012970036
Position 292: 0.07739748830786466
Position 400: 0.06972776253699177
Position 379: 0.06604857467539593
Position 450: 0.039208152755508034
Position 307: 0.013310428866128855
Position 322: 0.00895579327364565
Position 265: 0.004654373628371285
Position 882: 0.003842905520717713
Position 1131: 0.003607245305223088
Position 228: 0.002184791205510015
Position 995: 0.0021231696893016204
Position 1687: 0.002003679449061738
Position 845: 0.001975245943616358
Position 1671: 0.001570138108692503
Position 1343: 0.0011029314886542105
Position 1070: 0.0007928592893229933
Position 507: 0.00066812552041788
Position 1560: 0.0006382502907025141
Position 489: 0.0006060105208576404
Position 976: 0.0005415268322165537
Position 1161: 0.0003277327537808887
Position 643: 0.00029883999316499156
Position 541: 0.0002783628001505835
Position 408: 0.00023239312081337586
Position 1407: 0.0002073351307628941
Position 859: 0.00020567952709541905
Position 956: 0.00018905127353119856
Position 1297: 0.00017072237448265595
Position 1648: 0.00016181121026159233
Position 1696: 0.00013881330923626404
Position 713: 0.00013734970908899554
Position 140: 0.00011738127561945656
Position 1275: 0.00011382624232165445
Position 1185: 9.391010767893628e-05
