Gene = pHCl-1
index = 1833
Annotated 5SS: [  198  5410 19710 29200 29782 30471 31047 31475 31764 33272 34428 35946
 39218 40929 43273 46335 46891]
Annotated 3SS: [ 5067 19632 28221 29760 30381 30971 31409 31542 33188 34289 35792 39002
 40877 42675 46331 46779 47130]
SMsplice 5SS: [  195 29200 30471 31047 31475 31764 33272 34428 46891]
SMsplice 3SS: [28221 30381 30971 31409 31542 33188 34289 46779 47130]
top_k =  500
Partition function (log Z): 1.0440437605021269

Sorted 5' Splice Sites (High to Low Probability):
Position 34428: 0.9999696242213617
Position 31475: 0.998830988660019
Position 33272: 0.9902746021269068
Position 30471: 0.9778213876232702
Position 29200: 0.974611136471063
Position 46891: 0.8893791452033022
Position 31047: 0.8024844106717773
Position 31764: 0.5747398727685474
Position 195: 0.19737196028714662
Position 431: 0.13853039398103603
Position 435: 0.13800754264754178
Position 32149: 0.1274041826078021
Position 198: 0.12734825939113523
Position 94: 0.11139518669654967
Position 29782: 0.10710334081291702
Position 32145: 0.10062405498861099
Position 447: 0.0871605490245544
Position 29954: 0.08099614324910817
Position 1128: 0.07011392173712379
Position 2212: 0.06260262110284562
Position 32117: 0.0586751574556467
Position 18500: 0.05207391666257306
Position 18245: 0.04138947087703714
Position 18411: 0.03857199743379443
Position 362: 0.035563672569995174
Position 31137: 0.034373520581603256
Position 1110: 0.03258484322611823
Position 31315: 0.030857509099622205
Position 43273: 0.030011246131481602
Position 33504: 0.024454893411953352
Position 31668: 0.02416746661355777
Position 10823: 0.020727942600490778
Position 32925: 0.019614359405970665
Position 19710: 0.017421452538855565
Position 28349: 0.015608592223689158
Position 31752: 0.015548192747116763
Position 32624: 0.01473875671718398
Position 35946: 0.013160850421645711
Position 32706: 0.013085662298206117
Position 18829: 0.012969597099592844
Position 40929: 0.012954687551600532
Position 1420: 0.012309079494686744
Position 31053: 0.011773463000788211
Position 121: 0.011286966099887228
Position 39218: 0.011262834752723593
Position 47302: 0.011222908774334812
Position 31078: 0.010530649804551389
Position 32134: 0.010461384524279138
Position 30464: 0.010062680089659035
Position 2390: 0.010053526459238446
Position 3710: 0.009650364454267486
Position 33424: 0.008169265102576697
Position 35062: 0.008149723956329001
Position 16849: 0.008018918399044114
Position 49336: 0.007822144110769149
Position 47274: 0.007445514145395599
Position 104: 0.007250963407895896
Position 439: 0.006112596805224938
Position 31091: 0.006042251156508098
Position 3125: 0.005786708307231551
Position 32169: 0.0055711466791717075
Position 32561: 0.005546442527197108
Position 857: 0.005481252557573925
Position 47379: 0.004795782211845359
Position 33509: 0.003914893572614139
Position 33934: 0.0038744036269869214
Position 36106: 0.003736902832970268
Position 31766: 0.0032280449211442358
Position 47254: 0.0031827570943858286
Position 48394: 0.0029588870936689514
Position 33707: 0.0028840665703615976
Position 34153: 0.002828700885044468
Position 33946: 0.0028185232737026524
Position 32644: 0.0027976409338017747
Position 31051: 0.0023892323172969984
Position 42890: 0.002381123214921839
Position 31097: 0.0023499725352419676
Position 32279: 0.002348343377340527
Position 31260: 0.0022699579922516415
Position 31883: 0.0017306008992841355
Position 32098: 0.001655871791017099
Position 31608: 0.0016404052452938358
Position 32945: 0.0015044145348348879
Position 32074: 0.0013588908640027784
Position 33978: 0.0012731263373707204
Position 378: 0.0012716501492412364
Position 32127: 0.0012037762582893972
Position 30590: 0.0011252422349780774
Position 32139: 0.0010999184047237607
Position 376: 0.0010813235648489833
Position 3161: 0.000760853569999822
Position 32153: 0.0007447676399380427
Position 33534: 0.0006814200892236408
Position 33695: 0.0006777344651731542
Position 33693: 0.0006508977231225382
Position 33697: 0.0006328898215386148
Position 33699: 0.0006099631298090833
Position 31495: 0.0005561614520824989
Position 33497: 0.0005121402680704875
Position 2062: 0.0005038567340620508
Position 33691: 0.0004553290992574026
Position 33701: 0.00045219377311062786
Position 32176: 0.0003821331488864462
Position 33545: 0.00037605125173130363
Position 1900: 0.0003743684678570036
Position 33703: 0.0003214855459530395
Position 47374: 0.0003137388766333435
Position 35642: 0.0002846766085236653
Position 497: 0.00026872646998068924
Position 2472: 0.00025955414036785265
Position 507: 0.00019926577953744315
Position 35307: 0.00018910133191059106
Position 33495: 0.00017939610538129778
Position 1167: 0.00015992058506235883
Position 273: 0.00014837104692644524
Position 35732: 0.00010483419194627006
Position 2346: 0.00010138734098825189
Position 3441: 8.320299216759237e-05
Position 34556: 8.21197251062127e-05
Position 35599: 7.278839874155993e-05
Position 98: 6.857880942900815e-05
Position 31503: 6.532908654112095e-05
Position 729: 6.0977548130505214e-05
Position 2502: 5.628977736934965e-05
Position 647: 5.513701290295073e-05
Position 1416: 5.430727951803042e-05
Position 40249: 5.264854905626359e-05
Position 600: 4.2422346123265284e-05
Position 3071: 3.623208600441271e-05
Position 644: 3.1888325654630795e-05
Position 718: 2.8083870825307052e-05
Position 571: 2.2414926933257543e-05
Position 323: 2.1201116740799762e-05
Position 484: 1.8000278022022366e-05
Position 709: 1.7527981825887197e-05
Position 34776: 1.4404837637480856e-05
Position 34564: 1.4397486284165277e-05
Position 384: 1.34813812112285e-05
Position 968: 1.3088661272731254e-05
Position 35302: 1.3055184664082536e-05
Position 32219: 1.1505404629462729e-05
Position 615: 1.113566803597105e-05
Position 348: 1.1110068145310042e-05
Position 598: 1.0634056288561276e-05
Position 1511: 9.510632197127582e-06
Position 456: 9.468707940753776e-06
Position 1396: 8.499645925069204e-06
Position 325: 7.207184382673945e-06
Position 386: 5.933480203021495e-06
Position 294: 5.67589115190159e-06
