Gene = mRpS23
index = 1778
Annotated 5SS: [134 351]
Annotated 3SS: [188 411]
SMsplice 5SS: [134 351]
SMsplice 3SS: [188 411]
top_k =  500
Partition function (log Z): -4.3878835174502875

Sorted 5' Splice Sites (High to Low Probability):
Position 351: 0.9712765539243633
Position 134: 0.7159081141782261
Position 45: 0.10195767380193141
Position 100: 0.019617495607501003
Position 39: 0.0022463398397154694
Position 243: 0.001420617888619443
Position 52: 0.001315511575629134
Position 21: 0.00114528460509896
Position 313: 0.0005626950786214387
Position 252: 0.00030513066877987103
Position 343: 0.0002885293736678349
Position 355: 0.00017456301753475262
Position 400: 0.00013015329942641103
Position 340: 0.00010304408612334103
Position 369: 8.402607890708318e-05
Position 36: 6.727604827981824e-05
Position 677: 1.824381222551298e-05
Position 190: 7.000660056848595e-06
Position 454: 6.632637829780298e-06
Position 209: 4.294872046864598e-06
Position 250: 6.45385570881962e-07
Position 643: 3.2924615757919096e-07
Position 159: 6.736434075830034e-08
Position 674: 3.069418384576041e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 188: 0.8284087414401747
Position 411: 0.8155247084550011
Position 465: 0.12665064906983292
Position 439: 0.02554263534797256
Position 133: 0.01182234696524832
Position 505: 0.005661585639167402
Position 471: 0.0006642557813394518
Position 103: 0.000641434515951942
Position 415: 0.0005950453734928075
Position 100: 0.00045829496854860486
Position 165: 0.0001713644462433205
Position 293: 0.00010238449644908461
Position 195: 7.296854504561553e-05
Position 313: 7.288333950965338e-05
Position 425: 6.768927959143157e-05
Position 369: 6.288446149326731e-05
Position 577: 4.6093946124695395e-05
Position 515: 2.229653244213203e-05
Position 113: 1.748888812030407e-05
Position 730: 1.6147592233616104e-05
Position 484: 5.580981142780701e-06
Position 478: 2.0354072036297525e-06
Position 190: 1.8139397489054527e-06
Position 649: 1.4034713326787645e-06
Position 704: 1.4019613511705215e-06
Position 321: 1.2385571298334625e-06
Position 521: 6.998707349659642e-07
Position 775: 6.638231499323885e-07
Position 540: 6.617160550841765e-07
Position 755: 5.199769935136795e-07
Position 759: 4.912689413627006e-07
Position 628: 3.2679313373460146e-07
Position 721: 3.1207655834740493e-07
Position 623: 2.999598047425529e-07
Position 608: 1.8124029739387966e-07
Position 769: 1.4170870990215064e-07
Position 667: 1.228684347426148e-07
Position 524: 1.121172505534562e-07
Position 586: 1.0269255129671543e-07
Position 734: 8.035282906039421e-08
Position 643: 5.850124135411306e-08
Position 583: 5.5425500913712396e-08
Position 625: 3.999687656931686e-08
Position 279: 5.615327033442045e-09
Position 306: 2.9109587557813647e-09
Position 336: 8.677443890026228e-10
Position 228: 5.519629187103521e-10
Position 349: 5.131984470274372e-12
Position 214: 2.756865255894418e-12
