Gene = Ilp3
index = 1226
Annotated 5SS: [246]
Annotated 3SS: [317]
SMsplice 5SS: [246]
SMsplice 3SS: [317]
top_k =  500
Partition function (log Z): -3.965886112870839

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.8497651853294538
Position 250: 0.1480276117537138
Position 502: 0.006648946512003658
Position 211: 0.0013489490047085175
Position 511: 0.001199953266942938
Position 207: 0.0007817372820947284
Position 470: 0.000658304173237311
Position 588: 0.0005479086712636295
Position 660: 0.00030737723822867426
Position 597: 8.579687925854816e-05
Position 600: 3.022720755743199e-05
Position 483: 2.3558235460936417e-05
Position 88: 2.2317814121535967e-05
Position 166: 2.1925986969680545e-05
Position 605: 2.133583272258314e-05
Position 282: 1.5415676952290645e-05
Position 169: 5.087196961077257e-06
Position 451: 3.437307697899217e-06
Position 376: 2.982195844413879e-06
Position 209: 2.4894204718922396e-06
Position 392: 2.2286800770169622e-06
Position 428: 1.919882984102397e-06
Position 671: 1.7019953106691701e-06
Position 387: 1.2534652939770327e-06
Position 381: 1.0656499154750685e-06
Position 147: 1.0167038818993223e-06
Position 90: 8.923216307262567e-07
Position 439: 5.625284414232772e-07
Position 454: 4.931528947368545e-07
Position 608: 3.5309378265396513e-07
Position 149: 2.0717605343555062e-08
Position 314: 3.673767806712958e-11
Position 414: 2.7273518759181253e-11
Position 441: 1.1632573597431267e-11
Position 323: 9.638473741307506e-12
Position 357: 5.35519830717052e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 317: 0.858308848549535
Position 337: 0.13972524243465095
Position 563: 0.0042593737063406426
Position 597: 0.0030989371008025056
Position 700: 0.0011337305520634792
Position 706: 0.0009148718895469418
Position 664: 0.0005105807015243507
Position 397: 0.0005028562267315534
Position 353: 0.00046559153660099406
Position 372: 0.0003304200358618162
Position 387: 6.685104300324929e-05
Position 271: 4.630244646640361e-05
Position 748: 4.548736967295716e-05
Position 605: 3.813466982172718e-05
Position 617: 2.8517870325109387e-05
Position 154: 1.919810018593425e-05
Position 406: 1.4087225141472225e-05
Position 580: 5.176322690392969e-06
Position 451: 4.431479319994469e-06
Position 702: 4.2686528350125916e-06
Position 772: 3.950497921055839e-06
Position 282: 3.0104249000240817e-06
Position 493: 1.0002373537584818e-06
Position 381: 5.796524405715814e-07
Position 202: 5.344505919924166e-07
Position 166: 5.409500480564557e-08
Position 235: 1.605139099548013e-08
Position 237: 1.4784454403083022e-09
Position 249: 2.500274301556996e-10
Position 469: 1.0116496546869383e-10
Position 428: 5.893820103493354e-11
Position 498: 4.719866753011107e-11
Position 439: 8.52289599335312e-12
Position 477: 1.099658064663582e-12
