Gene = Su(H)
index = 1529
Annotated 5SS: [ 833 2488 2754]
Annotated 3SS: [1606 2545 2818]
SMsplice 5SS: [ 833 2488 2754]
SMsplice 3SS: [2350 2545 2818]
top_k =  500
Partition function (log Z): 2.7258570731671607

Sorted 5' Splice Sites (High to Low Probability):
Position 2754: 0.9956968021474741
Position 2488: 0.9939165030317283
Position 833: 0.965269952210199
Position 3452: 0.1472656637103752
Position 3114: 0.08106545948920105
Position 2243: 0.05179068462006515
Position 2153: 0.047532384834177155
Position 237: 0.01717694885660746
Position 861: 0.01184225650603025
Position 871: 0.008626927345858366
Position 2492: 0.004725839449509182
Position 1059: 0.004327651092040501
Position 3392: 0.003404541505538207
Position 1931: 0.003116503229863194
Position 1693: 0.0027684668399164513
Position 2768: 0.002377841974594235
Position 241: 0.002204987940551327
Position 347: 0.0017853507706436385
Position 1446: 0.0016938907232044097
Position 266: 0.0015773302795709708
Position 1755: 0.0014422696131197133
Position 3425: 0.0013131374377948835
Position 268: 0.0012664439437908212
Position 3095: 0.001240025165995747
Position 1871: 0.0012105455318507478
Position 2282: 0.0011718027593197165
Position 2948: 0.0010450282445101885
Position 3329: 0.001009804530924442
Position 1867: 0.0008705767777448932
Position 2758: 0.0008589878617775883
Position 784: 0.0008406751294720571
Position 1219: 0.000837901061448079
Position 3108: 0.000751960586946976
Position 272: 0.000599911243665995
Position 1050: 0.0005287003483524861
Position 2913: 0.0005223107936737162
Position 3159: 0.0004196278308831125
Position 222: 0.0003827635064434163
Position 354: 0.0003367329136289272
Position 1258: 0.0003265362003456173
Position 3131: 0.000311579734165607
Position 1544: 0.0002895650196813306
Position 2896: 0.000286712021868327
Position 1013: 0.0002204654811750195
Position 345: 0.00021808012653498724
Position 3197: 0.00021324414192608562
Position 3168: 0.00017474181545052998
Position 3786: 0.0001654071291712999
Position 600: 0.00015703816812635282
Position 3246: 0.00014756385527803527
Position 644: 0.00014510562159766614
Position 2652: 0.00013234414194575905
Position 3277: 0.0001194692938296375
Position 3201: 0.00010229705968346718
Position 2852: 8.325595985072058e-05
Position 153: 8.319849906721561e-05
Position 809: 7.37897825064912e-05
Position 1287: 6.500189811049777e-05
Position 878: 4.932607844410567e-05
Position 155: 4.5349746805113656e-05
Position 2715: 3.934099059805404e-05
Position 518: 3.901533115139617e-05
Position 1131: 3.7819262511504266e-05
Position 44: 3.457392130416804e-05
Position 165: 3.224495917120819e-05
Position 3178: 3.2032606173645215e-05
Position 515: 3.14077908083924e-05
Position 2684: 3.134509702783646e-05
Position 441: 3.0303873864880513e-05
Position 1303: 2.9165511712110618e-05
Position 2883: 2.046578113578368e-05
Position 2712: 1.879736077987899e-05
Position 935: 1.6323565012923732e-05
Position 276: 1.585338076204515e-05
Position 3297: 1.2464470473244853e-05
Position 3434: 1.093761776546566e-05
Position 270: 1.026995097424144e-05
Position 1141: 1.0031041669611837e-05
Position 1165: 7.004348261165019e-06
Position 3042: 4.817505279986699e-06
Position 2455: 4.666820220776117e-06
Position 422: 4.3021126801446115e-06
Position 1441: 3.3418071938588813e-06
Position 124: 3.212718360617343e-06
Position 1506: 2.6404226778426705e-06
Position 32: 2.636252498241458e-06
Position 162: 2.3166396136128343e-06
Position 47: 1.943117200150869e-06
Position 2571: 1.6883408389446951e-06
Position 1289: 1.5411363379513569e-06
Position 3241: 1.5178176384237138e-06
Position 3310: 1.008187413486946e-06
Position 78: 1.0066456410546953e-06
Position 616: 9.79811248675314e-07
Position 2837: 8.339798711590043e-07
Position 889: 7.016608440908419e-07
Position 613: 7.00037914489051e-07
Position 815: 4.2374130615935944e-07
Position 2657: 3.4736910468292804e-07
Position 3350: 2.871862478958405e-07
Position 928: 1.21002123874477e-07
Position 2819: 1.014609955705174e-07
Position 2667: 8.442595717022423e-08
Position 2654: 4.1875180088267716e-08
Position 2623: 5.248468599945679e-11
Position 2776: 3.4575056661147473e-11
Position 2823: 1.5397850307355157e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2818: 0.9978017312142935
Position 2545: 0.9764354794407597
