Gene = Hmgcl
index = 1213
Annotated 5SS: [111]
Annotated 3SS: [169]
SMsplice 5SS: [111]
SMsplice 3SS: [169]
top_k =  500
Partition function (log Z): -6.611296866052138

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9982795387880293
Position 41: 0.002512737409873495
Position 332: 0.0015199739355591898
Position 1088: 0.0012164522426585415
Position 1055: 0.0011039837618166503
Position 46: 0.0005936834862832197
Position 518: 0.0004509078081909571
Position 1093: 0.0004321963173992966
Position 402: 0.0004062321559125782
Position 1015: 0.00033927994519209403
Position 200: 0.0002466987207535101
Position 473: 0.00021937977566956107
Position 215: 0.00016507338107349596
Position 764: 0.0001626578797936866
Position 395: 0.0001152819450590112
Position 819: 0.0001011037623819385
Position 1007: 7.367463578588095e-05
Position 73: 5.131129647675608e-05
Position 231: 5.0055412521090605e-05
Position 665: 4.465182035202197e-05
Position 502: 3.445684550997596e-05
Position 628: 3.104219432406073e-05
Position 347: 2.9267928538633057e-05
Position 374: 2.202020422307271e-05
Position 668: 1.471705966556364e-05
Position 947: 1.4523015042932586e-05
Position 679: 1.4159231703455021e-05
Position 773: 1.1391957428603024e-05
Position 585: 1.1021689583952962e-05
Position 292: 8.449793238324752e-06
Position 479: 7.68709386311994e-06
Position 636: 7.677403449281354e-06
Position 723: 5.890053458951613e-06
Position 614: 5.312043265900449e-06
Position 1149: 4.370190462435667e-06
Position 1194: 4.0655225994639485e-06
Position 1048: 3.4904724189981716e-06
Position 617: 3.1096845201529024e-06
Position 1199: 2.9982290729588565e-06
Position 866: 2.628955902910257e-06
Position 944: 2.1020675757344428e-06
Position 1171: 1.7900250205681782e-06
Position 919: 1.7304265426132795e-06
Position 983: 1.4177904245407649e-06
Position 1066: 1.0048438830807482e-06
Position 869: 8.754549936244587e-07
Position 10: 7.068229955191536e-07
Position 209: 1.9484385968533962e-10
Position 179: 1.442497098451428e-10
Position 447: 6.3719943375367016e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 169: 0.9971162161418369
Position 1184: 0.0035794259751082726
Position 105: 0.0028720138144998106
Position 572: 0.0011359827737874749
Position 1247: 0.0008175759451643534
Position 302: 0.000692473839391999
Position 199: 0.0006000684824703248
Position 395: 0.0004232265865642505
Position 436: 0.00035052504572927456
Position 533: 0.00013740345225200096
Position 737: 9.067091452885533e-05
Position 823: 8.908598471310749e-05
Position 263: 6.999307496777602e-05
Position 383: 4.385421116951289e-05
Position 569: 4.2919598602360165e-05
Position 186: 3.728527411695803e-05
Position 514: 2.892691445283973e-05
Position 355: 2.4038060422001305e-05
Position 457: 2.265887864251032e-05
Position 416: 2.2519258548779173e-05
Position 1149: 2.0387024149687597e-05
Position 317: 1.7326942926028026e-05
Position 700: 1.656309493435591e-05
Position 1143: 1.5731313529621657e-05
Position 1132: 1.1518914012399543e-05
Position 1038: 1.0209223981914143e-05
Position 327: 7.3258499162234384e-06
Position 1189: 6.080147729853327e-06
Position 788: 5.772320311867215e-06
Position 408: 4.919219865983098e-06
Position 992: 4.821939199500224e-06
Position 445: 3.3755988204874017e-06
Position 110: 3.320940578371804e-06
Position 1081: 2.228706378439423e-06
Position 320: 1.9078594232740802e-06
Position 1007: 1.8682917425549706e-06
Position 214: 1.7758189477858266e-06
Position 63: 5.719254750699467e-07
Position 1273: 2.123637019754284e-07
Position 73: 8.266888279576083e-11
Position 244: 1.3123395797290292e-11
Position 271: 6.812737900850964e-12
Position 374: 6.743164574276148e-13
Position 277: 8.156832822661586e-14
Position 336: 2.5173836438621753e-19
