Gene = Mur29B
index = 1294
Annotated 5SS: [ 185 1317 2618]
Annotated 3SS: [1143 1386 2690]
SMsplice 5SS: [ 185 1317]
SMsplice 3SS: [1143 1386]
top_k =  500
Partition function (log Z): -8.147765345492504

Sorted 5' Splice Sites (High to Low Probability):
Position 1317: 0.9274105317662829
Position 185: 0.6074116230023916
Position 2618: 0.5655368042759462
Position 906: 0.0483459845457813
Position 900: 0.03177248456522767
Position 5: 0.023484244237424706
Position 745: 0.021433854140929066
Position 970: 0.00849508956851315
Position 930: 0.006947192207459918
Position 1321: 0.006921401933790832
Position 238: 0.006037171765562439
Position 963: 0.0052844768389110315
Position 1324: 0.0042094908143958535
Position 821: 0.0038503892767285455
Position 987: 0.00223344688704051
Position 556: 0.001947420722731189
Position 732: 0.0016045566603867382
Position 851: 0.001485045159525715
Position 575: 0.0009898124989419946
Position 1515: 0.0009505814717358083
Position 30: 0.000882288806019688
Position 213: 0.0007096863541211814
Position 643: 0.0006857370902460142
Position 1165: 0.0005827307351277435
Position 605: 0.0005538676562072416
Position 98: 0.0005512211075768927
Position 2631: 0.0005316312943353657
Position 625: 0.000450457683141154
Position 403: 0.00040127326668025915
Position 281: 0.000379249516428077
Position 1505: 0.00032595555508749827
Position 375: 0.0002773613819711664
Position 1707: 0.00024364350846339523
Position 1015: 0.00023915009861656924
Position 2513: 0.00020554798046939086
Position 1206: 0.00019234942245809856
Position 715: 0.0001901415076803732
Position 1601: 0.00015059157059750273
Position 161: 0.00014417923620365275
Position 817: 0.00013666695016773336
Position 2649: 0.00011785345851224854
Position 127: 0.00010351110947086809
Position 125: 8.499043366321199e-05
Position 1551: 7.954158053318186e-05
Position 795: 7.762864452460641e-05
Position 1899: 7.445114511888954e-05
Position 136: 7.136523264988302e-05
Position 421: 6.54405529942681e-05
Position 898: 6.433740940672057e-05
Position 310: 6.151255816187592e-05
Position 1036: 4.594654904143991e-05
Position 1293: 4.5485664024670674e-05
Position 652: 3.890622214097677e-05
Position 2887: 2.3879558630488408e-05
Position 655: 2.217841518897002e-05
Position 743: 2.0107821152309777e-05
Position 1280: 1.3121253506533086e-05
Position 22: 9.744296656278314e-06
Position 8: 8.792097510508306e-06
Position 25: 8.380127366254261e-06
Position 391: 1.8563725112398588e-06
Position 770: 1.8321657804956288e-06
Position 381: 5.444814075278286e-08
Position 1354: 1.9114742397303567e-08
Position 1197: 4.307223465932862e-09
Position 363: 4.740743139695455e-10
Position 365: 8.484943803023933e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1386: 0.779490487705621
Position 1143: 0.5565621846145223
Position 2690: 0.48527371029427796
Position 2692: 0.04761119954117399
Position 817: 0.044189484716301644
Position 757: 0.0420149750439719
Position 2713: 0.031144216301305976
Position 2410: 0.021032327458866466
Position 1438: 0.020720624544555328
Position 1221: 0.015811036697669187
Position 1015: 0.014871392556778827
Position 1034: 0.013333399703195283
Position 1546: 0.012997117077964597
Position 1642: 0.011973209619282946
Position 2095: 0.01158063987587219
Position 1834: 0.01141653441343867
Position 2314: 0.011125634446459616
Position 2026: 0.011090031618879677
Position 2122: 0.010767876347146927
Position 715: 0.009218377137617487
Position 2383: 0.009199509593843028
Position 327: 0.008757430362021238
Position 1615: 0.008672510142391667
Position 1738: 0.00800358842195041
Position 2479: 0.007655771040045524
Position 643: 0.005517783912005872
Position 1519: 0.005498892303962902
Position 2512: 0.004833505089771183
Position 1165: 0.0047289737421452255
Position 2287: 0.004593474399808216
Position 1930: 0.004296965574121256
Position 2740: 0.004224947870876256
Position 878: 0.0040450478188606065
Position 1999: 0.003473404260693108
Position 372: 0.003441814102185031
Position 1450: 0.0031282494226986383
Position 1462: 0.0030481438278728568
Position 1807: 0.0029681164633578922
Position 105: 0.0027635732914655653
Position 246: 0.002351753294405254
Position 555: 0.0017889309544641037
Position 1711: 0.0016277830349020169
Position 310: 0.0016096760845595113
Position 2191: 0.0014255134547702126
Position 2206: 0.001289228256158161
Position 459: 0.0011288426998188243
Position 2218: 0.0010634504290467572
Position 1903: 0.0010626973996459698
Position 513: 0.001027537300609206
Position 2768: 0.0010180176053427334
Position 655: 0.00101084663682195
Position 2771: 0.0006967997913449314
Position 517: 0.0006741425141314708
Position 490: 0.00055101392863577
Position 2600: 0.0004922281184211205
Position 2443: 0.00044132744837745787
Position 1277: 0.0003944115113235933
Position 1675: 0.00030268931948022724
Position 668: 0.0002933254477108146
Position 1682: 0.00027091670081810077
Position 2347: 0.0002577671079859988
Position 1579: 0.00024359251345904603
Position 1867: 0.00021015661449046293
Position 439: 0.00020924590379412412
Position 830: 0.0002011068470202394
Position 1771: 0.00019650739756671502
Position 1874: 0.00019456809371696927
Position 2155: 0.0001842762741905828
Position 375: 0.00018271578702911385
Position 950: 0.00016612112050844993
Position 2251: 0.0001452967907721631
Position 2583: 0.0001294627847958262
Position 1963: 0.00012888875630043828
Position 2162: 0.0001250570467323902
Position 1778: 0.00012018703952557433
Position 2059: 9.5784026724977e-05
Position 2258: 8.349896641239644e-05
Position 136: 7.814204949386164e-05
Position 905: 7.735970689581504e-05
Position 884: 6.23475453250068e-05
Position 2066: 5.830875786999336e-05
Position 1970: 5.0639329208668885e-05
Position 930: 4.746729767638543e-05
Position 1483: 4.1887607364098116e-05
Position 421: 3.608475109064482e-05
Position 1586: 3.502292913042481e-05
Position 381: 3.101155536418475e-05
Position 770: 2.8565192487807566e-05
Position 1493: 2.6711295716204005e-05
Position 1589: 2.446938617221102e-05
Position 2937: 2.387955863048835e-05
Position 184: 2.3358304106347847e-05
Position 213: 1.9731734998614524e-05
Position 947: 1.9097389173735715e-05
Position 1036: 1.3689789068027998e-05
Position 391: 1.2862303961252684e-05
Position 966: 1.1864933757542215e-05
Position 898: 1.1078353502185242e-05
Position 109: 1.0519564433373985e-05
Position 777: 1.037542083544092e-05
Position 115: 2.5340037202085316e-07
Position 403: 1.964545798973337e-08
