Gene = Ostgamma
index = 1350
Annotated 5SS: [ 210 1046 1287]
Annotated 3SS: [ 318 1123 1351]
SMsplice 5SS: [ 210 1046 1287]
SMsplice 3SS: [ 318 1123 1351]
top_k =  500
Partition function (log Z): 1.2028443842917969

Sorted 5' Splice Sites (High to Low Probability):
Position 1046: 0.9967352131851199
Position 1287: 0.9431974571962114
Position 210: 0.7702881397599624
Position 817: 0.09329346399100502
Position 411: 0.01257168428026225
Position 162: 0.006001238217299193
Position 214: 0.0014928751835965725
Position 66: 0.0011801912118564854
Position 491: 0.0007370008975523383
Position 1274: 0.0007241520018776102
Position 824: 0.0005747903930205669
Position 237: 0.0003925205543515311
Position 577: 0.0003301727012741295
Position 1248: 0.0003081873763671009
Position 601: 0.0003036007646885699
Position 1057: 0.0003012537101874344
Position 75: 0.0002597153660144282
Position 154: 0.0002516917408736504
Position 1064: 0.00023911664134561766
Position 1291: 0.00023434044464157961
Position 402: 0.00022968886754188737
Position 91: 0.00020752058514197057
Position 1211: 0.00018062336076691527
Position 415: 0.0001625079424660257
Position 448: 0.00015506846402903827
Position 808: 0.00013365428692829347
Position 1015: 9.330659625318851e-05
Position 1259: 9.093003160989249e-05
Position 1018: 6.803396153277821e-05
Position 94: 6.43545231063151e-05
Position 343: 5.954660010134099e-05
Position 170: 5.72310580865734e-05
Position 301: 5.527475121015898e-05
Position 1050: 4.1113684454341665e-05
Position 226: 3.861075723277599e-05
Position 1216: 2.9705698188257108e-05
Position 1038: 2.9557345253355753e-05
Position 1252: 2.486743761181797e-05
Position 1033: 2.179531222884728e-05
Position 102: 2.020043117759629e-05
Position 1228: 1.6869602809755577e-05
Position 510: 1.637233917657271e-05
Position 7: 1.2307845195554755e-05
Position 422: 1.1408386250576128e-05
Position 1076: 9.819615565198136e-06
Position 520: 5.452629527340635e-06
Position 697: 5.0499817375435165e-06
Position 974: 4.261832510753766e-06
Position 165: 4.25809483721864e-06
Position 1230: 3.6365305714924504e-06
Position 861: 2.7937094395756454e-06
Position 920: 2.4765072366641745e-06
Position 85: 2.340842531494369e-06
Position 1245: 2.337115117570328e-06
Position 218: 2.0594689065522875e-06
Position 290: 2.006080987339717e-06
Position 927: 1.1474696931805126e-06
Position 1358: 7.102592580069472e-07
Position 876: 5.028750043158802e-07
Position 963: 4.984984653216559e-07
Position 1351: 4.680198100566788e-07
Position 881: 4.349407207271371e-07
Position 892: 3.8176984202296314e-07
Position 1329: 2.5907549845251135e-07
Position 730: 1.4008218888042364e-07
Position 1081: 1.0196134220419585e-07
Position 355: 8.814201800892343e-08
Position 634: 6.2235666919206e-08
Position 855: 4.554728780729727e-08
Position 955: 3.431545772971738e-08
Position 790: 2.9447347645389485e-08
Position 333: 2.410968859573741e-08
Position 979: 2.1423245249408886e-08
Position 767: 2.3010790725284372e-11
Position 636: 2.2120452658305916e-11
Position 1135: 3.977741720773267e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9996283042611966
Position 1351: 0.9356695528377796
Position 318: 0.7403314109809608
Position 892: 0.11638277835553451
Position 262: 0.014351784323949745
Position 1367: 0.007369031663569368
Position 870: 0.002904844530256099
Position 1005: 0.0021128044209412947
Position 657: 0.0017894694546994121
Position 266: 0.0014469364782529123
Position 121: 0.001416755613324748
Position 343: 0.001373415382439794
Position 486: 0.001350326176813873
Position 1419: 0.0010343287499762638
Position 476: 0.0010329999343084676
Position 494: 0.000967104327103415
Position 402: 0.0005309897323794085
Position 1329: 0.00040596584648454754
Position 1379: 0.00028296036434805126
Position 963: 0.0002434083337903037
Position 286: 0.00014332219284732476
Position 375: 8.697049316768605e-05
Position 1176: 8.163023833671046e-05
Position 1390: 7.068259939870703e-05
Position 249: 4.9493866742807004e-05
Position 274: 4.181272185507425e-05
Position 663: 3.717276519842117e-05
Position 1266: 3.6745465579829275e-05
Position 1272: 3.386659327004012e-05
Position 824: 1.1496060990044534e-05
Position 1193: 1.0379486261841204e-05
Position 209: 1.0336025296892345e-05
Position 1432: 7.968281464957302e-06
Position 600: 6.723360367520729e-06
Position 189: 6.141153751617828e-06
Position 669: 5.856615354799912e-06
Position 420: 4.106808441045754e-06
Position 1188: 3.5905995440441122e-06
Position 1011: 2.8768017275539085e-06
Position 1286: 2.7714870237958354e-06
Position 1309: 2.5311342747704775e-06
Position 140: 1.9737821802454348e-06
Position 151: 1.919575192886513e-06
Position 276: 1.284157323452162e-06
Position 1396: 1.0139257157631732e-06
Position 411: 5.105965450153139e-07
Position 165: 1.1770448512589423e-07
Position 94: 1.1010467933466229e-07
Position 1076: 9.949522912656108e-08
Position 91: 9.557469584322363e-08
Position 127: 2.667671170953025e-08
Position 98: 7.357685138024697e-13
