Gene = kin17
index = 1739
Annotated 5SS: [1062]
Annotated 3SS: [1133]
SMsplice 5SS: [1062]
SMsplice 3SS: [1133]
top_k =  500
Partition function (log Z): -5.034196710825713

Sorted 5' Splice Sites (High to Low Probability):
Position 1062: 0.9928983151708918
Position 105: 0.010442312085498312
Position 21: 0.008172163581483228
Position 925: 0.0035894466120412463
Position 471: 0.0025209543853694097
Position 500: 0.002330489509579397
Position 167: 0.0008659707191516878
Position 1395: 0.0007135587927032345
Position 1053: 0.0005978259480790657
Position 1362: 0.0002672017233093417
Position 109: 0.0002647929285687128
Position 996: 0.0002419834805761832
Position 444: 0.0001503204621153864
Position 179: 0.0001470910186866605
Position 845: 0.00012446891832499805
Position 1365: 0.00011823439260979929
Position 668: 0.00010491285431969108
Position 1287: 8.54595654626176e-05
Position 731: 7.362533583446057e-05
Position 1245: 7.122417704078967e-05
Position 215: 6.710551177236463e-05
Position 380: 6.38755561926811e-05
Position 338: 6.269194775792302e-05
Position 930: 5.8345673221936705e-05
Position 933: 4.7861771601712355e-05
Position 1349: 4.64622675627493e-05
Position 1267: 4.198882081687552e-05
Position 148: 3.905837900865696e-05
Position 434: 2.7062848144301454e-05
Position 449: 1.9051396417226032e-05
Position 965: 1.5094424808719202e-05
Position 1025: 1.5010287302227487e-05
Position 1296: 1.4487053007453745e-05
Position 233: 1.0079161734580687e-05
Position 60: 9.888215283237105e-06
Position 747: 8.884144850010423e-06
Position 8: 8.31748300827592e-06
Position 248: 7.690897628220606e-06
Position 801: 6.674184067935927e-06
Position 984: 5.410593668512917e-06
Position 1107: 5.089994500733541e-06
Position 119: 2.7403980748381125e-06
Position 849: 1.7208446429388122e-06
Position 892: 1.703058339970616e-06
Position 1399: 1.6825436832945667e-06
Position 191: 1.6138019635126808e-06
Position 1251: 8.395841003953721e-07
Position 39: 4.342671482307173e-07
Position 1149: 4.280906619345518e-07
Position 94: 3.684179179761655e-07
Position 1182: 2.8090767152381975e-07
Position 323: 2.658765320551548e-07
Position 1179: 2.3727377391251151e-07
Position 302: 2.3499171594098303e-07
Position 45: 2.1458907472504717e-07
Position 803: 6.916498571529888e-11
Position 523: 7.555820786491723e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1133: 0.9984842375515968
Position 81: 0.007345061399258868
Position 155: 0.0036159502091977934
Position 523: 0.0027227882018270927
Position 981: 0.0019646419589129448
Position 158: 0.0019206815740671656
Position 835: 0.000985299499435725
Position 289: 0.0009128652096418437
Position 768: 0.0008695999142345269
Position 1006: 0.0006675491550994153
Position 1443: 0.0006563999246394759
Position 1106: 0.0006424519692103734
Position 789: 0.000636489191307523
Position 1427: 0.0005620257832212296
Position 1145: 0.00043542564073451316
Position 528: 0.00031008768027303144
Position 1169: 0.00027351719416121063
Position 295: 0.00010933505825076362
Position 731: 9.535377316488196e-05
Position 551: 9.302388403220182e-05
Position 176: 9.115591048258581e-05
Position 617: 9.009808662028068e-05
Position 614: 8.991986678214559e-05
Position 1492: 8.015328105443327e-05
Position 800: 7.785250156172797e-05
Position 809: 7.296623464631721e-05
Position 449: 6.764665339694474e-05
Position 563: 6.521121702973972e-05
Position 1362: 4.661511653082051e-05
Position 134: 4.624137682893743e-05
Position 545: 3.769564040620759e-05
Position 753: 3.645267380131848e-05
Position 569: 3.4705123886282106e-05
Position 1013: 2.456639930715977e-05
Position 1399: 2.2734926790331558e-05
Position 398: 2.272114184245333e-05
Position 965: 2.0338560396088608e-05
Position 795: 1.710311233423548e-05
Position 1025: 1.558678554086366e-05
Position 108: 1.0896146986984555e-05
Position 773: 1.0094188603500258e-05
Position 215: 9.828360416055895e-06
Position 146: 9.109726655954942e-06
Position 707: 8.998168476166702e-06
Position 530: 8.75670816262884e-06
Position 242: 8.493205637968117e-06
Position 566: 7.773315353349542e-06
Position 380: 7.511673390124212e-06
Position 1349: 4.636052419728767e-06
Position 188: 4.2145299828721066e-06
Position 395: 4.168229730176311e-06
Position 1308: 3.23780132736212e-06
Position 737: 3.0191734658617985e-06
Position 638: 2.2978652317160218e-06
Position 358: 1.8662069627655006e-06
Position 1423: 1.8329786136425163e-06
Position 191: 1.4282630780949637e-06
Position 1334: 1.0534501939878666e-06
Position 1290: 8.292958225769324e-07
Position 1278: 3.4058336257873115e-07
Position 1237: 1.948129287732619e-07
Position 1282: 9.94400410448676e-08
Position 350: 5.1885779751639e-09
Position 368: 3.6096521400159074e-09
Position 377: 3.0269678818042985e-09
Position 300: 2.11777529438587e-09
Position 119: 1.8486261039035886e-09
Position 248: 1.636495674241223e-09
Position 104: 8.989302123512947e-12
Position 185: 5.559639407205676e-13
Position 50: 3.3065603292705205e-14
