Gene = Atg3
index = 37
Annotated 5SS: [ 203  793 1052]
Annotated 3SS: [ 656  860 1105]
SMsplice 5SS: [ 203  793 1052]
SMsplice 3SS: [ 656  860 1105]
top_k =  500
Partition function (log Z): 7.479479666970993

Sorted 5' Splice Sites (High to Low Probability):
Position 793: 0.9995972955297571
Position 1052: 0.9979112359368313
Position 203: 0.9608398712047579
Position 1580: 0.07134781259050044
Position 496: 0.04730058625768203
Position 1447: 0.02174766740601196
Position 1323: 0.010630677753684507
Position 502: 0.00897039376819295
Position 426: 0.0083372291286923
Position 1596: 0.006886683570059839
Position 440: 0.0029253016837875946
Position 1348: 0.0021296073662357496
Position 253: 0.0008977927965480423
Position 210: 0.00038840253042563764
Position 1403: 0.00030260453872198406
Position 529: 0.00024862431962406666
Position 8: 0.00024362455063813924
Position 52: 0.00022188957109178976
Position 241: 0.00020997387640847437
Position 270: 0.00019161647409747133
Position 272: 0.00014662631386858804
Position 239: 0.0001436105816118995
Position 1515: 0.00012713279687509351
Position 46: 0.00011865373139916496
Position 77: 0.00010515240580484424
Position 1375: 0.00010386129887104753
Position 797: 5.7661132382036684e-05
Position 1062: 5.6652758448661954e-05
Position 611: 3.852293657584898e-05
Position 314: 2.7894046529703716e-05
Position 4: 2.4212677449756934e-05
Position 1400: 1.8358161185056414e-05
Position 1056: 1.68683288503335e-05
Position 467: 1.58294885217398e-05
Position 1331: 1.4453873057795364e-05
Position 173: 8.208207779012488e-06
Position 465: 7.909931075813765e-06
Position 1436: 6.21713599200134e-06
Position 1457: 5.630083097686422e-06
Position 1229: 5.3034293776994985e-06
Position 746: 5.151546494077875e-06
Position 88: 3.029745355147684e-06
Position 966: 1.8865333692674078e-06
Position 106: 1.5017764143294996e-06
Position 152: 1.4162225208555592e-06
Position 957: 1.3767220238934023e-06
Position 370: 1.128046681967155e-06
Position 194: 1.0030488453945058e-06
Position 1495: 8.915957345309358e-07
Position 368: 8.171144691839558e-07
Position 140: 7.77142492017379e-07
Position 1607: 7.642258072167511e-07
Position 1532: 7.140663349039538e-07
Position 1542: 6.203740268515138e-07
Position 138: 5.917084799302552e-07
Position 625: 3.855611384122769e-07
Position 347: 3.785546474473409e-07
Position 416: 3.2731037616539644e-07
Position 615: 2.318979465357261e-07
Position 1693: 2.2323222003696502e-07
Position 96: 1.7899118950004165e-07
Position 1289: 1.4257240374865313e-07
Position 941: 1.2659689112769321e-07
Position 723: 9.099726021638363e-08
Position 712: 6.761622278818557e-08
Position 971: 5.889963118052735e-08
Position 628: 5.3892276029420835e-08
Position 670: 4.391945871554624e-08
Position 733: 3.6142773635208614e-08
Position 952: 3.465896705419629e-08
Position 1241: 2.909775294802658e-08
Position 679: 1.4502913353693359e-08
Position 1092: 1.295444654958746e-08
Position 923: 1.8355261125398192e-10
Position 887: 1.1206795262398272e-16
Position 639: 1.8508587873648753e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 860: 0.9949160440275203
Position 656: 0.9916683773133528
Position 1105: 0.895702433200585
Position 1645: 0.08188748990031114
Position 1124: 0.07054687131663213
Position 1514: 0.040252489801377016
Position 363: 0.03314130007415416
Position 1128: 0.008926741069023527
Position 1109: 0.004933042756844773
Position 678: 0.003058776169581986
Position 913: 0.0029480262882128857
Position 1420: 0.002597044176128862
Position 1384: 0.0022696052378158023
Position 1444: 0.0020447467626394118
Position 910: 0.000917064677231905
Position 306: 0.0006807320244162293
Position 268: 0.0005509862663233112
Position 865: 0.0005433946372415538
Position 412: 0.0005062583059183418
Position 1465: 0.00042731239312441676
Position 1159: 0.0004243416122704274
Position 585: 0.0004156890068245908
Position 1365: 0.00037332725811979383
Position 934: 0.0003459673808048597
Position 1755: 0.0003391728832577415
Position 1780: 0.000290848566327937
Position 477: 0.0002642467014880679
Position 593: 0.00023739257255165778
Position 293: 0.00023001740916526862
Position 696: 0.00021800858013088455
Position 88: 0.00012831393421236333
Position 101: 0.00011881863583296542
Position 1244: 9.085566922602712e-05
Position 1700: 8.703980040929436e-05
Position 1576: 6.331283112213763e-05
Position 527: 3.18006786750291e-05
Position 1567: 2.94782630609478e-05
Position 311: 2.6296055995505504e-05
Position 119: 2.3609946283204563e-05
Position 94: 2.2833259960425226e-05
Position 435: 2.148687742883031e-05
Position 106: 1.6494504163367008e-05
Position 136: 1.6033137297344782e-05
Position 1426: 1.2620682270071297e-05
Position 746: 1.0744977841776017e-05
Position 1477: 7.919063385656409e-06
Position 446: 7.83518592350716e-06
Position 1261: 6.104785939171464e-06
Position 1207: 5.649005288902171e-06
Position 157: 4.737851376136112e-06
Position 1375: 3.3764788457148234e-06
Position 1009: 3.0477828089165872e-06
Position 1564: 2.421620426805358e-06
Position 931: 1.2980948818356165e-06
Position 534: 5.207823683218672e-07
Position 791: 2.7959950398449357e-07
Position 202: 1.779896523647835e-07
Position 674: 1.7638419268146512e-07
Position 823: 1.5602609326020602e-07
Position 387: 1.2351556471300649e-07
Position 541: 1.0152667598599871e-07
Position 952: 9.284370870507645e-08
Position 1042: 8.431266352508028e-08
Position 164: 8.043059090856736e-08
Position 1015: 4.397251549082012e-08
Position 949: 1.2923611918626816e-08
Position 52: 1.2181374869501469e-08
Position 1021: 8.509928762176115e-09
Position 138: 4.826907186401714e-09
Position 1183: 1.854486276847507e-09
Position 1166: 1.6668950699112326e-09
Position 1295: 2.365331203115783e-10
Position 1284: 1.9690252935781917e-10
Position 1279: 1.8241969368967553e-10
Position 1315: 9.07722121336388e-11
Position 1092: 3.999800179975481e-11
Position 61: 2.2592513975621343e-11
Position 46: 9.255730946958628e-12
Position 210: 3.477251908761295e-12
Position 1274: 1.0433018404782049e-12
Position 1267: 1.0085721457084087e-12
Position 1225: 8.208649004321642e-13
Position 63: 3.242374899748999e-14
Position 65: 1.0192550668877578e-16
