Gene = mus312
index = 1808
Annotated 5SS: [ 232  506 1108 2100 2205]
Annotated 3SS: [ 296  583 1166 2159 2260]
SMsplice 5SS: [ 232  506 1108 2100 2205]
SMsplice 3SS: [ 296  583 1166 2159 2260]
top_k =  500
Partition function (log Z): 6.405031936517564

Sorted 5' Splice Sites (High to Low Probability):
Position 1108: 0.9994049452282495
Position 506: 0.988210834055147
Position 232: 0.9749498098962844
Position 2100: 0.947872477453198
Position 2205: 0.9398972638964707
Position 2422: 0.3896840872489209
Position 1407: 0.02168224056056093
Position 2308: 0.018747458604139376
Position 3676: 0.011102564445774406
Position 65: 0.0068118409596048006
Position 2662: 0.006798598946826491
Position 3017: 0.005691951197441138
Position 4158: 0.005293887881152986
Position 35: 0.004933092581234154
Position 3552: 0.004770688827070157
Position 1624: 0.004692201396791666
Position 4171: 0.0041773959697920865
Position 1487: 0.004098601743041105
Position 1212: 0.0034391618113274874
Position 1658: 0.0027780256335524682
Position 2467: 0.002187448432853861
Position 2457: 0.0019980130903075907
Position 1928: 0.0016275512947732684
Position 2074: 0.0013995068912018367
Position 1645: 0.001089264936497572
Position 2869: 0.0009776988561941836
Position 3478: 0.0008875504187391564
Position 3972: 0.0008406144890716884
Position 2209: 0.0007886760281267963
Position 255: 0.0007762753096270962
Position 2223: 0.0006119875860224047
Position 2448: 0.0005848440761461434
Position 1560: 0.0005386666884482158
Position 2693: 0.0002932328100214703
Position 3451: 0.0002483464894848972
Position 45: 0.00019452127965470246
Position 1225: 0.00018648239809704306
Position 2390: 0.00018262036786184446
Position 4187: 0.00017725062372929851
Position 1632: 0.0001678482345840635
Position 1761: 0.000164762393342149
Position 4123: 0.0001554803689601014
Position 811: 0.0001539055386474815
Position 72: 0.0001293185414631071
Position 1982: 0.00010948711014888989
Position 1134: 8.321555141942649e-05
Position 263: 7.47874257011277e-05
Position 1370: 6.810785958199492e-05
Position 2374: 6.743004748166943e-05
Position 1721: 6.640088074932243e-05
Position 1079: 6.435247045127106e-05
Position 1961: 6.140578968203447e-05
Position 806: 5.533836213646636e-05
Position 1469: 4.012438687354728e-05
Position 1994: 3.368126687148855e-05
Position 1017: 3.3562695446431835e-05
Position 169: 3.182595223597203e-05
Position 1794: 3.114210622441121e-05
Position 853: 2.9538215861483494e-05
Position 2081: 2.8532533693074225e-05
Position 663: 2.420401216660343e-05
Position 973: 1.9001599017405245e-05
Position 1112: 1.7418563776478638e-05
Position 1237: 1.664263492308453e-05
Position 212: 1.4915186779948542e-05
Position 1350: 1.1034428871005993e-05
Position 1196: 9.018134371817464e-06
Position 2298: 8.24679884398595e-06
Position 1193: 5.53563007004877e-06
Position 266: 5.058131150895258e-06
Position 820: 4.555260821016054e-06
