Gene = gry
index = 1720
Annotated 5SS: [   63  1084  1369  1865  2326  2818  3113 10707 11565 11818]
Annotated 3SS: [  131  1137  1426  1926  2382  2918 10197 10769 11622 11876]
SMsplice 5SS: [ 1084  1369  1865  2326  2818  3113 10707 11565 11818]
SMsplice 3SS: [ 1137  1426  1926  2382  2918 10197 10769 11622 11876]
top_k =  500
Partition function (log Z): 15.84092534955412

Sorted 5' Splice Sites (High to Low Probability):
Position 2326: 0.9966655354798063
Position 1369: 0.9886848241548534
Position 3113: 0.9838741415134562
Position 11818: 0.9769697316126286
Position 11565: 0.9748670656022717
Position 1865: 0.9554562926186868
Position 1084: 0.9511445102880656
Position 10707: 0.9132155832270884
Position 10948: 0.7092789568569888
Position 2818: 0.6002491852381943
Position 63: 0.42790687073151107
Position 3648: 0.3196652891678282
Position 67: 0.06704163053561765
Position 38: 0.027572611659913208
Position 2699: 0.018842769743214298
Position 2835: 0.013870873386158986
Position 3117: 0.01135999073782075
Position 77: 0.01096598185496608
Position 1042: 0.01021130466692169
Position 10404: 0.00909400381681145
Position 2822: 0.008025249744967208
Position 17: 0.00801515482364175
Position 1357: 0.006739585014761174
Position 4275: 0.0035756984447656535
Position 831: 0.0034161783254524096
Position 1653: 0.0026333755129509654
Position 4901: 0.0024236053191471116
Position 3717: 0.0023603389051262583
Position 508: 0.0021727927793789344
Position 1319: 0.0016378344788174118
Position 11154: 0.001560163576633004
Position 11900: 0.0013574844912941407
Position 11469: 0.0013203161443562303
Position 10449: 0.0011807004221399654
Position 21: 0.0010442265666859153
Position 2479: 0.0008827030979312527
Position 3665: 0.0007000166431231447
Position 574: 0.0006131354381983634
Position 2989: 0.0005741831117060308
Position 401: 0.0005358027878352753
Position 12176: 0.0004925189567715583
Position 2089: 0.0004604744233039007
Position 2783: 0.0004390664150082077
Position 3273: 0.0004257702823864933
Position 433: 0.0003833725162512615
Position 3007: 0.00032402519385446734
Position 638: 0.0003238332893155501
Position 12072: 0.00028572922812527255
Position 1382: 0.00027990791596240404
Position 634: 0.00026491205284275406
Position 2966: 0.00023962438654411306
Position 294: 0.00022170343704184934
Position 229: 0.00021732023343975877
Position 3131: 0.00019230285094500816
Position 2126: 0.00018693478104225605
Position 245: 0.0001646746543343872
Position 11441: 0.0001620022821427814
Position 437: 0.00016171778722720668
Position 290: 0.0001472215288161079
Position 12074: 0.00012809485092230396
Position 644: 0.00011873497499374162
Position 641: 0.00011694880321315367
Position 2321: 0.00011500053142757517
Position 411: 0.00011205330649777066
Position 695: 9.853973589724909e-05
Position 4051: 8.551349059478736e-05
Position 12059: 8.059899889840482e-05
Position 11968: 7.31741173966148e-05
Position 764: 7.174424350089245e-05
Position 702: 6.424519217244825e-05
Position 2330: 6.030997435322334e-05
Position 2716: 6.006264863528845e-05
Position 11686: 5.1933146669108085e-05
Position 1873: 5.183302340616334e-05
Position 132: 4.878027046224335e-05
Position 370: 4.7783401225475295e-05
Position 3420: 4.4995561728846806e-05
Position 11947: 4.390288579660418e-05
Position 4471: 4.1532507882616044e-05
Position 3094: 3.86760301168528e-05
Position 495: 3.622959286003949e-05
Position 571: 3.304844341959383e-05
Position 12133: 3.22689066200268e-05
Position 110: 3.215439765679233e-05
Position 471: 3.0021847050075615e-05
Position 431: 2.9117966221694687e-05
Position 700: 2.85308986005204e-05
Position 3158: 2.625489262371979e-05
Position 2054: 2.5170658533858637e-05
Position 2551: 2.488394380087546e-05
Position 1793: 2.318347913373592e-05
Position 1323: 1.6433509907101267e-05
Position 846: 1.6296158655974505e-05
Position 2182: 1.5634430628390802e-05
Position 1312: 1.558050193299619e-05
Position 3110: 1.5118726861510273e-05
Position 535: 1.3360265510783985e-05
Position 3654: 1.2915446194279667e-05
Position 713: 1.2597685852189098e-05
Position 503: 1.2319773418509926e-05
Position 664: 1.2315889267096944e-05
Position 1434: 9.320399104443728e-06
Position 11782: 8.95372380874283e-06
Position 2240: 7.598296996458612e-06
Position 4006: 7.227801370536131e-06
Position 2284: 6.59707716920784e-06
Position 1012: 6.446822744236195e-06
Position 1648: 5.604853993886736e-06
Position 1625: 5.495599409880405e-06
Position 3098: 4.906003392576995e-06
Position 383: 3.6435349557356805e-06
Position 1702: 3.500526121697175e-06
Position 1882: 3.452999781618219e-06
Position 12089: 3.382238598064144e-06
Position 3786: 3.3325813138377024e-06
Position 2666: 3.0174836690306358e-06
Position 1784: 2.8418938100339424e-06
Position 1530: 2.295750173414151e-06
Position 2207: 1.7438444613107048e-06
Position 2260: 1.741304618423594e-06
Position 2279: 1.3561198512731221e-06
Position 1239: 9.77881868626738e-07
Position 1298: 6.295899396969407e-07
Position 284: 4.1056205890802365e-07
Position 3522: 2.0394310808081603e-07
Position 1249: 1.9249758403061993e-07
Position 1285: 1.657417976536552e-07
Position 11806: 1.3468692905842624e-08
Position 2193: 1.3255377490084846e-08
Position 3070: 1.2472157450950712e-08
Position 11812: 1.209705398375127e-08
Position 11931: 1.1475754195308543e-08
Position 2138: 7.588585031279474e-09
Position 2249: 7.477384365314004e-09
Position 11937: 6.068580794752167e-09
Position 11822: 5.406736652004427e-09
Position 212: 4.351840376054061e-09
Position 2308: 3.312538827675418e-09
Position 12084: 2.6402717138697147e-09
Position 194: 1.9569791949249448e-09
Position 1829: 1.398862015718922e-09
Position 12078: 1.1749089503047006e-09
Position 204: 9.454343749628872e-10
Position 11789: 7.879475207099768e-10
Position 172: 7.845116863574747e-10
Position 919: 4.112498895795529e-10
Position 1890: 3.845646523588356e-10
Position 2252: 3.111214607218567e-10
Position 1926: 2.721197786243138e-10
Position 2335: 2.436280103969056e-10
Position 449: 1.8702172579474177e-10
Position 460: 1.6395793826650744e-10
Position 11970: 1.3627738942405714e-10
Position 151: 1.2936592889354882e-10
Position 1030: 1.1719614870311789e-10
Position 943: 9.309279153498797e-11
Position 178: 6.357671638488527e-11
Position 1671: 3.705323391996648e-11
Position 1988: 2.0221783269188337e-11
Position 1956: 1.102791723243883e-11
Position 2030: 5.275353363964214e-12
Position 134: 4.106425591476834e-12
Position 1769: 6.0625702028957424e-18
Position 1697: 1.2623950729073296e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1426: 0.9989718292614922
Position 11622: 0.9980565015953001
Position 10769: 0.997531781710267
Position 2382: 0.9506286383586431
Position 11876: 0.9470616817821151
Position 1926: 0.9267107763262754
Position 10197: 0.9245150811752899
Position 1137: 0.8559405364673306
Position 2918: 0.5534817162014304
Position 147: 0.3224339859740997
Position 3179: 0.26653431397255556
Position 11010: 0.2166396138675107
Position 131: 0.1848350814582459
Position 11108: 0.17693523984210413
Position 11080: 0.1507862973649265
Position 1151: 0.09403328720707774
Position 2879: 0.0827714554669695
Position 11468: 0.07764886781548748
Position 11223: 0.04236160558884278
Position 887: 0.01985685416095089
Position 11391: 0.018930592753220822
Position 2506: 0.014214935684844549
Position 12045: 0.013983909113286798
Position 2415: 0.012847526894152111
Position 151: 0.012446941380373099
Position 3251: 0.012127095466060767
Position 11931: 0.011417998245129339
Position 3066: 0.011112006252095664
Position 3261: 0.01086480360388474
Position 3187: 0.01024174307435927
Position 3278: 0.007725119704425073
Position 2161: 0.007332078095058901
Position 2125: 0.006769330774920373
Position 3536: 0.006417087556055462
Position 1255: 0.005845341123213742
Position 329: 0.0058386415225008025
Position 2033: 0.005513324261072877
Position 3237: 0.004631251812009441
Position 11511: 0.003853258401989302
Position 3334: 0.003186887948984711
Position 2821: 0.003088650781797489
Position 2622: 0.002820516380141402
Position 11894: 0.002605019294796214
Position 2234: 0.0024620293628619906
Position 2052: 0.0023776284540061635
Position 2763: 0.002324891121050196
Position 2611: 0.0022956365301363356
Position 3347: 0.0020683791587586876
Position 11020: 0.0019141462803514524
Position 1709: 0.001747055342827616
Position 1961: 0.0017192026506302788
Position 899: 0.0016660986572219034
Position 2982: 0.0015167758258505457
Position 943: 0.0014608637904184412
Position 1285: 0.0014033952127159672
Position 4640: 0.0013817209372642839
Position 12137: 0.0012691873733364793
Position 10798: 0.0011181764887772594
Position 159: 0.0010749789411520758
Position 2089: 0.0009745429341440308
Position 12224: 0.0008824040698017807
Position 1217: 0.0008328134088626992
Position 2095: 0.0007062509145794087
Position 2721: 0.0006842318528286811
Position 1261: 0.0006762386343306923
Position 3721: 0.0005953039467677587
Position 2135: 0.0005938956347622751
Position 11937: 0.0005938494977406837
Position 1269: 0.0004924059931642525
Position 12155: 0.0004887380741737544
Position 1487: 0.00046988397858695186
Position 11888: 0.0004550829110405889
Position 11947: 0.00039267834114683136
Position 11601: 0.00037022565179570835
Position 3377: 0.00034554493005309426
Position 2452: 0.0003292655342720203
Position 2239: 0.00031697113241877385
Position 1207: 0.00029086861600896086
Position 271: 0.00029062837274589754
Position 2740: 0.0002744015986205184
Position 4538: 0.00025550417364065544
Position 508: 0.00024174275659990033
Position 4371: 0.00022139251802793668
Position 4605: 0.00021965340156889255
Position 586: 0.00021579541720915992
Position 3776: 0.00021267531573982145
Position 248: 0.00018593179100859103
Position 12115: 0.00018508658983686113
Position 1234: 0.0001624538439506348
Position 110: 0.00015094255619759513
Position 1521: 0.00013966599433157373
Position 858: 0.00013866566863388475
Position 1717: 0.00010895087367111468
Position 2173: 0.00010646654083664434
Position 3041: 0.00010577125202970668
Position 332: 0.00010460065883860648
Position 1697: 0.00010320192392691337
Position 12238: 0.00010041095393335514
Position 1518: 9.964786084558042e-05
Position 1792: 9.632890640666002e-05
Position 2358: 8.970157255123296e-05
Position 2113: 8.957616658422237e-05
Position 2698: 8.050271434508728e-05
Position 3847: 8.0438884078075e-05
Position 4217: 7.890386464468473e-05
Position 1018: 7.153547671715947e-05
Position 1731: 6.312892991570844e-05
Position 212: 6.28571706034211e-05
Position 2457: 5.528676673620429e-05
Position 11745: 5.1933146669108085e-05
Position 818: 4.9303732513629586e-05
Position 1712: 4.519811487238874e-05
Position 394: 4.380391118899749e-05
Position 2578: 4.2232227591891085e-05
Position 1743: 4.079600822307666e-05
Position 1757: 3.65464346242164e-05
Position 556: 3.516920971080606e-05
Position 967: 3.488556597226804e-05
Position 1312: 3.429126294419111e-05
Position 4121: 3.349033961913194e-05
Position 2406: 3.0310669891271912e-05
Position 2193: 2.967697104232856e-05
Position 598: 2.9399494311887488e-05
Position 4402: 2.9394541844482372e-05
Position 1330: 2.787727530431145e-05
Position 1201: 2.611500271431041e-05
Position 12124: 2.5458356375672942e-05
Position 718: 2.5254234545913804e-05
Position 777: 2.440469420944424e-05
Position 3086: 2.348340343178736e-05
Position 1753: 2.2595097383348882e-05
Position 2524: 1.7528343197271728e-05
Position 11581: 1.7376188995044154e-05
Position 1784: 1.561617371380237e-05
Position 2284: 1.5221982374373802e-05
Position 12057: 1.4403381940106948e-05
Position 1524: 1.3178896017041428e-05
Position 220: 1.3068328315426345e-05
Position 1963: 1.0569224576693152e-05
Position 991: 9.383035995277896e-06
Position 679: 8.505638759255395e-06
Position 1466: 8.351014706763824e-06
Position 2060: 7.451786092392792e-06
Position 862: 6.538972275069339e-06
Position 803: 6.248148848605094e-06
Position 2635: 5.563801459872454e-06
Position 1610: 4.659030592676149e-06
Position 2702: 3.974280164673599e-06
Position 2677: 3.770730191674543e-06
