Gene = Samuel
index = 1468
Annotated 5SS: [10587 11676 31483 36334 37056 38004]
Annotated 3SS: [11518 30728 35862 36574 37310 52345]
SMsplice 5SS: [  454 11676 31483 36334 37056 38004]
SMsplice 3SS: [11518 30728 35862 36574 37310 52345]
top_k =  500
Partition function (log Z): -5.852680195151015

Sorted 5' Splice Sites (High to Low Probability):
Position 11676: 0.9999999999999994
Position 36334: 0.9555778922267524
Position 38004: 0.938496525854861
Position 31483: 0.8402158811769526
Position 37056: 0.7851132066207038
Position 2077: 0.7729717950425712
Position 2925: 0.5713360887472845
Position 454: 0.5048954195503065
Position 1762: 0.4888958641533851
Position 2600: 0.4569218439615975
Position 1208: 0.44696884007792215
Position 95: 0.41636239012393117
Position 38138: 0.38440503016798633
Position 36810: 0.15757003710018794
Position 49857: 0.13078714624644402
Position 2819: 0.12633076626494985
Position 37236: 0.11799504753216274
Position 30932: 0.11663055832034797
Position 3436: 0.059948548387425596
Position 647: 0.04369436662647452
Position 3849: 0.0382333347160231
Position 867: 0.032020174181852205
Position 3739: 0.03065299730798478
Position 36415: 0.025366614327491897
Position 1100: 0.02514855185408985
Position 2507: 0.025020730049039857
Position 280: 0.02364765167207256
Position 233: 0.021263170854108903
Position 312: 0.015960900882471984
Position 1500: 0.011704413696915834
Position 722: 0.011537563019048541
Position 36310: 0.010353244948533208
Position 304: 0.010262268733212601
Position 4228: 0.008679827112616358
Position 643: 0.00842527345398452
Position 37187: 0.007163051644739135
Position 2366: 0.006933786320599692
Position 316: 0.006458893759018712
Position 37858: 0.005607926126513843
Position 276: 0.005518500730767594
Position 2337: 0.005503881985425042
Position 2524: 0.005109690874497991
Position 2480: 0.005080713312830715
Position 272: 0.005031684997409839
Position 274: 0.004517751958549858
Position 2056: 0.0041667749887081915
Position 308: 0.0034192904094037363
Position 2489: 0.0031827869608985005
Position 954: 0.0030178456711634953
Position 270: 0.0026144840752740906
Position 37943: 0.0026013964734384787
Position 1944: 0.0019935953597459742
Position 37932: 0.0019892789569599346
Position 36832: 0.001740908117585381
Position 36087: 0.0014853800608558738
Position 36819: 0.0014370854516351165
Position 1038: 0.0009403469491212619
Position 2604: 0.0008641791596007684
Position 3254: 0.000821317784057202
Position 1774: 0.0007804483745616553
Position 1368: 0.0007448808782929909
Position 2355: 0.000660516070563993
Position 979: 0.0006352737137213043
Position 1987: 0.000615946360917947
Position 36834: 0.0005778636424470661
Position 243: 0.0005747292117247742
Position 811: 0.000571068123278766
Position 37968: 0.0005695821656622125
Position 595: 0.0005384982477179976
Position 813: 0.0004988825670876874
Position 37073: 0.0004875908927515607
Position 37956: 0.0003832774711902795
Position 752: 0.0003585552488077612
Position 3369: 0.0003580746953314653
Position 258: 0.000352150903195129
Position 165: 0.0002786919363401621
Position 2457: 0.0002272770266380645
Position 3853: 0.00022358928471763698
Position 37958: 0.00018892075917926524
Position 800: 0.00018559294425583319
Position 36868: 0.0001727224110518792
Position 36786: 0.00017249838967783957
Position 526: 0.00015956367978402035
Position 310: 0.00015019758603945497
Position 607: 0.00010519104772056963
Position 278: 0.0001021206398968442
Position 284: 9.243546896715383e-05
Position 36790: 8.39230413844768e-05
Position 1076: 4.3357977223469664e-05
Position 206: 3.792668328764644e-05
Position 26: 3.655782461785483e-05
Position 1017: 3.4321447099546024e-05
Position 61: 1.9154483642287236e-05
Position 45013: 1.3822027958831123e-05
Position 198: 1.3706181745960133e-05
Position 350: 1.3314716006756972e-05
Position 302: 1.0327883999852062e-05
Position 139: 6.858299580033423e-06
Position 32: 6.839915989052709e-06
Position 38161: 6.680540273061777e-06
Position 4: 6.595698366331848e-06
Position 38517: 2.5485605234366473e-06
Position 183: 2.1108815387405297e-06
Position 169: 1.311320674587782e-06
Position 40073: 1.124314776966308e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 35862: 0.9948433699383233
Position 52345: 0.9909897759757309
Position 11518: 0.9893759724653552
Position 37310: 0.9878468574765747
Position 36574: 0.9733813967471265
Position 30728: 0.9568464394973006
Position 2138: 0.7315928053947199
Position 2647: 0.45085777460546267
Position 1843: 0.4025930921623574
Position 154: 0.35563543436765255
Position 1562: 0.32333074543881796
Position 1170: 0.2424286363849032
Position 1927: 0.23226151060314312
Position 38047: 0.19677537737318232
Position 49564: 0.13952985365040269
Position 38058: 0.13483330322757436
Position 940: 0.07990855964909419
Position 396: 0.07112840255980996
Position 3003: 0.05516198176584424
Position 37161: 0.044575096362810214
Position 2651: 0.0330196674148149
Position 520: 0.03209719975552611
Position 37147: 0.029273820161160216
Position 3808: 0.025167849650075055
Position 1523: 0.02346330369734247
Position 990: 0.023060014820266362
Position 504: 0.020416967891231343
Position 2392: 0.019892807408398324
Position 540: 0.017028512983101828
Position 1991: 0.013514079086540502
Position 1023: 0.012631477326724627
Position 11521: 0.010624027534644141
Position 2375: 0.008898499083649819
Position 36376: 0.008778371424698872
Position 1456: 0.006850256568709404
Position 2354: 0.006798527988636616
Position 36613: 0.006587615186113838
Position 38067: 0.005422803423523512
Position 37182: 0.005234308109619353
Position 2435: 0.004122958147534498
Position 4170: 0.0032293784257064408
Position 36630: 0.0031805814491953784
Position 3321: 0.002840671330814454
Position 181: 0.0026290414648401936
Position 1012: 0.0026232991886656256
Position 362: 0.002370407269508686
