Gene = Fhos
index = 1165
Annotated 5SS: [13011 23699 29039 31439 31687 31981 32297 32613 32819 33726 34102 35687
 35899 36890 37682 43608]
Annotated 3SS: [23377 28928 31379 31501 31756 32074 32352 32680 33002 33899 35319 35751
 36550 36965 43380 44501]
SMsplice 5SS: [  877  9507 29039 31439 31687 31981 32297 32613 32819 33726 34102 35687
 35899 36890 37682 43608]
SMsplice 3SS: [ 9430 28928 31379 31501 31756 32074 32352 32680 33002 33899 35319 35751
 36550 36965 43380 44501]
top_k =  500
Partition function (log Z): 43.27218601039293

Sorted 5' Splice Sites (High to Low Probability):
Position 36890: 0.9991550728855209
Position 29039: 0.9973081310178445
Position 37682: 0.9969820194737299
Position 31439: 0.9916281309728414
Position 32297: 0.9906806020035209
Position 34102: 0.9897699636794092
Position 32819: 0.9896452641152346
Position 32613: 0.9693167305862636
Position 35687: 0.9624929286230408
Position 43608: 0.9402057259090926
Position 35899: 0.9161219507262186
Position 877: 0.9151643118567259
Position 31981: 0.8931051563583493
Position 9507: 0.891341106096546
Position 33726: 0.8391214166668107
Position 31687: 0.6622793878684339
Position 5762: 0.583610872334644
Position 36216: 0.4805244572110637
Position 9267: 0.3227797485532434
Position 6454: 0.26163767609796146
Position 6919: 0.23471639557295138
Position 35039: 0.1934686109420428
Position 35243: 0.19184301544234497
Position 34762: 0.1888086022046502
Position 44203: 0.16666715350901093
Position 34551: 0.1429923192031776
Position 9987: 0.129518103809918
Position 39218: 0.12320968480588015
Position 10169: 0.11311138664194477
Position 30866: 0.10802184986020368
Position 9668: 0.06481154260911595
Position 34824: 0.04920875673716586
Position 6038: 0.04631841644159359
Position 6799: 0.039190768796294774
Position 6030: 0.03843090779960469
Position 34444: 0.033609453215718656
Position 103: 0.03345636138044943
Position 6410: 0.029386586292124227
Position 43625: 0.028070063688075263
Position 407: 0.021732741580100585
Position 5962: 0.01869339905370795
Position 15060: 0.017631033777117937
Position 605: 0.01705066319026531
Position 34555: 0.01580480126989183
Position 15070: 0.015288759350477495
Position 12370: 0.015054195856437705
Position 35655: 0.014981547073877053
Position 6005: 0.014614381987153754
Position 33633: 0.014459674011862262
Position 6158: 0.013107195378779378
Position 32543: 0.0128218787940597
Position 33318: 0.010139381126809706
Position 31155: 0.009427349433642757
Position 34224: 0.00904444106902979
Position 32279: 0.008732308360395786
Position 853: 0.007903651283321909
Position 44188: 0.0060272109650155595
Position 35223: 0.005920887652445011
Position 32592: 0.005899444175464469
Position 33170: 0.0057403456192799025
Position 36018: 0.005487933424479011
Position 35903: 0.0054099371166060825
Position 2134: 0.0036889112909760497
Position 6553: 0.0036708502047807425
Position 35581: 0.0034672636576653587
Position 158: 0.0034373368362544537
Position 1484: 0.003104163849428237
Position 34844: 0.0030986896814784405
Position 3030: 0.0029236682043995866
Position 29072: 0.0026918689821463625
Position 35595: 0.0024386235055310164
Position 1336: 0.0023693484266254154
Position 107: 0.002360212902450627
Position 36118: 0.002360081961593269
Position 7175: 0.0022238897898341522
Position 363: 0.0022028608132415545
Position 43808: 0.0021283868412101388
Position 32452: 0.002100670926053516
Position 31919: 0.0020843605164132134
Position 33399: 0.0019463300063401107
Position 30980: 0.0019212003627227558
Position 30312: 0.0018777919158927284
Position 426: 0.0018160141851804655
Position 35148: 0.0017643147273380668
Position 105: 0.0015751454196474043
Position 2589: 0.0014587086868364993
Position 887: 0.0014319410401283771
Position 4613: 0.0014009897932094457
Position 34741: 0.0012413369138915323
Position 32364: 0.0011915024704886386
Position 33074: 0.0010785929753484478
Position 30053: 0.0009382758231855516
Position 4523: 0.0008844962061213554
Position 32556: 0.0008796978610488782
Position 32030: 0.0008701699476771845
Position 881: 0.0007348034617909874
Position 32586: 0.0007323441722197642
Position 2594: 0.0007320094693236943
Position 29485: 0.0006962848862668338
Position 2123: 0.0006770269431022071
Position 2052: 0.0006735649770233742
Position 946: 0.0006285434949881448
Position 2654: 0.0006201371279062677
Position 3956: 0.0006151891807634702
Position 35955: 0.0005597961564782918
Position 385: 0.0005512770255165245
Position 32498: 0.0005369122766203356
Position 36885: 0.0005006168576860246
Position 33361: 0.0004274710349354261
Position 35640: 0.00041310090351126864
Position 431: 0.0003853315316468543
