Gene = Cpr62Bc
index = 1093
Annotated 5SS: [ 95 324]
Annotated 3SS: [191 896]
SMsplice 5SS: [ 95 324]
SMsplice 3SS: [191 896]
top_k =  500
Partition function (log Z): -2.1724594900065597

Sorted 5' Splice Sites (High to Low Probability):
Position 324: 0.9929021377365377
Position 95: 0.9560767901741628
Position 612: 0.009557130620375567
Position 1685: 0.007542328580943368
Position 129: 0.004899243772697408
Position 1359: 0.0024676067984074792
Position 328: 0.0011124056565959117
Position 1305: 0.0010168750066485667
Position 969: 0.00046147325037834653
Position 1297: 0.0004441316783849508
Position 1026: 0.00039573990292106716
Position 136: 0.00033113486492278977
Position 364: 0.0003011538062355048
Position 1236: 0.0002987200430144102
Position 578: 0.0002822434955424479
Position 116: 0.0002783430889413165
Position 99: 0.00022155175264086002
Position 626: 0.00014795218339315117
Position 29: 0.00011839362069780764
Position 1021: 7.221457177370062e-05
Position 1714: 6.434474137741057e-05
Position 1119: 5.777673975630747e-05
Position 745: 4.011727475540166e-05
Position 979: 1.916176817215851e-05
Position 818: 1.907056362065917e-05
Position 1040: 9.728110363892512e-06
Position 1375: 8.295892358427043e-06
Position 697: 5.720370237790564e-06
Position 813: 5.165096830746031e-06
Position 46: 2.51558906188705e-06
Position 1732: 1.754700024725825e-06
Position 5: 2.8045845646008635e-07
Position 12: 1.8956066115657356e-07
Position 475: 5.0651415005348535e-08
Position 751: 3.017551209345108e-08
Position 1122: 1.751920570508742e-08
Position 250: 1.727390151843545e-08
Position 295: 5.9681713119947054e-09
Position 735: 5.620735008624612e-09
Position 405: 3.4612584907921625e-09
Position 645: 3.317039982596553e-09
Position 432: 2.3822887766328294e-09
Position 256: 8.127829813759635e-10
Position 486: 2.7584206817249237e-10
Position 234: 9.875741371807609e-11
Position 183: 7.518785399083558e-11
Position 725: 1.6080002426110023e-12
Position 191: 9.01884445610978e-15
Position 210: 2.1173872746444245e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 896: 0.8955399279039197
Position 191: 0.8286205984568065
Position 153: 0.1322269210662385
Position 455: 0.02880134914231493
Position 528: 0.014286648982443095
Position 856: 0.014008533106161764
Position 853: 0.009736327114303724
Position 395: 0.007642592922860285
Position 1371: 0.007457907925098137
Position 1743: 0.006760433878785312
Position 697: 0.006310130253746435
Position 1433: 0.0042551190475260915
Position 785: 0.003839803415345105
Position 840: 0.0032973152093610535
Position 768: 0.0032740556607382216
Position 1787: 0.0031431875536380863
Position 908: 0.002144254973181392
Position 1607: 0.0017338378715116944
Position 1416: 0.0011276366139361068
Position 1173: 0.0010343731875593492
Position 634: 0.0006087601761665915
Position 616: 0.0005411070645868711
Position 1235: 0.00042279792204597054
Position 1441: 0.00039100560391956994
Position 535: 0.0003466511691815373
Position 530: 0.00025518019671149885
Position 1488: 0.0002445491960275222
Position 794: 0.00020324680542653848
Position 1537: 0.00018175053871777823
Position 626: 0.00014483093801889778
Position 367: 9.757712535295958e-05
Position 1085: 9.659777921961121e-05
Position 992: 8.994162006974021e-05
Position 1750: 7.31584444787551e-05
Position 743: 6.537317899763231e-05
Position 486: 4.309962903183242e-05
Position 948: 2.2522728203953635e-05
Position 803: 1.7863366377146532e-05
Position 1040: 1.545780238458818e-05
Position 962: 1.348097801415332e-05
Position 95: 1.156413393994606e-05
Position 1789: 9.419870686878457e-06
Position 956: 8.681803490020954e-06
Position 1611: 7.72604541211382e-06
Position 234: 7.421583527002452e-06
Position 106: 6.18966415038732e-07
Position 217: 4.0374017305851556e-07
Position 122: 4.261393579079985e-08
Position 99: 3.351314878657386e-08
Position 111: 5.564384839843092e-09
Position 129: 4.051002854376768e-09
Position 349: 3.270510456542189e-10
Position 364: 2.1910506440825008e-10
Position 54: 1.0444748384851558e-10
Position 336: 7.472490090447217e-12
Position 328: 6.389257533272828e-12
Position 377: 5.61535546662247e-12
Position 308: 2.8001633618611744e-15
