Gene = Psn
index = 1391
Annotated 5SS: [ 240  539  843 1120 1394 1565 1877 2245]
Annotated 3SS: [ 298  603  909 1172 1465 1618 2079 2312]
SMsplice 5SS: [ 539  843 1120 1394 1565 1835 2245]
SMsplice 3SS: [ 603  909 1172 1465 1618 2079 2312]
top_k =  500
Partition function (log Z): 10.826823721465864

Sorted 5' Splice Sites (High to Low Probability):
Position 1394: 0.9997845520846294
Position 1565: 0.9887460551346274
Position 2245: 0.8719806034575931
Position 1835: 0.799756336947148
Position 539: 0.7415734593619178
Position 1120: 0.7361128156296346
Position 843: 0.7344398233986242
Position 31: 0.3666677803122504
Position 1778: 0.15822206620914178
Position 848: 0.08196857194476853
Position 1877: 0.029600855283428203
Position 240: 0.02906118489132352
Position 543: 0.02822491748570312
Position 787: 0.01967922626032516
Position 1105: 0.012212698226621748
Position 1087: 0.004662649290889822
Position 1041: 0.004289520316780486
Position 2003: 0.003958259501909669
Position 1030: 0.003492221273922584
Position 756: 0.003163622661321422
Position 1819: 0.002719914323402342
Position 1004: 0.0014019129779659146
Position 175: 0.001284878977251051
Position 1090: 0.0012057018390946679
Position 1093: 0.001042417367296377
Position 2270: 0.0009383697057494228
Position 75: 0.000899995258265181
Position 835: 0.0008539732092841982
Position 748: 0.0008003964007184022
Position 692: 0.0007586129541775867
Position 793: 0.0007295905974063661
Position 81: 0.0005922123157436881
Position 995: 0.0005712589614504088
Position 2202: 0.0005430638693333269
Position 1846: 0.0004987324819135195
Position 2192: 0.0004702376813194935
Position 876: 0.00031296180171151445
Position 2309: 0.00028318940007643334
Position 1001: 0.00026848655867798714
Position 2570: 0.00021751669926695717
Position 998: 0.00020860628704425036
Position 437: 0.00015355645198737288
Position 1025: 0.00014546749404331186
Position 1246: 0.00010290488438475152
Position 204: 0.00010007120977236666
Position 2001: 9.265693691828551e-05
Position 61: 7.727900625425702e-05
Position 1398: 7.021157086149095e-05
Position 6: 6.231367005603785e-05
Position 18: 5.389888410835519e-05
Position 790: 4.6761979470245e-05
Position 97: 4.4812685650741936e-05
Position 2016: 4.363557865185734e-05
Position 183: 4.13251719372236e-05
Position 144: 4.016128683515996e-05
Position 689: 3.998935671805849e-05
Position 44: 3.317136641043898e-05
Position 1817: 3.1203014484842e-05
Position 2617: 3.0269710287704583e-05
Position 2625: 2.7625390458254488e-05
Position 950: 2.499034382046539e-05
Position 2609: 2.1743497537848853e-05
Position 337: 1.9551926076323817e-05
Position 2607: 1.6994711633474e-05
Position 1965: 1.5865208642950974e-05
Position 1369: 1.537698683264911e-05
Position 284: 1.3354420742691334e-05
Position 274: 1.2821165170441817e-05
Position 244: 1.1652073532572881e-05
Position 769: 1.0616479713939399e-05
Position 686: 1.0379734313792218e-05
Position 228: 1.0183546349942227e-05
Position 1925: 9.889457343835837e-06
Position 2274: 9.550488211382969e-06
Position 2031: 9.235701822788955e-06
Position 35: 9.131453931724613e-06
Position 1955: 6.694902545889485e-06
Position 883: 5.031294679834662e-06
Position 1510: 4.517285461306766e-06
Position 2354: 4.294115938043144e-06
Position 1948: 3.947151114389143e-06
Position 1989: 3.468348480559062e-06
Position 264: 3.4181068839042488e-06
Position 671: 2.4716350795229997e-06
Position 1923: 2.180443949373868e-06
Position 1763: 2.005762630658446e-06
Position 287: 1.7360773881045424e-06
Position 1639: 1.6608991335804096e-06
Position 1984: 9.02006377337632e-07
Position 563: 8.903217461515934e-07
Position 1979: 6.818169166308166e-07
Position 383: 5.496505959448336e-07
Position 465: 4.211646643220834e-07
Position 1648: 2.497507312780642e-07
Position 1284: 2.1539616016127772e-07
Position 1330: 2.1527278654650694e-07
Position 247: 2.1097180679002898e-07
Position 262: 1.2576647462641312e-07
Position 1332: 3.376417458862478e-08
Position 1689: 9.575554926387673e-09
Position 1692: 3.8310903538469246e-09
Position 2158: 2.3656296778855395e-09
Position 400: 1.6481201283496296e-10
Position 628: 4.626450109372414e-11
Position 2151: 1.0382043242992677e-11
Position 2167: 5.813485149576082e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1465: 0.9989057330207779
Position 2079: 0.9763273303814682
Position 1618: 0.9611147990819027
Position 909: 0.8628276256921307
Position 2312: 0.8625880679751543
Position 603: 0.7973905241203648
Position 1172: 0.7790837434965056
Position 144: 0.19025701551433657
Position 328: 0.033042983391956875
Position 1659: 0.02694708826958018
Position 394: 0.025741174567381894
Position 298: 0.024640590060545465
Position 247: 0.021944656536283847
Position 2360: 0.013193976978388023
Position 1984: 0.00882448632334654
Position 78: 0.006539126139249209
Position 662: 0.006183745340009647
Position 1158: 0.005256880992430268
Position 1272: 0.004979342421346848
