Gene = Ugt301D1
index = 1584
Annotated 5SS: [ 147 2319 2826]
Annotated 3SS: [2062 2378 2887]
SMsplice 5SS: [1516 2319 2826]
SMsplice 3SS: [2062 2378 2887]
top_k =  500
Partition function (log Z): 0.4155114776380828

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9984079869909823
Position 2319: 0.9853242154636771
Position 1516: 0.8446570797588505
Position 499: 0.45652989004433725
Position 2581: 0.17969629155103278
Position 1759: 0.16893200696621014
Position 1917: 0.16041717808058742
Position 2489: 0.06320213920390533
Position 1262: 0.055807641339668146
Position 1931: 0.04206570377774347
Position 2616: 0.03609085333077641
Position 1147: 0.03527555728279001
Position 147: 0.03347511718745177
Position 3774: 0.0312450549893284
Position 219: 0.02566744293441036
Position 2995: 0.016409309588812322
Position 1137: 0.014295153938565787
Position 1336: 0.013299594705304231
Position 806: 0.012581368568682836
Position 2569: 0.008529814328552763
Position 1486: 0.008469871291496458
Position 2975: 0.00844414618734078
Position 3388: 0.008359884234597305
Position 3296: 0.007625282976903631
Position 117: 0.006151877727369005
Position 3317: 0.00418761025341872
Position 1628: 0.004002402147333407
Position 1763: 0.00366775223139707
Position 847: 0.003550137122996051
Position 1922: 0.0030883274761977996
Position 2531: 0.0026123127373283597
Position 1973: 0.0023430828791768405
Position 3100: 0.002065616219134234
Position 3354: 0.0018227716468836245
Position 3342: 0.0016893938557182855
Position 1244: 0.0016416858851165867
Position 2594: 0.0013917329121628287
Position 579: 0.0012427772409320645
Position 3172: 0.001077555931210545
Position 425: 0.0009559666088836087
Position 2999: 0.0008721662245560761
Position 2237: 0.00083178101131966
Position 1417: 0.0007715344510623156
Position 1012: 0.0005611114783351047
Position 1004: 0.000556580770265774
Position 584: 0.0005045111984399125
Position 2015: 0.00046290521191155
Position 1331: 0.000432289571081927
Position 106: 0.000375624340201567
Position 2545: 0.00037539465589968074
Position 2830: 0.0003475996541488744
Position 67: 0.0003295377479652784
Position 29: 0.00029967989824687604
Position 2323: 0.00028820637161277153
Position 1768: 0.00022817525938218078
Position 90: 0.00021685450785216437
Position 19: 0.00019169414593092678
Position 3183: 0.00016551219725745208
Position 2597: 0.00016488030363604535
Position 3203: 0.0001603541709196758
Position 1111: 0.00015909150957537987
Position 756: 0.0001257359774044843
Position 2235: 0.0001230602387818649
Position 1280: 0.00010636924430648018
Position 3220: 0.00010591066961697471
Position 2951: 9.264993640817553e-05
Position 532: 7.438128591221809e-05
Position 2803: 6.851396930608174e-05
Position 521: 6.16584554351205e-05
Position 2589: 5.475795050925319e-05
Position 612: 4.893099311253735e-05
Position 503: 3.913131397937605e-05
Position 701: 3.502192654937985e-05
Position 3445: 3.442329484559238e-05
Position 547: 3.091354699311637e-05
Position 746: 3.0235650477298227e-05
Position 614: 1.7726527484129468e-05
Position 1704: 1.0466287416721922e-05
Position 913: 6.0238350755024296e-06
Position 78: 5.231104397607436e-06
Position 34: 5.2026456945630295e-06
Position 1038: 4.779494305127987e-06
Position 1652: 4.4377873284233164e-06
Position 344: 4.222365717613956e-06
Position 2228: 2.8041362344768193e-06
Position 597: 2.669095043543196e-06
Position 933: 1.8832326529969297e-06
Position 758: 1.3353752090927267e-06
Position 3073: 1.2344450507087348e-06
Position 2902: 6.896915810333207e-07
Position 839: 2.723837627237521e-07
Position 1191: 7.691396897309039e-08
Position 1119: 3.9391772499176805e-08
Position 2700: 3.934782863797727e-08
Position 2743: 3.475178833666686e-08
Position 346: 1.7527240454132727e-08
Position 969: 1.7156545201622985e-08
Position 621: 8.969600990334703e-09
Position 2770: 2.052141634566216e-11
Position 2768: 1.0737221427128789e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2887: 0.9333677597071929
Position 2378: 0.9107919479292232
Position 2062: 0.559212025963667
Position 2696: 0.34246808768825415
Position 1330: 0.25946968257271813
Position 1831: 0.1864275442360445
Position 1598: 0.1467364861223357
Position 2165: 0.10684657942880298
Position 1810: 0.09973305832195951
Position 1813: 0.09755661125749926
Position 1615: 0.09714974877356254
Position 1119: 0.09302438827857365
Position 2954: 0.054589533082329264
Position 1360: 0.04215355344584758
Position 3832: 0.03214870650255482
Position 3480: 0.031243294427404505
Position 1389: 0.026709571708603438
Position 723: 0.02633720495031342
Position 3045: 0.02476784082002339
Position 1447: 0.024207283708861164
Position 554: 0.02230233218009591
Position 2407: 0.021357202341828502
Position 1004: 0.018598123862419717
Position 933: 0.017109071513096576
Position 1967: 0.014388664294794731
Position 1073: 0.007896728238185586
Position 701: 0.007652080025520795
Position 1619: 0.006332830783943387
Position 746: 0.0055440810158844
Position 2633: 0.0048557451387434315
Position 1715: 0.004580670390481232
Position 2389: 0.003956981112639396
Position 590: 0.0038569627234439573
Position 2386: 0.003820073066142719
Position 1137: 0.002454214332699236
Position 2932: 0.0023469913980672034
Position 218: 0.0021415438877084715
Position 913: 0.0019204747824673382
Position 837: 0.001564645183330398
Position 1906: 0.0014409550999061197
Position 3123: 0.0013270855177719882
Position 3168: 0.0011823322521568288
Position 2432: 0.001023344566989672
Position 1872: 0.0009347466978585573
Position 2540: 0.0008752274719373534
Position 783: 0.000795938902229735
Position 1012: 0.0007788831041577409
Position 1767: 0.000718591488287647
Position 966: 0.0007168075108281355
Position 643: 0.0006607784055019226
Position 2074: 0.0005717863272020314
Position 1704: 0.000531049482905911
Position 1255: 0.000518943077172067
Position 2916: 0.00048302721674539845
Position 646: 0.0004088995749722314
Position 2975: 0.0003989405111638907
Position 898: 0.0003617531940322096
Position 921: 0.00035695082963703044
Position 3086: 0.0003544724265812833
Position 756: 0.00033595315654211293
Position 1124: 0.00029665034686121556
Position 3366: 0.0002860654639344671
Position 2415: 0.00023296861198933238
Position 531: 0.00020881409114487128
Position 972: 0.00018305187239573851
Position 3231: 0.0001821661354070658
Position 2545: 0.00016526149121406526
Position 612: 0.00013421705721009314
Position 2716: 0.0001298953232687738
Position 3908: 0.00012787289882667776
Position 3147: 0.00012120967515034997
Position 597: 0.00012081560359973022
Position 3165: 0.00011887829013516281
Position 3510: 0.00011198206510149638
Position 1410: 0.0001111750838575005
Position 1405: 7.686961654871753e-05
Position 374: 7.631727063781223e-05
Position 765: 7.546190354554897e-05
Position 1396: 7.49329495012535e-05
Position 2557: 6.29608699705627e-05
Position 2594: 5.825552620073057e-05
Position 388: 5.801447983971041e-05
Position 806: 4.941003766724129e-05
Position 176: 4.067078114965743e-05
Position 425: 3.79356053203538e-05
Position 90: 2.9985240720164842e-05
Position 3015: 2.6084454720694112e-05
Position 475: 2.4060647027638126e-05
Position 146: 1.862607167002029e-05
Position 602: 1.7293637264295053e-05
Position 989: 1.3815887419770539e-05
