Gene = Sur
index = 1533
Annotated 5SS: [  670  2126  2356  3248  3908  4246  4750  4967  5900  7510  9501  9842
 10096 10770 10961 12628 13211 13476 14526 14878 15668 16110]
Annotated 3SS: [ 1859  2179  3031  3315  4132  4611  4803  5034  7247  9362  9704  9902
 10158 10856 11995 13052 13279 13756 14749 15372 15912 16186]
SMsplice 5SS: [ 2126  2356  3248  3908  4246  4750  4967  5900  7510  9501  9842 10096
 10770 10961 13211 13476 14526 14878 15668 16110]
SMsplice 3SS: [ 2179  3031  3315  4132  4611  4803  5034  7247  9362  9704  9902 10158
 10856 13052 13279 13756 14749 15372 15912 16186]
top_k =  500
Partition function (log Z): 58.541161904452174

Sorted 5' Splice Sites (High to Low Probability):
Position 10770: 0.9984344528131128
Position 13211: 0.9973929401986863
Position 4750: 0.99610995713612
Position 16110: 0.9911679653636017
Position 9501: 0.9904920322175803
Position 4246: 0.9901655168306828
Position 13476: 0.9876268803259278
Position 2126: 0.9854792098544397
Position 15668: 0.9836450671625829
Position 14878: 0.9793658982864759
Position 10961: 0.9703779867903473
Position 4967: 0.9437814750418962
Position 3908: 0.9288079220936105
Position 3248: 0.8810492097240568
Position 14526: 0.8619861241756441
Position 9842: 0.8485927552206295
Position 2356: 0.8321422503122394
Position 7510: 0.8190565632414878
Position 670: 0.6503159677562722
Position 13937: 0.5760052982400262
Position 10096: 0.5585894991096094
Position 5900: 0.5150580721099296
Position 12628: 0.4351533610715259
Position 10102: 0.3750172776673788
Position 390: 0.3208728682843134
Position 7879: 0.20245411854801396
Position 3595: 0.16219350938190585
Position 11333: 0.11780620431181416
Position 12177: 0.09837143196744635
Position 16330: 0.08656544726351721
Position 8762: 0.08460172482796553
Position 12143: 0.07631566061244595
Position 9165: 0.07625596913712748
Position 1581: 0.06659211064342997
Position 14274: 0.06069230163867356
Position 14144: 0.04857888637086081
Position 987: 0.04567650416951631
Position 11654: 0.03760095686705479
Position 10089: 0.03751918481597359
Position 7861: 0.03181008638104817
Position 4971: 0.02918298285816094
Position 1338: 0.026716400296196936
Position 1763: 0.022406304003351838
Position 3205: 0.016731987458458223
Position 218: 0.01665094259406588
Position 77: 0.015417666606174748
Position 9923: 0.014615060277093847
Position 205: 0.013707474437580415
Position 6440: 0.013670258092786856
Position 3226: 0.012613885344315732
Position 2346: 0.011809550909494692
Position 238: 0.010549890008957428
Position 10093: 0.010488363850496339
Position 15245: 0.00958240894676712
Position 3916: 0.008970811612094445
Position 4003: 0.008795618333908321
Position 3407: 0.008524017391357632
Position 7817: 0.008501381960302977
Position 2946: 0.008394980592014272
Position 8082: 0.008390518343225632
Position 12234: 0.008121806793559568
Position 16128: 0.006944282876989057
Position 8830: 0.006719262275965859
Position 33: 0.0063363574819929125
Position 2746: 0.006133258217192782
Position 1326: 0.005624307209261931
Position 2944: 0.00551616037102888
Position 101: 0.0053689755285895886
Position 2874: 0.00521995179603602
Position 9908: 0.004807203139647399
Position 909: 0.004782867373718877
Position 8137: 0.004709006318437683
Position 7887: 0.004605092245567445
Position 14652: 0.004535899428703877
Position 7214: 0.004494611921132961
