Gene = Galt
index = 1180
Annotated 5SS: [363 673 948]
Annotated 3SS: [ 502  741 1024]
SMsplice 5SS: [363 673 948]
SMsplice 3SS: [ 502  741 1024]
top_k =  500
Partition function (log Z): 0.2860246671593381

Sorted 5' Splice Sites (High to Low Probability):
Position 948: 0.9917457428845096
Position 363: 0.9655895316574691
Position 673: 0.9389951508626572
Position 1283: 0.013778207002788628
Position 99: 0.007230291588417049
Position 264: 0.004318434859137412
Position 454: 0.0023541627196464027
Position 367: 0.0018220740156352031
Position 1064: 0.0016391178839958095
Position 966: 0.0015845027246118588
Position 1578: 0.0011791231050476696
Position 1695: 0.0009149249346924707
Position 1237: 0.0008355585611813443
Position 246: 0.0007434121593330908
Position 349: 0.0007296154507489218
Position 952: 0.00038921777703023353
Position 1058: 0.00038182277553392677
Position 136: 0.0003784661835003478
Position 1421: 0.0003562509734626979
Position 360: 0.00029108283248544767
Position 378: 0.0002860295058912728
Position 418: 0.0002526486731365907
Position 440: 0.00025215057817362424
Position 1293: 0.00023781259278623067
Position 295: 0.00018476408704823632
Position 459: 0.00013697405285943723
Position 652: 0.00011431667811080325
Position 1287: 0.00010725775119371516
Position 1068: 0.00010052753800521309
Position 284: 9.560743738650486e-05
Position 1640: 9.190089570896025e-05
Position 315: 7.589928262160404e-05
Position 402: 7.021741577638998e-05
Position 1290: 6.498119854524302e-05
Position 1571: 6.171420254315092e-05
Position 16: 5.636661903246622e-05
Position 1563: 3.577193031742062e-05
Position 1679: 3.426548752289655e-05
Position 584: 3.113724099448554e-05
Position 425: 2.252203112795531e-05
Position 934: 1.8843520783822644e-05
Position 1650: 1.7573400507514055e-05
Position 331: 1.0917131141299049e-05
Position 931: 1.0873983070376583e-05
Position 871: 1.0689797791548854e-05
Position 876: 8.914771665487924e-06
Position 1701: 8.85504039770626e-06
Position 917: 6.695596252740667e-06
Position 730: 6.352138035104971e-06
Position 721: 5.251106083034207e-06
Position 802: 4.769423766743034e-06
Position 702: 4.6152094591188014e-06
Position 796: 3.9204061188226995e-06
Position 642: 3.011689400376357e-06
Position 1263: 2.4998829350563404e-06
Position 298: 2.3721322387218753e-06
Position 719: 2.24143501804791e-06
Position 579: 2.120419771278134e-06
Position 353: 1.075210899554586e-06
Position 771: 4.0788078163765535e-07
Position 805: 3.686048357812669e-07
Position 66: 2.5482232929966975e-07
Position 769: 2.473752816240286e-07
Position 544: 1.1448546727955619e-07
Position 550: 9.173516956204123e-08
Position 837: 5.800660166729073e-08
Position 493: 5.3853423587423614e-08
Position 857: 4.732062059989553e-08
Position 279: 3.435301237518179e-08
Position 518: 3.283558805886743e-08
Position 937: 2.0782715629689005e-08
Position 1462: 1.6282416108391322e-08
Position 1230: 1.3492965643887508e-08
Position 528: 9.886640054423595e-09
Position 1103: 9.267672761255316e-09
Position 1136: 7.485746115356767e-09
Position 1180: 4.920865035965988e-09
Position 1025: 1.9804741985358895e-09
Position 1441: 9.670165804652298e-10
Position 1105: 3.905212758222289e-10
Position 1145: 5.788406623283779e-11
Position 1186: 3.690950997103321e-11
Position 811: 1.689511054170007e-11
Position 1037: 7.728591554118697e-12
Position 552: 6.519704053590433e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1024: 0.9927023740992847
Position 502: 0.9663164399489217
Position 741: 0.9175229615652626
Position 440: 0.012639553461836123
Position 843: 0.012573965039477471
Position 1374: 0.009391899743570525
Position 777: 0.005348478987798149
Position 1130: 0.004532936121987722
Position 1439: 0.003908036558914077
Position 172: 0.002865849265862439
Position 1628: 0.0019000419335928709
Position 1757: 0.0010425007571740075
Position 847: 0.0010111664434753482
Position 1352: 0.0009998399007173351
Position 550: 0.0009251260082351025
Position 1406: 0.0006471830686737289
Position 1073: 0.0006297480819049822
Position 1507: 0.00045533883864065915
Position 263: 0.0003815501142213887
Position 1033: 0.000331356621089748
Position 231: 0.00018433797684301532
Position 1379: 0.00016665570459764437
Position 193: 0.00014173974386926154
Position 759: 0.00011168490580400702
Position 196: 0.00010702819547976691
Position 1704: 9.03581261611031e-05
Position 1051: 8.608011959354292e-05
Position 162: 8.128997210293363e-05
Position 234: 7.831478239257153e-05
Position 1421: 7.115718340763018e-05
Position 709: 5.361686772718412e-05
Position 1632: 4.70984043317015e-05
Position 588: 4.402140613610975e-05
Position 298: 3.4158695146555255e-05
Position 591: 2.4577393148122116e-05
Position 97: 2.076205882346746e-05
Position 202: 1.9308266302621392e-05
Position 1058: 1.848573972509273e-05
Position 917: 1.7827145411084182e-05
Position 1175: 1.5812936960777147e-05
Position 349: 1.5182515454396276e-05
Position 504: 1.5100430086315587e-05
Position 922: 1.4767825548511614e-05
Position 1734: 1.4248726784600802e-05
Position 240: 1.3998178659308526e-05
Position 1088: 1.1464567536111169e-05
Position 402: 1.0370749172018759e-05
Position 1473: 9.625409734260333e-06
Position 1037: 7.763618147482638e-06
Position 325: 5.264926740180589e-06
Position 1172: 4.842848900418608e-06
Position 594: 4.498247837192606e-06
Position 295: 3.923232289160246e-06
Position 1721: 3.861817572077673e-06
Position 1741: 3.4438377963034253e-06
Position 1571: 3.3402274906574477e-06
Position 979: 3.177620411526419e-06
Position 1674: 2.8022242956311393e-06
Position 1712: 2.7704338762476346e-06
Position 1409: 2.6600446813294616e-06
Position 205: 2.6598407596578575e-06
Position 148: 1.971538284182736e-06
Position 801: 1.7544180686162e-06
Position 331: 1.1385065171070497e-06
Position 145: 4.250912653367966e-07
Position 659: 3.273834040302697e-07
Position 360: 3.240032115968854e-07
Position 366: 1.5311717941210336e-07
Position 243: 9.066339457045297e-08
Position 597: 8.457726989563362e-08
Position 118: 5.22374506439156e-08
Position 378: 4.515249179860029e-08
Position 677: 2.9780196958206722e-08
Position 1082: 2.887951736949188e-08
Position 315: 2.3665549083085482e-08
Position 127: 1.7403808639683355e-08
Position 606: 1.4939909819087485e-08
Position 612: 1.1345849838277566e-08
Position 139: 1.1308105344266982e-08
Position 603: 5.9331503762228695e-09
Position 976: 5.587255804822974e-09
Position 1208: 2.5464279285009286e-10
Position 131: 7.245267465618642e-13
Position 122: 4.455658082577841e-18
Position 99: 4.023115862847957e-18
Position 129: 3.091620041623594e-18
Position 103: 3.8910428003302465e-19
Position 120: 2.82461318390495e-23
