Gene = tant
index = 1908
Annotated 5SS: [284 528]
Annotated 3SS: [440 580]
SMsplice 5SS: [284 528]
SMsplice 3SS: [440 580]
top_k =  500
Partition function (log Z): -5.7856065737178906

Sorted 5' Splice Sites (High to Low Probability):
Position 528: 0.9522829656719325
Position 284: 0.8501398073895542
Position 299: 0.015905813178313247
Position 1191: 0.002724500286504372
Position 60: 0.00146627540473312
Position 1421: 0.0013450808016981994
Position 1089: 0.0008437127997090929
Position 288: 0.0008181845394467759
Position 1505: 0.0007231240766923376
Position 116: 0.0006294877273812094
Position 1095: 0.0005028519978378296
Position 3: 0.0004647836507226014
Position 1104: 0.00042054147858544246
Position 10: 0.00033776225540764905
Position 331: 0.0002851849222091882
Position 218: 0.00019823819522705633
Position 250: 0.00016154732420126675
Position 1595: 0.00015280991455530438
Position 703: 0.00012409627200906528
Position 414: 8.889377669222713e-05
Position 119: 3.513029912801263e-05
Position 342: 3.50404802119646e-05
Position 726: 3.137504216124665e-05
Position 1538: 2.158355569804827e-05
Position 82: 2.0277893152792813e-05
Position 507: 1.8769921261830775e-05
Position 425: 1.859901312080672e-05
Position 852: 1.663167403907696e-05
Position 696: 1.6379543754249902e-05
Position 34: 1.3908680480754147e-05
Position 1098: 1.1873559929370303e-05
Position 205: 7.087541333881917e-06
Position 854: 6.960907984603785e-06
Position 1526: 6.578018757006043e-06
Position 825: 6.527896780571568e-06
Position 161: 6.13092796380897e-06
Position 71: 4.428259821068158e-06
Position 436: 1.3009887611956226e-06
Position 223: 5.621780750310913e-07
Position 429: 7.281371919210392e-09
Position 462: 5.631195838426296e-09
Position 484: 4.139304093840684e-09
Position 781: 2.3769380257886915e-09
Position 799: 1.1696136324739155e-09
Position 581: 1.0489619762219479e-09
Position 608: 5.493796629838852e-13
Position 605: 1.2146137574848702e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 580: 0.9192493017021042
Position 440: 0.8118034003296453
Position 453: 0.025541350503340287
Position 623: 0.01975618584027332
Position 342: 0.01940402267722854
Position 1564: 0.004374661654694327
Position 672: 0.0043479232019435115
Position 952: 0.003805986354851977
Position 331: 0.0030868671191786124
Position 1840: 0.002513587723542001
Position 484: 0.0018558899639552126
Position 729: 0.0017261601051637634
Position 1141: 0.001555106726997402
Position 1276: 0.001048913700020261
Position 561: 0.0009339886913643928
Position 962: 0.000777111703483903
Position 1482: 0.0006485007314896945
Position 1265: 0.0006244355432148606
Position 976: 0.0006153175137143054
Position 154: 0.0006133629986670445
Position 129: 0.00039869053010225717
Position 1659: 0.0003965902199032384
Position 703: 0.000381168062636439
Position 793: 0.00036630795455702643
Position 177: 0.00036514323531731333
Position 883: 0.00033886261608430656
Position 402: 0.00031149776946193437
Position 376: 0.00023196995639558312
Position 644: 0.00017979453451085086
Position 1678: 0.00017596264109041894
Position 1816: 0.00016118292410576004
Position 973: 0.0001599625022425837
Position 1602: 0.00015958857193265085
Position 94: 0.00015619278535241834
Position 1175: 0.0001527558327483324
Position 1653: 0.0001413525191711138
Position 119: 0.00013968118896664846
Position 911: 0.00012313285476951182
Position 1757: 0.00011609324304624962
Position 819: 9.581141207471035e-05
Position 653: 8.615522829894453e-05
Position 1530: 7.768194107319373e-05
Position 166: 7.231725931376568e-05
Position 501: 6.684918803320469e-05
Position 700: 6.412517432753993e-05
Position 283: 6.13670212178559e-05
Position 799: 5.087882956002294e-05
Position 231: 5.0534300850680795e-05
Position 1030: 4.7298453436644345e-05
Position 1526: 4.457418454789755e-05
Position 1053: 4.440686560466016e-05
Position 1226: 4.137000724359961e-05
Position 908: 3.854985755690445e-05
Position 838: 3.475349653736663e-05
Position 371: 2.8801455784418234e-05
Position 104: 2.765258856962524e-05
Position 850: 2.738221293043522e-05
Position 1367: 2.5945034192315493e-05
Position 1157: 2.527740791341789e-05
Position 1489: 2.1386923221012465e-05
Position 1700: 2.1175317648126484e-05
Position 317: 1.4422437849618977e-05
Position 514: 1.396771761843241e-05
Position 1084: 9.715205048539033e-06
Position 1637: 9.310434960295414e-06
Position 383: 8.808688520438528e-06
Position 1187: 8.697700288575006e-06
Position 1686: 7.252375651575363e-06
Position 50: 6.752503944998781e-06
Position 781: 6.1236168866484255e-06
Position 60: 4.924762929369273e-06
Position 241: 3.1778892494812366e-06
Position 527: 3.061902841011667e-06
Position 298: 2.2499400841190462e-06
Position 520: 1.8286719789312337e-06
Position 288: 8.32617605818342e-07
Position 262: 7.099889514368566e-07
Position 213: 5.781850342057719e-07
Position 205: 1.0117505273692636e-07
Position 339: 1.202784750176549e-08
Position 259: 1.6563263506172547e-09
Position 248: 1.307901258723507e-09
