Gene = PHGPx
index = 1356
Annotated 5SS: [ 448 1919]
Annotated 3SS: [1594 1985]
SMsplice 5SS: [ 448 1289 1919]
SMsplice 3SS: [1077 1594 1985]
top_k =  500
Partition function (log Z): 1.884700619402371

Sorted 5' Splice Sites (High to Low Probability):
Position 1919: 0.9981512187872245
Position 1289: 0.9635636846646978
Position 587: 0.28753341020791234
Position 448: 0.2348366638173507
Position 103: 0.18834983663227572
Position 1014: 0.14201198408365742
Position 177: 0.08989115804114486
Position 581: 0.048842641076693456
Position 58: 0.0322749821507932
Position 530: 0.023331345957808756
Position 713: 0.018270633492344243
Position 546: 0.009933090502904671
Position 602: 0.009655289065577678
Position 1293: 0.0077769382862621795
Position 2191: 0.006752764960695928
Position 192: 0.005568470887136596
Position 998: 0.005413248019137515
Position 2174: 0.005277809259683061
Position 402: 0.00526379872917211
Position 259: 0.004896842810598235
Position 426: 0.0040868458492237065
Position 687: 0.003461589992753506
Position 781: 0.0030048204886655794
Position 1783: 0.0028223193195014893
Position 639: 0.002403255668561217
Position 764: 0.0017024970594316613
Position 1064: 0.0014155700125462003
Position 619: 0.001232106008516882
Position 1223: 0.0006289970495334499
Position 297: 0.0006287157452392877
Position 1703: 0.0005961596408600817
Position 555: 0.0005801112636647581
Position 364: 0.0005125464653241145
Position 591: 0.00045151324241035526
Position 550: 0.0004059042740669317
Position 793: 0.00036880736226310365
Position 1439: 0.0003416164523994033
Position 1732: 0.00030058473329053876
Position 339: 0.00027816857277559266
Position 66: 0.00027157524857718496
Position 1690: 0.0002608147651270312
Position 976: 0.0002098960020560141
Position 912: 0.00018652010322932035
Position 607: 0.0001464779410954067
Position 1182: 0.00013367976773330918
Position 1470: 0.00013089012544040363
Position 2180: 0.00012366685382561902
Position 171: 0.00012337055869117395
Position 2091: 0.00012140550255264936
Position 15: 0.0001136200818620102
Position 920: 0.00010502052637974232
Position 719: 6.81571071381086e-05
Position 348: 5.949331408304959e-05
Position 788: 5.875302060262756e-05
Position 1715: 5.779687202451821e-05
Position 1907: 5.6338633000175925e-05
Position 1132: 4.254132377002918e-05
