Gene = Gbs-76A
index = 1184
Annotated 5SS: [1287 7543]
Annotated 3SS: [7352 7665]
SMsplice 5SS: [1287 7543]
SMsplice 3SS: [7352 7665]
top_k =  500
Partition function (log Z): -5.784235429773069

Sorted 5' Splice Sites (High to Low Probability):
Position 7543: 0.957615915919421
Position 1287: 0.8279621560325173
Position 841: 0.3153340488568162
Position 8290: 0.1018213211205344
Position 7731: 0.10041194432433784
Position 8046: 0.09984469372403791
Position 1291: 0.06132990976964865
Position 10174: 0.05887914596768533
Position 8297: 0.055133234096549986
Position 183: 0.05337386203194165
Position 8320: 0.052861843192651976
Position 9678: 0.03316870712967525
Position 3530: 0.030762494981821945
Position 7549: 0.023556949031293333
Position 10206: 0.01836663402789264
Position 3366: 0.018241471246952606
Position 3450: 0.016296396328947166
Position 7561: 0.016167181876467502
Position 311: 0.014935394275684324
Position 6648: 0.013618359617778335
Position 346: 0.013465030140904848
Position 6544: 0.013159952347380797
Position 3410: 0.009393054894567031
Position 8575: 0.0088983267990212
Position 328: 0.008504579317666308
Position 4375: 0.007221230666828672
Position 317: 0.005298063680378789
Position 10226: 0.0052073144108391025
Position 3664: 0.0044662755101552345
Position 10199: 0.004166475287609821
Position 3566: 0.0027815969753382016
Position 7567: 0.0024536745787640734
Position 8877: 0.002256870866899717
Position 3009: 0.0019801085041066284
Position 1133: 0.0012891816507956343
Position 7964: 0.0012087627307965545
Position 4191: 0.001106035305308012
Position 8497: 0.0007642680823843845
Position 8050: 0.0007574654128500371
Position 9290: 0.0007380307405207736
Position 9145: 0.0007303290559814395
Position 9189: 0.0007207446208361419
Position 7762: 0.0007004038041987242
Position 695: 0.0006125039904237165
Position 437: 0.0005338756444215516
Position 201: 0.00047953381201209903
Position 3175: 0.0004659600000018531
Position 843: 0.0004419028987482241
Position 8911: 0.0003942434125033593
Position 7851: 0.0003893870032616425
Position 2291: 0.00037363939962434245
Position 992: 0.00033708044310031904
Position 7949: 0.00032106925914396795
Position 2128: 0.00024196009573687727
Position 1047: 0.00020104685940600464
Position 1158: 0.0001446771940901954
Position 2919: 7.468205480272598e-05
Position 2980: 7.300060777209186e-05
Position 63: 6.893250959482591e-05
Position 7508: 5.6956621680541046e-05
Position 529: 4.6609443123167954e-05
Position 1564: 4.5733856637980275e-05
Position 7857: 4.5634745760553074e-05
Position 2120: 4.3421450727478307e-05
Position 45: 4.259897890434421e-05
Position 1387: 4.028311201835464e-05
Position 994: 3.9628404566100104e-05
Position 998: 3.788452750229797e-05
Position 2101: 3.303108684351442e-05
Position 115: 3.241949499274887e-05
Position 996: 2.9439280255489426e-05
Position 461: 2.9393870360157184e-05
Position 1584: 2.744318710703273e-05
Position 1336: 2.606203690277777e-05
Position 2064: 2.110469550073835e-05
Position 1488: 2.0419764126151628e-05
Position 742: 2.0171405172692872e-05
Position 1739: 1.770461066507865e-05
Position 2323: 1.59374069901686e-05
Position 7791: 1.3107607989207951e-05
Position 2155: 1.2557682871574113e-05
Position 2030: 1.226602810972065e-05
Position 1794: 9.200308398033703e-06
Position 1516: 8.26875880169841e-06
Position 7735: 6.7071778082740515e-06
Position 8257: 6.2746393092307676e-06
Position 783: 5.972041260430922e-06
Position 472: 5.89756632478491e-06
Position 7911: 4.931672007234112e-06
Position 464: 4.730641237003848e-06
Position 594: 4.620693375041784e-06
Position 603: 4.532439078439969e-06
Position 365: 3.0632988276066387e-06
Position 1614: 2.590765043401731e-06
Position 414: 2.3773441131375475e-06
Position 215: 2.321062776758397e-06
Position 88: 1.9276500748609198e-06
Position 8484: 1.2591969751723605e-06
Position 1726: 3.757772458817801e-07
Position 123: 1.603986790723061e-07
Position 106: 8.923078984202943e-08
Position 470: 6.073803245388871e-08
Position 243: 4.64093684125005e-08
Position 1467: 3.445943323305538e-08
Position 759: 1.533542088460606e-08
Position 775: 2.0769439086156383e-09
Position 1228: 1.3258542754922397e-11
Position 956: 4.614780283754372e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7352: 0.8394786528522866
Position 7665: 0.5783904708538682
Position 7626: 0.3741993147480392
Position 900: 0.21277811895813548
Position 7363: 0.13545165944071372
Position 10060: 0.12371020502889914
Position 10315: 0.09769918025488925
Position 10940: 0.09184874007089948
Position 10599: 0.09069874799988599
Position 3073: 0.06145404684440475
Position 10280: 0.060363327617791326
Position 920: 0.0547515607103314
Position 10443: 0.025708269277069717
Position 6511: 0.02476964340349358
Position 9039: 0.024156829800273602
Position 9042: 0.013426978775777044
Position 11200: 0.010877395380540531
Position 7999: 0.010769101341469297
Position 3104: 0.0097694807004153
Position 9878: 0.009363602602479136
Position 3498: 0.008826757844428334
Position 8629: 0.00815205277942516
Position 1150: 0.007771288447179326
Position 8557: 0.006841964441298508
Position 7465: 0.0066752006209056395
Position 6957: 0.006266339061519952
Position 10495: 0.00616285093788288
Position 228: 0.00604292272559583
Position 7194: 0.0052212414595782675
Position 6335: 0.005067202046441281
Position 522: 0.00495453258722373
Position 8387: 0.004911432360936054
Position 759: 0.004758742260143074
Position 970: 0.003978356657910226
Position 3144: 0.003832445752815896
Position 7607: 0.003141663012916232
Position 8100: 0.0025196204414342015
Position 3721: 0.0023365310914196264
Position 2821: 0.002230473527102238
Position 1197: 0.0016638396952542392
Position 8154: 0.0015327197977438455
Position 1012: 0.0014278772432116055
Position 3109: 0.001231076621749177
Position 5784: 0.0011974626786177827
Position 8703: 0.0011851723298152955
Position 3233: 0.0011507586322705514
Position 8160: 0.0010213506987142916
Position 3430: 0.001002159464416557
Position 7078: 0.0008801602235583795
Position 6878: 0.0007838418487821754
Position 480: 0.000783033444777204
Position 257: 0.0006672796189793963
Position 840: 0.0006645599930524109
Position 1093: 0.0006606176446803328
Position 6887: 0.0006394530061800202
Position 1096: 0.0004674298456302344
Position 879: 0.00044220811213590807
Position 3478: 0.00043718439332840036
Position 243: 0.0004217080191113323
Position 401: 0.0004077998656041431
Position 8103: 0.0003963853632568858
Position 698: 0.0003919703646801367
Position 3362: 0.00037178571114886914
Position 765: 0.0003564456471920327
Position 1890: 0.00029327288356317864
Position 492: 0.0002728420503609273
Position 373: 0.0002706404853056218
Position 8133: 0.00024764661944756184
Position 1960: 0.00022058615695741632
Position 6928: 0.0002172459050890705
Position 1194: 0.0001906370732970997
Position 8422: 0.0001778031031596981
Position 4150: 0.00016300943509484948
Position 956: 0.0001516545956839925
Position 952: 0.00013865797028556076
Position 8440: 0.0001349841885950716
Position 1124: 0.000123395003173505
Position 118: 0.00011107845733394474
Position 8524: 0.00011091476509252547
Position 1787: 7.31605235850161e-05
Position 1435: 6.188957463657853e-05
Position 1387: 5.789250884489943e-05
Position 1516: 4.676940315093033e-05
Position 1717: 3.896259628158214e-05
Position 2158: 3.01875919220049e-05
Position 1415: 2.7042437412701152e-05
Position 707: 2.453600133071887e-05
Position 8106: 2.294115576850169e-05
Position 594: 2.224035253906159e-05
Position 695: 2.0853946617139115e-05
Position 1821: 1.5184623566868597e-05
Position 742: 1.4357408468370654e-05
Position 5148: 1.2365294458887106e-05
Position 2002: 9.398667880780581e-06
Position 2965: 6.8157729998277714e-06
Position 321: 5.862519804780764e-06
Position 992: 5.555270310746086e-06
Position 8211: 5.247670986746111e-06
Position 7943: 4.1364305410248295e-06
Position 8136: 3.3862095041962313e-06
Position 437: 3.0742571281915013e-06
Position 141: 2.0791082704611716e-06
Position 1336: 1.7106980967602081e-06
Position 789: 1.2343628570178578e-06
Position 8109: 9.139074008692855e-07
Position 7758: 8.718099909815003e-07
Position 529: 7.874510054966513e-07
Position 232: 5.803623583534609e-07
Position 797: 4.0221025926164963e-07
Position 346: 3.978140457512773e-07
Position 177: 3.39414763704882e-07
Position 644: 2.0544502835951813e-07
Position 7721: 2.0069274534554011e-07
Position 7776: 1.8150956318620497e-07
Position 7940: 1.761139787598845e-07
Position 494: 1.6637483033289914e-07
Position 260: 1.5778769728901404e-07
Position 820: 1.5720527275845674e-07
Position 333: 1.3455831134458075e-07
Position 8121: 5.183843908458835e-08
Position 1017: 4.02130579945488e-10
Position 1286: 1.408742948549198e-10
Position 162: 1.4308812598934158e-11
Position 215: 7.28636011623305e-13
Position 289: 2.36013749395173e-13
Position 120: 8.413828756135004e-14
Position 193: 6.154250807055844e-14
Position 174: 3.1524162244091723e-14
Position 172: 2.184673435033645e-14
