Gene = dsf
index = 1678
Annotated 5SS: [  265  2216  2435 11540]
Annotated 3SS: [ 2131  2272 10202 11635]
SMsplice 5SS: [  265  2216  2435 11540]
SMsplice 3SS: [ 2131  2272 10202 11635]
top_k =  500
Partition function (log Z): 1.7699776194388428

Sorted 5' Splice Sites (High to Low Probability):
Position 2435: 0.9991605306522644
Position 2216: 0.9922504329973699
Position 11540: 0.9770195269956998
Position 265: 0.9211199115395974
Position 8842: 0.08874600185533082
Position 11822: 0.07615614012221568
Position 117: 0.03537036193732439
Position 6814: 0.03376620430641679
Position 6818: 0.03298610882508646
Position 7425: 0.030534991616876922
Position 4461: 0.025088107306955442
Position 1808: 0.02113721694152002
Position 910: 0.020502046257671405
Position 3777: 0.01784440381058929
Position 1360: 0.017264888062104602
Position 8408: 0.016163000786589412
Position 427: 0.01382763843231899
Position 12322: 0.013076632625808821
Position 2057: 0.012425408840134768
Position 12107: 0.011390152687405498
Position 12115: 0.006391618137725661
Position 12667: 0.006030632967062344
Position 7136: 0.005834031618389892
Position 11558: 0.005446627453563253
Position 784: 0.00543671049214509
Position 588: 0.004025302408567715
Position 2249: 0.003883692042244397
Position 1886: 0.0037572910526884364
Position 133: 0.003020786543970797
Position 6810: 0.0027946929691011865
Position 276: 0.002747119728565804
Position 512: 0.0026256235698399587
Position 7984: 0.0026089624053697576
Position 9091: 0.0025706678110253506
Position 12732: 0.002487154537431328
Position 12311: 0.0022372449699330403
Position 12085: 0.0019464979893443867
Position 3365: 0.0019011902639771627
Position 434: 0.0018911661736490846
Position 2760: 0.001657640298890497
Position 597: 0.0016050008527419479
Position 6961: 0.0015844453327147048
Position 12767: 0.001494043968208494
Position 3784: 0.0014903641174882404
Position 637: 0.0013774471293591757
Position 12186: 0.001174489954184062
Position 523: 0.0010384600808515559
Position 9119: 0.0009404535377688932
Position 446: 0.0009213357733782404
Position 4887: 0.000893411839667038
Position 836: 0.0008883299787816624
Position 1839: 0.0008176942029721738
Position 981: 0.0007963946481431388
Position 8846: 0.0007591475346118353
Position 6383: 0.0007548511915256657
Position 36: 0.0007470394061877842
Position 536: 0.0006900915004225958
Position 11471: 0.0006791719144931356
Position 1291: 0.0006073366314450029
Position 474: 0.0005369752702961701
Position 501: 0.0004693323793171867
Position 1458: 0.0004051067254916521
Position 1494: 0.0003896631295808477
Position 3302: 0.00038948317189304275
Position 11112: 0.00034539243211992744
Position 3349: 0.00034432695248004904
Position 11369: 0.0003426606358745987
Position 12791: 0.0003307326802409753
Position 12295: 0.0003238924439962667
Position 1945: 0.00031731195867456825
Position 185: 0.00031160836697883523
Position 147: 0.0003064370635055039
Position 13235: 0.00029709322101319495
Position 7590: 0.0002946561522276399
Position 1971: 0.00029293229009319185
Position 11276: 0.00029066160413390404
Position 12664: 0.0002743657105099433
Position 2980: 0.00025047216141435
Position 78: 0.00024612141492336457
Position 12424: 0.00023141159353384224
Position 1376: 0.00023006568474113714
Position 3604: 0.00022992699446724914
Position 3766: 0.00021380627870890047
Position 311: 0.00021016689251493153
Position 125: 0.00020629992231006107
Position 565: 0.0002024823010129537
Position 11732: 0.00019671798003655804
Position 3371: 0.00018525421847133376
Position 2476: 0.00017891039069059818
Position 958: 0.00017815759472377115
Position 12136: 0.00017593009601215946
Position 1309: 0.0001494488110633269
Position 442: 0.00014381353314000015
Position 670: 0.00013926901231142708
Position 389: 0.00013248340114915166
Position 1828: 0.00012615187258819765
Position 6387: 0.00012460120424195157
Position 11933: 0.00011937611180280286
Position 11872: 0.00010093028222018225
Position 300: 7.986170386251316e-05
Position 6317: 7.95141692425543e-05
Position 230: 7.546531038763572e-05
Position 25: 6.651277430819791e-05
Position 1037: 6.228756693104152e-05
Position 649: 5.410413330812756e-05
Position 13248: 5.38775336727463e-05
Position 2164: 5.253582459010946e-05
Position 10430: 4.56178502451645e-05
Position 1096: 4.46477881160389e-05
Position 488: 4.315563413155025e-05
Position 485: 3.55600803791683e-05
Position 602: 3.485448250094436e-05
Position 814: 3.46264259985967e-05
Position 224: 3.2261356962325436e-05
Position 796: 2.9268741840555577e-05
Position 409: 2.6992870443250378e-05
Position 3871: 2.6582504751779386e-05
Position 592: 2.3889079473680442e-05
Position 3392: 1.1146555269199283e-05
Position 3069: 8.908115412773929e-06
Position 3383: 5.373264434970795e-06
Position 1640: 4.678218097182342e-06
Position 11034: 3.2729003911473912e-06
Position 11879: 3.0301908261294387e-06
Position 2439: 2.3139466694657434e-06
Position 691: 1.9060151156184189e-06
Position 2247: 1.4865945218311418e-06
Position 3369: 1.4698108865113826e-06
Position 11914: 1.3923745878471454e-06
Position 3356: 1.3310837695611309e-06
Position 2282: 1.2908018253432694e-06
Position 2581: 4.419537435342271e-07
Position 3203: 2.2779036423553424e-07
Position 3212: 1.4850917465337995e-07
Position 2406: 7.45633141592805e-08
Position 3217: 7.267325311363865e-08
Position 2324: 5.738444147079951e-08
Position 404: 5.2867402781657696e-08
Position 853: 3.9737575330421784e-08
Position 329: 1.7969526923406913e-08
Position 707: 6.7145095313176495e-09
Position 2415: 4.3665819550907675e-09
Position 2481: 2.525319113737391e-09
Position 192: 1.8004178102963172e-09
Position 717: 2.6596973659614205e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2131: 0.9861482465078172
Position 11635: 0.9842712536540754
Position 2272: 0.9785486293585973
Position 10202: 0.9388795147077955
Position 8750: 0.0641163802430871
Position 12240: 0.05029515089576665
Position 12836: 0.04633967773943084
Position 6634: 0.04437316572947905
Position 11401: 0.037361056998747
Position 1738: 0.03553357710167398
Position 7346: 0.027035881349299913
Position 185: 0.023887983067743368
Position 7494: 0.016934915344279922
Position 8774: 0.015336832161444693
Position 6436: 0.013969740502475654
Position 3119: 0.013084257803652594
Position 12946: 0.010254701623363883
Position 6137: 0.010086014272486366
Position 2292: 0.00976033231349528
Position 10176: 0.009157170508950414
Position 6666: 0.008940914400037758
Position 4248: 0.008280009184961582
Position 2328: 0.007258889834452155
Position 1084: 0.006262063089191664
Position 704: 0.005884487704835391
Position 12994: 0.005229534897684162
Position 756: 0.0043624511973560645
Position 12755: 0.004292269619829774
Position 6808: 0.003877274242462767
Position 11884: 0.0038664275892835625
Position 2512: 0.0037483955885733574
Position 8912: 0.0035826636324944893
Position 12165: 0.0034054482607656996
Position 2927: 0.0032742981307992977
Position 2976: 0.003216555780396435
Position 13028: 0.0031243598477165256
Position 934: 0.0030587444727271985
Position 7221: 0.002623972129074809
Position 11973: 0.002506170903208994
Position 8594: 0.0024617998431800863
Position 3863: 0.0022090749063623555
Position 3915: 0.00202407888494942
Position 3507: 0.0018235841692758705
Position 511: 0.001563096278535882
Position 3870: 0.0015178129083238542
Position 3851: 0.0014842649897711061
